"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulPriv, ClearMem, Examine";"Friendish Freddy's Big Top'o Fun ? 1989 Gray Matter/Minscape.";"1989 Gray Matter/Mindscape";"whdload";"0";"Fiendish Freddy";"FiendishFreddysBigTopOFun";"2079463";"F\FiendishFreddysBigTopOFun\FiendishFreddysBigTopOFun.slave";"294912";"F\FiendishFreddysBigTopOFun";"524288";"FiendishFreddysBigTopOFun";"OCS/ECS";"";"";"";"";"";"fiendish freddys big top ofun freddy";"Exact";"100";"FiendishFreddysBigTopOFun";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\F\FiendishFreddysBigTopOFun\igame.iff";"fiendishfreddysbigtopofun"
"NoError, EmulPriv";"";"1993-1994 Electronic Arts";"whdload";"0";"Fifa International Soccer";"FIFAInternationalSoccer";"1984973";"F\FIFAInternationalSoccer\FIFAInternationalSoccer.slave";"1310720";"F\FIFAInternationalSoccer";"524288";"FIFAInternationalSoccer";"OCS/ECS";"";"";"";"";"";"fifainternational soccer fifa international";"Exact";"100";"fifa-international-soccer";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\fifa-international-soccer\screen_002.png";"fifa-international-soccer"
"Disk, NoError, EmulTrap";"Fighter Bomber ? 1989 Activision";"1989 Activision";"whdload";"0";"-> F I G H T E R  B O M B E R <-";"FighterBomber";"2019492";"F\FighterBomber\FighterBomber.slave";"204800";"F\FighterBomber";"524288";"FighterBomber";"OCS/ECS";"";"";"";"";"";"fighter bomber 1";"Exact";"100";"FighterBomber";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FighterBomber\igame.iff";"fighterbomber"
"Disk, NoError, EmulTrap";"Fighter Bomber - Advanced Missions ? 1989";"1989 Activision";"whdload";"0";"-> Fighter Bomber - Advanced Missions <-";"FighterBomberAM";"1112635";"F\FighterBomberAM\FighterBomberAM.slave";"204800";"F\FighterBomberAM";"524288";"FighterBomberAM";"OCS/ECS";"";"";"";"";"";"fighter bomber";"Exact";"100";"FighterBomber";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FighterBomber\igame.iff";"fighterbomber"
"NoError, NoDivZero, EmulPriv, Examine";"Fighter Duel Pro ? 1992 Jaeger Software.";"1992 Jaeger Software";"whdload";"0";"Fighter Duel Pro";"FighterDuelPro";"2456352";"F\FighterDuelPro\FighterDuelPro.Slave";"786432";"F\FighterDuelPro";"524288";"FighterDuelPro";"OCS/ECS";"";"";"";"";"";"fighter duel pro";"Exact";"100";"fighter-duel-pro";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\fighter-duel-pro\screen_001.jpg";"fighter-duel-pro"
"NoError, EmulTrap, ClearMem";"Fighting Soccer ? 1989 Activision.";"Activision";"whdload";"0";"Fighting Soccer";"FightingSoccerNTSC";"932812";"F\FightingSoccerNTSC\FightingSoccerNTSC.slave";"0";"F\FightingSoccerNTSC";"524288";"FightingSoccer";"OCS/ECS";"";"";"";"NTSC";"";"fighting soccer";"Exact";"100";"fighting-soccer";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\f\fighting-soccer\screen_004.png";"fighting-soccer"
"NoError, ClearMem";"Fightin' Spirit ? 1996 Neo";"1996 Neo";"whdload";"0";"Fightin";"FightinSpirit";"3639926";"F\FightinSpirit\FightinSpirit.slave";"4096";"F\FightinSpirit";"1048576";"FightinSpirit";"OCS/ECS";"";"";"";"";"";"fightin spirit";"Exact";"100";"FightinSpirit";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FightinSpirit\igame.iff";"fightinspirit"
"NoError, EmulPriv";"Final Assault ? 1988 Epyx, 1 disk";"1998 Epyx";"whdload";"0";"Final Assault";"FinalAssault";"715821";"F\FinalAssault\FinalAssault.Slave";"1048576";"F\FinalAssault";"524288";"FinalAssault";"OCS/ECS";"";"";"";"";"";"final assault";"Exact";"100";"FinalAssault";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FinalAssault\igame.iff";"finalassault"
"NoError, EmulPriv";"The Final Battle by Mirrorsoft (c) 1990 - 1 disk.";"1990 Mirrorsoft";"whdload";"0";"The Final Battle";"FinalBattle";"796567";"F\FinalBattle\FinalBattle.slave";"786432";"F\FinalBattle";"524288";"FinalBattle";"OCS/ECS";"";"";"";"";"";"final battle the";"Exact";"100";"FinalBattle";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FinalBattle\igame.iff";"finalbattle"
"NoError, EmulPriv";"The Final Battle by Mirrorsoft (c) 1990 - 1 disk.";"1990 Mirrorsoft";"whdload";"0";"The Final Battle";"FinalBattleDe";"799275";"F\FinalBattleDe\FinalBattleDe.slave";"786432";"F\FinalBattleDe";"524288";"FinalBattle";"OCS/ECS";"De";"";"";"";"";"final battle the";"Exact";"100";"final-battle-the";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\f\final-battle-the\screen_010.png";"final-battle-the"
"Disk, NoError, EmulTrap";"Final Blow ? 1991 Sales Curve.";"";"whdload";"0";"";"FinalBlow";"916327";"F\FinalBlow\FinalBlow.slave";"";"F\FinalBlow";"528384";"FinalBlow";"OCS/ECS";"";"";"";"";"";"final blow";"Exact";"100";"FinalBlow";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FinalBlow\igame.iff";"finalblow"
"NoError, EmulPriv, Examine";"Final Countdown ? 1989 Demonware/Global Software.";"1989 Demonware/Global Software. ";"whdload";"0";"Final Countdown";"FinalCountdown";"1173134";"F\FinalCountdown\FinalCountdown.Slave";"262144";"F\FinalCountdown";"1048576";"FinalCountdown";"OCS/ECS";"";"";"";"";"";"final countdown";"Exact";"100";"FinalCountdown";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FinalCountdown\igame.iff";"finalcountdown"
"NoError, EmulTrap";"Final Fight ? 1991 Capcom";"1991 Capcom";"whdload";"0";"Final Fight";"FinalFight1MB";"1115011";"F\FinalFight1MB\FinalFight1MB.Slave";"0";"F\FinalFight1MB";"1048576";"FinalFight";"OCS/ECS";"";"1MB";"";"";"";"final fight";"Exact";"100";"FinalFight";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FinalFight\igame.iff";"finalfight"
"NoError, EmulTrap";"Final Fight ? 1991 Capcom";"1991 Capcom";"whdload";"0";"Final Fight";"FinalFight512k";"1114952";"F\FinalFight512k\FinalFight512k.slave";"0";"F\FinalFight512k";"524288";"FinalFight";"OCS/ECS";"";"512k";"";"";"";"final fight";"Exact";"100";"FinalFight";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FinalFight\igame.iff";"finalfight"
"NoError, EmulTrap";"Fire and Brimstone by Microprose (c) 1990 - 1 disk.";"1990 Microprose";"whdload";"0";"Fire & Brimstone";"Fire&Brimstone";"829980";"F\Fire&Brimstone\Fire&Brimstone.slave";"0";"F\Fire&Brimstone";"524288";"Fire&Brimstone";"OCS/ECS";"";"";"";"";"";"fire brimstone";"Exact";"100";"Fire&Brimstone";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Fire&Brimstone\igame.iff";"fire-brimstone"
"NoError, EmulPriv";"Fire and Forget ? 1988 Titus.";"89 Titus";"whdload";"0";"Fire And Forget";"Fire&Forget";"925117";"F\Fire&Forget\Fire&Forget.Slave";"262144";"F\Fire&Forget";"524288";"Fire&Forget";"OCS/ECS";"";"";"";"";"";"fire forget and";"Exact";"100";"fire-and-forget";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\fire-and-forget\screen_002.png";"fire-and-forget"
"NoError, EmulPriv";"Fire And Forget 2 ? 1990 Titus.";"1990 Titus";"whdload";"0";"Fire And Forget 2";"Fire&Forget2";"915218";"F\Fire&Forget2\Fire&Forget2.Slave";"262144";"F\Fire&Forget2";"524288";"Fire&Forget2";"OCS/ECS";"";"";"";"";"";"fire forget 2 and";"Exact";"100";"Fire&Forget2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\F\Fire&Forget2\igame.iff";"fire-forget2"
"NoError, EmulTrap, NoDivZero, EmulTrapV, ClearMem";"Fire And Ice ? 1990-1994 Graftgold";"1991 Graftgold";"whdload";"0";"Fire And Ice";"Fire&Ice";"1843444";"F\Fire&Ice\Fire&Ice.slave";"0";"F\Fire&Ice";"524288";"Fire&Ice";"OCS/ECS";"";"";"";"";"";"fire ice and";"Exact";"100";"Fire&Ice";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\F\Fire&Ice\igame.iff";"fire-ice"
"NoError, EmulTrap";"Fire & Ice - XMAS ? 1990-92 Graftgold - 1 disk";"1990-92 Graftgold Ltd.";"whdload";"0";"Fire & Ice - Christmas Edition";"Fire&IceXmasDemo";"213031";"F\Fire&IceXmasDemo\Fire&IceXmasDemo.Slave";"0";"F\Fire&IceXmasDemo";"524288";"Fire&IceXmas";"OCS/ECS";"";"";"Demo";"";"";"fire ice xmas christmas edition";"Exact";"100";"Fire&IceXmasDemo";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\F\Fire&IceXmasDemo\igame.iff";"fire-icexmasdemo"
"NoError, EmulTrap, ClearMem";"Fire and Brimstone by Microprose (c) 1990 - 1 disk.";"1990 Microprose";"whdload";"0";"Fire & Brimstone";"FireAndBrimstone";"846013";"F\FireAndBrimstone\FireAndBrimstone.Slave";"4096";"F\FireAndBrimstone";"524288";"FireAndBrimstone";"OCS/ECS";"";"";"";"";"";"fire and brimstone";"Exact";"100";"FireAndBrimstone";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\F\FireAndBrimstone\igame.iff";"fireandbrimstone"
"NoError, ClearMem";"Fireblaster ? 1986 Paradox Software Ltd";"1986 Paradox Software";"whdload";"0";"Fireblaster";"Fireblaster";"244719";"F\Fireblaster\Fireblaster.Slave";"4096";"F\Fireblaster";"524288";"Fireblaster";"OCS/ECS";"";"";"";"";"";"fireblaster";"Exact";"100";"fireblaster";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\fireblaster\screen_001.png";"fireblaster"
"NoError, EmulTrap, EmulLineF";"Fire Force by ICE.";"1992 ICE";"whdload";"0";"Fire Force";"FireForce";"1222180";"F\FireForce\FireForce.slave";"0";"F\FireForce";"1048576";"FireForce";"OCS/ECS";"";"";"";"";"";"fire force";"Exact";"100";"FireForce";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\F\FireForce\igame.iff";"fireforce"
"Disk, NoError, EmulTrap";"FireHawk ? 1993 Codemasters";"1993 Codemasters";"whdload";"0";"-+ F I R E H A W K +-";"Firehawk";"490207";"F\Firehawk\FireHawk.Slave";"0";"F\Firehawk";"524288";"Firehawk";"OCS/ECS";"";"";"";"";"";"firehawk 1";"Exact";"100";"Firehawk";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Firehawk\igame.iff";"firehawk"
"NoError, EmulPriv, Examine";"FirePower (c) 1987 Silent Software/MicroIllusions";"1987 Silent Software/MicroIllusions";"whdload";"0";"Fire Power";"Firepower";"928514";"F\Firepower\Firepower.Slave";"262144";"F\Firepower";"524288";"Firepower";"OCS/ECS";"";"";"";"";"";"firepower fire power";"Exact";"100";"Firepower";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Firepower\igame.iff";"firepower"
"NoError, EmulPriv, Examine";"Fire Star ? 1991 Trojan.";"1991 Trojan.";"whdload";"0";"Fire Star";"Firestar";"376958";"F\Firestar\Firestar.Slave";"262144";"F\Firestar";"524288";"Firestar";"OCS/ECS";"";"";"";"";"";"firestar fire star";"Exact";"100";"Firestar";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Firestar\igame.iff";"firestar"
"NoError, EmulTrap, ClearMem";"First Contact ? 1990 Rainbird.";"1990 Rainbird";"whdload";"0";"First Contact";"FirstContact";"917504";"F\FirstContact\FirstContact.Slave";"0";"F\FirstContact";"524288";"FirstContact";"OCS/ECS";"";"";"";"";"";"first contact";"Exact";"100";"FirstContact";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FirstContact\igame.iff";"firstcontact"
"Disk, NoError, EmulTrap";"First Samurai ? 1991 Vivid Image.";"1991 Vivid Image";"whdload";"0";"The First Samurai";"FirstSamurai";"1872578";"F\FirstSamurai\FirstSamurai.Slave";"0";"F\FirstSamurai";"1048576";"FirstSamurai";"OCS/ECS";"";"";"";"";"";"first samurai the";"Exact";"100";"FirstSamurai";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FirstSamurai\igame.iff";"firstsamurai"
"NoError, EmulPriv";"Fish! ? 1990 Magnetic Scrolls";"1986-91 Magnetic Scrolls";"whdload";"0";"* *  * Magnetic Scrolls - Volume I *  * *";"Fish";"2739383";"F\Fish\Fish.Slave";"1310720";"F\Fish";"1048576";"Fish";"OCS/ECS";"";"";"";"";"";"fish magnetic scrolls volume 1";"Exact";"100";"Fish";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Fish\igame.iff";"fish"
"NoError, EmulTrap";"Fist Fighter by Zeppelin Games (c) 1993 - 1 disk.";"1993 Zeppelin";"whdload";"0";"Fist Fighter";"FistFighter";"915160";"F\FistFighter\FistFighter.slave";"0";"F\FistFighter";"524288";"FistFighter";"OCS/ECS";"";"";"";"";"";"fist fighter";"Exact";"100";"FistFighter";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FistFighter\igame.iff";"fistfighter"
"NoError, NoDivZero, EmulPriv, ClearMem, Examine";"Five-A-Side Soccer ? 1998 Croteam";"1998 Croteam";"whdload";"0";"Five-A-Side Soccer";"FiveASideSoccer";"1331911";"F\FiveASideSoccer\FiveASideSoccer.Slave";"786432";"F\FiveASideSoccer";"524288";"FiveASideSoccer";"OCS/ECS";"";"";"";"";"";"five aside soccer side";"Exact";"100";"FiveASideSoccer";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\F\FiveASideSoccer\igame.iff";"fiveasidesoccer"
"0";"Flaschbier or Flaschbier2 ? 1990 AlphaFlight.";"1990 Alpha Flight";"whdload";"0";"Flaschbier / Flaschbier2";"Flaschbier";"1053455";"F\Flaschbier\Flaschbier.Slave";"0";"F\Flaschbier";"524288";"Flaschbier";"OCS/ECS";"";"";"";"";"";"flaschbier 2";"Exact";"100";"Flaschbier";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flaschbier\igame.iff";"flaschbier"
"0";"Flaschbier or Flaschbier2 ? 1990 AlphaFlight.";"1990 Alpha Flight";"whdload";"0";"Flaschbier / Flaschbier2";"FlaschbierNoIntro";"377589";"F\FlaschbierNoIntro\FlaschbierNoIntro.Slave";"0";"F\FlaschbierNoIntro";"524288";"Flaschbier";"OCS/ECS";"";"";"";"NoIntro";"";"flaschbier 2";"Exact";"100";"Flaschbier";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flaschbier\igame.iff";"flaschbier"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"Flashback";"2348589";"F\Flashback\Flashback.Slave";"684032";"F\Flashback";"425984";"Flashback";"OCS/ECS";"";"";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackCz";"2346066";"F\FlashbackCz\FlashbackCz.slave";"684032";"F\FlashbackCz";"425984";"Flashback";"OCS/ECS";"Cz";"";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackDe";"2349236";"F\FlashbackDe\FlashbackDe.Slave";"684032";"F\FlashbackDe";"425984";"Flashback";"OCS/ECS";"De";"";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackFr";"2345954";"F\FlashbackFr\FlashbackFr.Slave";"684032";"F\FlashbackFr";"425984";"Flashback";"OCS/ECS";"Fr";"";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackIt";"2349436";"F\FlashbackIt\FlashbackIt.slave";"684032";"F\FlashbackIt";"425984";"Flashback";"OCS/ECS";"It";"";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackLowMem";"2348739";"F\FlashbackLowMem\FlashbackLowMem.slave";"552960";"F\FlashbackLowMem";"524288";"Flashback";"OCS/ECS";"";"LowMem";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackLowMemCz";"2346192";"F\FlashbackLowMemCz\FlashbackLowMemCz.slave";"552960";"F\FlashbackLowMemCz";"524288";"Flashback";"OCS/ECS";"Cz";"LowMem";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackLowMemDe";"2349386";"F\FlashbackLowMemDe\FlashbackLowMemDe.slave";"552960";"F\FlashbackLowMemDe";"524288";"Flashback";"OCS/ECS";"De";"LowMem";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackLowMemFr";"2346104";"F\FlashbackLowMemFr\FlashbackLowMemFr.slave";"552960";"F\FlashbackLowMemFr";"524288";"Flashback";"OCS/ECS";"Fr";"LowMem";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackLowMemIt";"2349586";"F\FlashbackLowMemIt\FlashbackLowMemIt.slave";"552960";"F\FlashbackLowMemIt";"524288";"Flashback";"OCS/ECS";"It";"LowMem";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackLowMemPl";"2346356";"F\FlashbackLowMemPl\FlashbackLowMemPl.slave";"552960";"F\FlashbackLowMemPl";"524288";"Flashback";"OCS/ECS";"Pl";"LowMem";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, ClearMem";"Flashback ? 1992 Delphine Software";"1992 Delphine Software";"whdload";"0";"Flashback";"FlashbackPl";"2346206";"F\FlashbackPl\FlashbackPl.slave";"684032";"F\FlashbackPl";"425984";"Flashback";"OCS/ECS";"Pl";"";"";"";"";"flashback";"Exact";"100";"Flashback";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\Flashback\igame.iff";"flashback"
"NoError, EmulPriv, Examine";"Flies-Attack on Earth ? 1994 Rainbow Arts.";"1994 Rainbow Arts";"whdload";"0";"Flies - Attack on Earth";"FliesAttackOnEarthDe";"2902595";"F\FliesAttackOnEarthDe\FliesAttackOnEarthDe.Slave";"786432";"F\FliesAttackOnEarthDe";"1048576";"FliesAttackOnEarth";"OCS/ECS";"De";"";"";"";"";"flies attack on earth";"Exact";"100";"flies-attack-on-earth";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\flies-attack-on-earth\screen_002.png";"flies-attack-on-earth"
"NoError, EmulPriv, Examine";"Flight Of The Amazon Queen ? 1995 Renegade.";"1995 Interactive Binary Illusions";"whdload";"0";"Flight Of The Amazon Queen";"FlightOfTheAmazonQueen";"8568201";"F\FlightOfTheAmazonQueen\FlightOfTheAmazonQueen.Slave";"786432";"F\FlightOfTheAmazonQueen";"1044480";"FlightOfTheAmazonQueen";"OCS/ECS";"";"";"";"";"";"flight of the amazon queen";"Exact";"100";"FlightOfTheAmazonQueen";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\f\FlightOfTheAmazonQueen\igame.iff";"flightoftheamazonqueen"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine, EmulIllegal";"Flight Of The Intruder ?1991 Spectrum HoloByte";"1991 Spectrum HoloByte";"whdload";"0";"Flight Of The Intruder";"FlightOfTheIntruder";"1221738";"F\FlightOfTheIntruder\FlightOfTheIntruder.Slave";"786432";"F\FlightOfTheIntruder";"524288";"FlightOfTheIntruder";"OCS/ECS";"";"";"";"";"";"flight of the intruder";"Exact";"100";"flight-of-the-intruder";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\flight-of-the-intruder\screen_002.png";"flight-of-the-intruder"
"NoError, EmulPriv, Examine";"Flight Path 737 ? 1987 Anco.";"1987 Anco";"whdload";"0";"Flight Path 737";"FlightPath737";"598437";"F\FlightPath737\FlightPath737.Slave";"262144";"F\FlightPath737";"524288";"FlightPath737";"OCS/ECS";"";"";"";"";"";"flight path 737";"Exact";"100";"flight-path-737";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\f\flight-path-737\screen_004.png";"flight-path-737"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"Flight Simulator II ? 1986 subLOGIC";"1988 subLOGIC";"whdload";"0";"Flight Simulator II";"FlightSim2&SceneryDisk07";"453541";"F\FlightSim2&SceneryDisk07\FlightSim2&SceneryDisk07.Slave";"262144";"F\FlightSim2&SceneryDisk07";"524288";"FlightSim2";"OCS/ECS";"";"";"";"";"SceneryDisk07";"flight sim 2 simulator";"Exact";"100";"flight-simulator-ii";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\flight-simulator-ii\screen_002.png";"flight-simulator-ii"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"Flight Simulator II ? 1986 subLOGIC";"1988 subLOGIC";"whdload";"0";"Flight Simulator II";"FlightSim2&SceneryDisk09";"575858";"F\FlightSim2&SceneryDisk09\FlightSim2&SceneryDisk09.Slave";"262144";"F\FlightSim2&SceneryDisk09";"524288";"FlightSim2";"OCS/ECS";"";"";"";"";"SceneryDisk09";"flight sim 2 simulator";"Exact";"100";"flight-simulator-ii";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\flight-simulator-ii\screen_002.png";"flight-simulator-ii"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"Flight Simulator II ? 1986 subLOGIC";"1988 subLOGIC";"whdload";"0";"Flight Simulator II";"FlightSim2&SceneryDisk11";"453541";"F\FlightSim2&SceneryDisk11\FlightSim2&SceneryDisk11.Slave";"262144";"F\FlightSim2&SceneryDisk11";"524288";"FlightSim2";"OCS/ECS";"";"";"";"";"SceneryDisk11";"flight sim 2 simulator";"Exact";"100";"flight-simulator-ii";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\flight-simulator-ii\screen_002.png";"flight-simulator-ii"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"Flight Simulator II ? 1986 subLOGIC";"1988 subLOGIC";"whdload";"0";"Flight Simulator II";"FlightSim2&SceneryDisk12";"512933";"F\FlightSim2&SceneryDisk12\FlightSim2&SceneryDisk12.Slave";"262144";"F\FlightSim2&SceneryDisk12";"524288";"FlightSim2";"OCS/ECS";"";"";"";"";"SceneryDisk12";"flight sim 2 simulator";"Exact";"100";"flight-simulator-ii";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\flight-simulator-ii\screen_002.png";"flight-simulator-ii"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"Flight Simulator II ? 1986 subLOGIC";"1988 subLOGIC";"whdload";"0";"Flight Simulator II";"FlightSim2&SceneryDisk13";"304305";"F\FlightSim2&SceneryDisk13\FlightSim2&SceneryDisk13.Slave";"262144";"F\FlightSim2&SceneryDisk13";"524288";"FlightSim2";"OCS/ECS";"";"";"";"";"SceneryDisk13";"flight sim 2 simulator";"Exact";"100";"flight-simulator-ii";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\f\flight-simulator-ii\screen_002.png";"flight-simulator-ii"
