"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, Req68020, EmulPriv, Examine";"Lords Of The Realm ? 1994 Impressions.";"1994 Impressions ";"whdload";"0";"Lords Of The Realm AGA (no Fast)";"LordsOfTheRealmAGA";"3169346";"L\LordsOfTheRealmAGA\LordsOfTheRealmAGA.Slave";"524288";"L\LordsOfTheRealmAGA";"2097152";"LordsOfTheRealm";"AGA";"";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"Lords Of The Realm ? 1994 Impressions.";"1994 Impressions ";"whdload";"0";"Lords Of The Realm AGA (1 Mo Fast)";"LordsOfTheRealmAGAFast";"3169346";"L\LordsOfTheRealmAGAFast\LordsOfTheRealmAGAFast.slave";"1572864";"L\LordsOfTheRealmAGAFast";"2097152";"LordsOfTheRealm";"AGA";"";"Fast";"";"";""
"Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"";"1994 21st Century Entertainment";"whdload";"0";"Marvin";"MarvinsMarvellousAdvAGA";"3197650";"M\MarvinsMarvellousAdvAGA\MarvinsMarvellousAdvAGA.Slave";"524288";"M\MarvinsMarvellousAdvAGA";"2097152";"MarvinsMarvellousAdv";"AGA";"";"";"";"";""
"NoError, EmulPriv, Examine";"MegaBall ? 1995 Ed Mackey.";"1995 Ed Mackey";"whdload";"0";"MegaBall AGA";"MegaBallAGA";"2181594";"M\MegaBallAGA\MegaBallAGA.slave";"1048576";"M\MegaBallAGA";"1048576";"MegaBall";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv";"Minskies - The Abduction ? 1996 Binary Emotions";"1994 Binary Emotions";"whdload";"0";"Minskies - The Abduction (AGA)";"MinskiesAGA";"3270353";"M\MinskiesAGA\MinskiesAGA.slave";"262144";"M\MinskiesAGA";"2093056";"Minskies";"AGA";"";"";"";"";""
"NoError, ReqAGA, EmulPriv, Examine";"Morph by Millennium/Flair (c) 1993 - 2 disks or 1 CD.";"1993 Millennium";"whdload";"0";"Morph [AGA/CD32]";"MorphAGA";"1404239";"M\MorphAGA\MorphAGA.Slave";"720896";"M\MorphAGA";"1376256";"Morph";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA";"Morton Strikes Back ? 1994 .";"1994 Confused Pelican Software";"whdload";"0";"Morton Strikes Back AGA";"MortonStrikesBackAGA";"1213450";"M\MortonStrikesBackAGA\MortonStrikesBackAGA.Slave";"0";"M\MortonStrikesBackAGA";"2097152";"MortonStrikesBack";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Naughty Ones ?1994 Interactivision/Melon Design.";"1994 Interactivision";"whdload";"0";"Naughty Ones (AGA)";"NaughtyOnesAGA";"923941";"N\NaughtyOnesAGA\NaughtyOnesAGA.Slave";"0";"N\NaughtyOnesAGA";"2097152";"NaughtyOnes";"AGA";"";"";"";"";""
"NoError, EmulTrap, EmulPriv, Examine";"Nigel Mansell World Champion ? 1992 Gremlin.";"1992 Gremlin";"whdload";"0";"Nigel Mansell World Champion ECS/AGA";"NigelMansellsWrldChmpAGA";"1493759";"N\NigelMansellsWrldChmpAGA\NigelMansellsWrldChmpAGA.slave";"1310720";"N\NigelMansellsWrldChmpAGA";"1048576";"NigelMansellsWrldChmp";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"Og!/Trog! ? 1992/95 Confused Pelican.";"1995 Confused Pelican";"whdload";"0";"Og!";"OgAGA";"464426";"O\OgAGA\OgAGA.Slave";"0";"O\OgAGA";"1048576";"Og";"AGA";"";"";"";"";""
"NoError";"Oscar ? 1993 Flair Software. Supported are two";"1993 Flair Software";"whdload";"0";"Oscar";"OscarAGA";"2028132";"O\OscarAGA\OscarAGA.Slave";"4096";"O\OscarAGA";"1576960";"Oscar";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA";"Overkill by Mindscape (c) 1993 - 2 disks.";"1993 Mindscape";"whdload";"0";"Overkill";"OverkillAGA";"1842665";"O\OverkillAGA\OverkillAGA.slave";"0";"O\OverkillAGA";"2097152";"Overkill";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"PGA European Tour (c) 1994 The Dome/Ocean - 2 disks.";"1994 The Dome/Ocean";"whdload";"0";"PGA European Tour AGA";"PGAEuropeanTourAGA";"1137865";"P\PGAEuropeanTourAGA\PGAEuropeanTourAGA.Slave";"1048576";"P\PGAEuropeanTourAGA";"655360";"PGAEuropeanTour";"AGA";"";"";"";"";""
"NoError, ReqAGA, ClearMem";"Pierre Le Chef is ... Out To Lunch ? 1994 Mindscape";"1994 Mindscape";"whdload";"0";"Pierre le Chef is ... Out To Lunch";"PierreIsOutToLunchAGA";"1358563";"P\PierreIsOutToLunchAGA\PierreIsOutToLunchAGA.Slave";"0";"P\PierreIsOutToLunchAGA";"2097152";"PierreIsOutToLunch";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";":";"1994 21st Century Entertainment";"whdload";"0";"Pinball Fantasies CD³²/AGA";"PinballFntsiesAGA";"3278173";"P\PinballFntsiesAGA\PinballFntsiesAGA.slave";"1572864";"P\PinballFntsiesAGA";"1048576";"PinballFntsies";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";":";"1994 21st Century Entertainment";"whdload";"0";"Pinball Fantasies CD³²/AGA (CHIPONLY)";"PinballFntsiesAGAChip";"3277537";"P\PinballFntsiesAGAChip\PinballFntsiesAGAChip.slave";"655360";"P\PinballFntsiesAGAChip";"2093056";"PinballFntsies";"AGA";"";"Chip";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";":";"1994 21st Century Entertainment";"whdload";"0";"Pinball Fantasies CD³²/AGA";"PinballFntsiesAGANTSC";"3278230";"P\PinballFntsiesAGANTSC\PinballFntsiesAGANTSC.slave";"1572864";"P\PinballFntsiesAGANTSC";"1048576";"PinballFntsies";"AGA";"";"";"";"NTSC";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";":";"1994 21st Century Entertainment";"whdload";"0";"Pinball Fantasies CD³²/AGA (CHIPONLY)";"PinballFntsiesAGANTSCChip";"3277594";"P\PinballFntsiesAGANTSCChip\PinballFntsiesAGANTSCChip.slave";"655360";"P\PinballFntsiesAGANTSCChip";"2093056";"PinballFntsies";"AGA";"";"Chip";"";"NTSC";""
"NoError, ReqAGA, EmulPriv, Examine";"Pinball Illusions ? 1994/1995 21st Century Entertainment.";"1994/95 21st Century Entertainment";"whdload";"0";"Pinball Illusions AGA/CD³²";"PinballIllusionsAGA";"3357974";"P\PinballIllusionsAGA\PinballIllusionsAGA.slave";"1572864";"P\PinballIllusionsAGA";"2093056";"PinballIllusions";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Pinball Illusions demo ? 1994 21st Century";"1994 21st Century";"whdload";"0";"Pinball Illusions demo";"PinballIllusionsAGADemo";"817559";"P\PinballIllusionsAGADemo\PinballIllusionsAGADemo.Slave";"159744";"P\PinballIllusionsAGADemo";"1290240";"PinballIllusions";"AGA";"";"";"Demo";"";""
"NoError, EmulTrap, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Pinball Prelude ? 1995 Effigy.";"1995 Effigy";"whdload";"0";"Pinball Prelude (AGA version)";"PinballPreludeAGA";"4307580";"P\PinballPreludeAGA\PinballPreludeAGA.slave";"262144";"P\PinballPreludeAGA";"2097152";"PinballPrelude";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, NoKbd";"Player Manager 2 ? 1995 Anco.";"1995 Anco";"whdload";"0";"Player Manager 2 Extra";"PlayerManager2ExtraAGA";"4532809";"P\PlayerManager2ExtraAGA\PlayerManager2ExtraAGA.Slave";"0";"P\PlayerManager2ExtraAGA";"2097152";"PlayerManager2Extra";"AGA";"";"";"";"";""
"NoError, ClearMem";"Premier Manager 3 ?1994 Gremlin";"1994 Gremlin";"whdload";"0";"Premier Manager 3 AGA";"PremierManager3AGA";"2341441";"P\PremierManager3AGA\PremierManager3AGA.Slave";"999424";"P\PremierManager3AGA";"860160";"PremierManager3";"AGA";"";"";"";"";""
"NoError, EmulTrap";"Primal Rage AGA, ?1995 Atari Corp / Time Warner";"1995 Atari Corporation/Time Warner Interactive";"whdload";"0";"Primal Rage (AGA)";"PrimalRageAGA";"3910532";"P\PrimalRageAGA\PrimalRageAGA.Slave";"0";"P\PrimalRageAGA";"2097152";"PrimalRage";"AGA";"";"";"";"";""
"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Pulsator (Demo) ? 1998 APC & TCP";"1998 APC & TCP / Fullspeed Creative Development.";"whdload";"0";"Pulsator (Demo)";"PulsatorDemoAGA";"3228035";"P\PulsatorDemoAGA\PulsatorDemoAGA.Slave";"2621440";"P\PulsatorDemoAGA";"2097152";"Pulsator";"AGA";"";"";"Demo";"";""
"NoError, EmulTrap, Req68020, ReqAGA";"Putty Squad (c) 1994 System 3 - 2 disks. You can";"1994 System 3";"whdload";"0";"Putty Squad";"PuttySquadAGA";"1688583";"P\PuttySquadAGA\PuttySquadAGA.Slave";"0";"P\PuttySquadAGA";"2080768";"PuttySquad";"AGA";"";"";"";"";""
"NoError, EmulTrap, Req68020, ReqAGA";"Putty Squad Demo (c) 1994-2000 System 3 - 1 disk.";"1994-2000 System 3";"whdload";"0";"Putty Squad Demo";"PuttySquadDemoAGA";"929547";"P\PuttySquadDemoAGA\PuttySquadDemoAGA.Slave";"0";"P\PuttySquadDemoAGA";"2097152";"PuttySquad";"AGA";"";"";"Demo";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Quik The Thunder Rabbit ?1994 Stywos/Titus.";"1994 Titus/Stywos ";"whdload";"0";"Quik The Thunder Rabbit (AGA)";"QuikThunderRabbitAGA";"2683357";"Q\QuikThunderRabbitAGA\QuikThunderRabbitAGA.slave";"4096";"Q\QuikThunderRabbitAGA";"2097152";"QuikThunderRabbit";"AGA";"";"";"";"";""
"NoError, ReqAGA, ClearMem";"Rally Championships ?1994 Flair";"1994 Flair";"whdload";"0";"Rally Championships AGA";"RallyChampionshipsAGA";"4808971";"R\RallyChampionshipsAGA\RallyChampionshipsAGA.Slave";"69632";"R\RallyChampionshipsAGA";"1933312";"RallyChampionships";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem, Examine";"Reunion ?1994 Grandslam";"1994 Grandslam";"whdload";"0";"Reunion (AGA)";"ReunionAGA";"6691753";"R\ReunionAGA\ReunionAGA.slave";"659456";"R\ReunionAGA";"921600";"Reunion";"AGA";"";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"";"1993 Mirage";"whdload";"0";"Rise Of The Robots";"RiseOfTheRobotsAGA";"13199819";"R\RiseOfTheRobotsAGA\RiseOfTheRobotsAGA.slave";"1048576";"R\RiseOfTheRobotsAGA";"1835008";"RiseOfTheRobots";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"RoadKill AGA/CD?? ? 1993/1994 Vision";"1993 Vision";"whdload";"0";"RoadKill AGA/CD³²";"RoadkillAGA";"2696568";"R\RoadkillAGA\RoadkillAGA.Slave";"1572864";"R\RoadkillAGA";"2093056";"Roadkill";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Robinson's Requiem ? Silmarils.";"Silmarils";"whdload";"0";"Robinson Requiem AGA";"RobinsonsRequiemAGA";"3510072";"R\RobinsonsRequiemAGA\RobinsonsRequiemAGA.Slave";"786432";"R\RobinsonsRequiemAGA";"1703936";"RobinsonsRequiem";"AGA";"";"";"";"";""
"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Roketz ? 1994-96 The FARM.";"1994-96 The Farm";"whdload";"0";"Roketz";"RoketzAGA";"1512800";"R\RoketzAGA\RoketzAGA.Slave";"1572864";"R\RoketzAGA";"1572864";"Roketz";"AGA";"";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"Sabre Team ? 1992/1994 Krisalis Software Ltd.";"1992 Krisalis";"whdload";"0";"Sabre Team AGA";"SabreTeamAGA";"4898920";"S\SabreTeamAGA\SabreTeamAGA.Slave";"655360";"S\SabreTeamAGA";"2093056";"SabreTeam";"AGA";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1993 Vivid Image";"whdload";"0";"Second Samurai AGA";"SecondSamuraiAGA";"2264456";"S\SecondSamuraiAGA\SecondSamuraiAGA.slave";"0";"S\SecondSamuraiAGA";"2097152";"SecondSamurai";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA";"Seek And Destroy (c) 1993 Vision/Mindscape - 4";"1993 Vision/Mindscape";"whdload";"0";"Seek and Destroy AGA";"Seek&DestroyAGA";"2966240";"S\Seek&DestroyAGA\Seek&DestroyAGA.Slave";"0";"S\Seek&DestroyAGA";"2097152";"Seek&Destroy";"AGA";"";"";"";"";""
"NoError, ReqAGA";"Shadow Fighter (c) 1994 N.A.P.S Team/Gremlin.";"1994 N.A.P.S. Team/Gremlin";"whdload";"0";"Shadow Fighter AGA";"ShadowFighterAGA";"3651771";"S\ShadowFighterAGA\ShadowFighterAGA.Slave";"4096";"S\ShadowFighterAGA";"2031616";"ShadowFighter";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA";"Shaq-Fu by Ocean/Dome Development (c) 1994 - 6 disks.";"1994 Ocean";"whdload";"0";"Shaq Fu [AGA]";"ShaqFuAGA";"3708475";"S\ShaqFuAGA\ShaqFuAGA.slave";"1048576";"S\ShaqFuAGA";"1048576";"ShaqFu";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Simon The Sorcerer ? 1993 Adventure Soft";"1993 Adventure Soft";"whdload";"0";"Simon The Sorcerer (AGA)";"SimonTheSorcererAGA";"6659294";"S\SimonTheSorcererAGA\SimonTheSorcererAGA.Slave";"1048576";"S\SimonTheSorcererAGA";"983040";"SimonTheSorcerer";"AGA";"";"";"";"";""
"NoError, NoKbd";"Skeleton Krew AGA/CD?? ? 1995 Core Design.";"1994 Core Design";"whdload";"0";"Skeleton Krew";"SkeletonKrewAGA";"2722613";"S\SkeletonKrewAGA\SkeletonKrewAGA.slave";"0";"S\SkeletonKrewAGA";"2097152";"SkeletonKrew";"AGA";"";"";"";"";""
"NoError, EmulPriv, Examine";"Skidmarks ? 1993 Acid Software.";"1992 Acid Software";"whdload";"0";"Skidmarks (AGA enhanced)";"SkidmarksAGA";"3075146";"S\SkidmarksAGA\SkidmarksAGA.slave";"2359296";"S\SkidmarksAGA";"1048576";"Skidmarks";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Slam Tilt ? 1994 21st Century Entertainment.";"1994 21st Century Entertainment";"whdload";"0";"Slam Tilt";"SlamTiltAGA";"3625332";"S\SlamTiltAGA\SlamTiltAGA.Slave";"790528";"S\SlamTiltAGA";"1568768";"SlamTilt";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Slam Tilt ? 1994 21st Century Entertainment.";"1994 21st Century Entertainment";"whdload";"0";"Slam Tilt";"SlamTiltAGA2MB";"3625271";"S\SlamTiltAGA2MB\SlamTiltAGA2MB.Slave";"4096";"S\SlamTiltAGA2MB";"1728512";"SlamTilt";"AGA";"";"2MB";"";"";""
"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Slam Tilt demo ? 1996 21st Century";"1996 21st Century";"whdload";"0";"Slam Tilt -] demo [-";"SlamTiltDemoAGA";"899794";"S\SlamTiltDemoAGA\SlamTiltDemoAGA.Slave";"819200";"S\SlamTiltDemoAGA";"884736";"SlamTilt";"AGA";"";"";"Demo";"";""
"NoError, EmulTrap, ReqAGA";"Sleepwalker by Ocean (c) 1992.";"1993 Ocean";"whdload";"0";"Sleepwalker [AGA]";"SleepwalkerAGA";"3616016";"S\SleepwalkerAGA\SleepwalkerAGA.Slave";"0";"S\SleepwalkerAGA";"2097152";"Sleepwalker";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA";"Sleepwalker by Ocean (c) 1992.";"1993 Ocean";"whdload";"0";"Sleepwalker [AGA]";"SleepwalkerAGAComicRelief";"3616027";"S\SleepwalkerAGAComicRelief\SleepwalkerAGAComicRelief.Slave";"0";"S\SleepwalkerAGAComicRelief";"2097152";"Sleepwalker";"AGA";"";"";"";"ComicRelief";""
"NoError, EmulTrap, EmulPriv, Examine";"Soccer Kid ? 1993-4 Krisalis";"1993-94 KRISALIS";"whdload";"0";"Soccer Kid Aga/CD32";"SoccerKidAGA";"4060439";"S\SoccerKidAGA\SoccerKidAGA.Slave";"1048576";"S\SoccerKidAGA";"2097152";"SoccerKid";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Soccer Superstars ? 1995 Flair.";"1995 Flair";"whdload";"0";"Soccer Superstars AGA";"SoccerSuperstarsAGA";"1563937";"S\SoccerSuperstarsAGA\SoccerSuperstarsAGA.Slave";"0";"S\SoccerSuperstarsAGA";"2097152";"SoccerSuperstars";"AGA";"";"";"";"";""
"NoError, EmulPriv, Examine";"The Speris Legacy floppy & CD?? ? 1996 Team 17";"1996 Binary Emotions";"whdload";"0";"The Speris Legacy";"SperisLegacyAGA";"3242349";"S\SperisLegacyAGA\SperisLegacyAGA.Slave";"1048576";"S\SperisLegacyAGA";"2093056";"SperisLegacy";"AGA";"";"";"";"";""
"NoError, NoDivZero, Req68020, ReqAGA, EmulPriv, Examine";"Star Crusader ? 1996 Human Soft/Gametek.";"1996 Human Soft/Gametek";"whdload";"0";"Star Crusader";"StarCrusaderAGA";"14762110";"S\StarCrusaderAGA\StarCrusaderAGA.Slave";"1179648";"S\StarCrusaderAGA";"1441792";"StarCrusader";"AGA";"";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"Star Trek 25th Anniversary ? 1994 Interplay";"1992 Interplay";"whdload";"0";"Star Trek: 25th Anniversary";"StarTrek25thAnnivAGA";"9099088";"S\StarTrek25thAnnivAGA\StarTrek25thAnnivAGA.Slave";"2097152";"S\StarTrek25thAnnivAGA";"1179648";"StarTrek25thAnniv";"AGA";"";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"StripPot AGA/CD?? ? 1994 Pixel-Blue.";"1994 Pixel-Blue";"whdload";"0";"StripPot AGA/CD³²";"StripPotAGA";"1464021";"S\StripPotAGA\StripPotAGA.Slave";"1048576";"S\StripPotAGA";"2093056";"StripPot";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Subwar 2050 floppy & CD?? ? 1994 Microprose.";"1993 Microprose";"whdload";"0";"Subwar 2050 AGA/CD³²";"Subwar2050AGA";"1563818";"S\Subwar2050AGA\Subwar2050AGA.slave";"1572864";"S\Subwar2050AGA";"2093056";"Subwar2050";"AGA";"";"";"";"";""
"NoError, EmulPriv";"Super Loopz (c) 1995 Audiogenic - 1 disk.";"1995 Audiogenic";"whdload";"0";"Super Loopz";"SuperLoopzAGA";"768760";"S\SuperLoopzAGA\SuperLoopzAGA.Slave";"786432";"S\SuperLoopzAGA";"1835008";"SuperLoopz";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, NoKbd, ClearMem";"Super Stardust ? 1994 Bloodhouse Ltd.";"1994 Bloodhouse LTD";"whdload";"0";"Super Stardust";"SuperStardustAGA";"4996971";"S\SuperStardustAGA\SuperStardustAGA.Slave";"4096";"S\SuperStardustAGA";"1822720";"SuperStardust";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Super Street Fighter II : The New Challengers";"1995 US Gold";"whdload";"0";"Super Street Fighter II: The New Challengers";"SuperStreetFighter2AGA";"4887377";"S\SuperStreetFighter2AGA\SuperStreetFighter2AGA.Slave";"4096";"S\SuperStreetFighter2AGA";"2097152";"SuperStreetFighter2";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Super Street Fighter II : The New Challengers";"1995 US Gold";"whdload";"0";"Super Street Fighter II: The New Challengers";"SuperStreetFighter2DXAGA";"4978723";"S\SuperStreetFighter2DXAGA\SuperStreetFighter2DXAGA.Slave";"4096";"S\SuperStreetFighter2DXAGA";"2097152";"SuperStreetFighter2DX";"AGA";"";"";"";"";""
"NoError, ClearMem";"Super Street Fighter II Turbo ? 1995 Gametek.";"1995 Gametek";"whdload";"0";"Super StreetFighter II Turbo (Intro)";"SuprStrtFtr2TrboAGA";"13153485";"S\SuprStrtFtr2TrboAGA\SuprStrtFtr2TrboIntroAGA.slave";"2875392";"S\SuprStrtFtr2TrboAGA";"1310720";"SuprStrtFtr2Trbo";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Super Street Fighter II Turbo ? 1995 Gametek.";"1995 Gametek";"whdload";"0";"Super StreetFighter II Turbo";"SuprStrtFtr2TrboAGA";"13153485";"S\SuprStrtFtr2TrboAGA\SuprStrtFtr2TrboAGA.slave";"1048576";"S\SuprStrtFtr2TrboAGA";"1282048";"SuprStrtFtr2Trbo";"AGA";"";"";"";"";""
"Disk, NoError, EmulTrap";"Surf Ninjas (c) 1994 Creative Edge (2 disk version).";"";"whdload";"0";"";"SurfNinjasAGA";"1925546";"S\SurfNinjasAGA\SurfNinjasAGA.slave";"";"S\SurfNinjasAGA";"2097152";"SurfNinjas";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Theme Park (AGA/ECS) ? 1991-1993 Bullfrog.";"1993 Bullfrog";"whdload";"0";"Theme Park AGA";"ThemeParkAGA";"3457463";"T\ThemeParkAGA\ThemeParkAGA.Slave";"1179648";"T\ThemeParkAGA";"2093056";"ThemePark";"AGA";"";"";"";"";""
"NoError, ReqAGA, NoKbd, ClearMem";"Thomas The Tank Engine's Pinball ? 1994 Spidersoft";"1994 Spidersoft";"whdload";"0";"Thomas The Tank Engine";"ThomasTankEngPinballAGA";"2280728";"T\ThomasTankEngPinballAGA\ThomasTankEngPinballAGA.Slave";"528384";"T\ThomasTankEngPinballAGA";"720896";"ThomasTankEngPinball";"AGA";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Tin Toy Adventure (c) 1996 Mutation Software - 2";"1996 Mutation Software";"whdload";"0";"Tin Toy Adventure";"TinToyAdventureAGA";"1359873";"T\TinToyAdventureAGA\TinToyAdventureAGA.Slave";"0";"T\TinToyAdventureAGA";"2031616";"TinToyAdventure";"AGA";"";"";"";"";""
"NoError, Req68020, EmulPriv, ClearMem, Examine";"Top Gear 2 ? 1994 Gremlin Interactive";"1994 Gremlin Interactive";"whdload";"0";"Top Gear 2 AGA/CD32";"TopGear2AGA";"1541672";"T\TopGear2AGA\TopGear2AGA.Slave";"524288";"T\TopGear2AGA";"2097152";"TopGear2";"AGA";"";"";"";"";""
"NoError, Req68020, EmulPriv, Examine";"Tornado AGA/ECS ? 1994 Digital Integration.";"1994 Digital Integration";"whdload";"0";"Tornado AGA";"TornadoAGA";"5729669";"T\TornadoAGA\TornadoAGA.slave";"1572864";"T\TornadoAGA";"2088960";"Tornado";"AGA";"";"";"";"";""
"Disk, NoError, Req68020, ReqAGA";"Total Carnage ? 1994 ICE.";"1994 ICE";"whdload";"0";"Total Carnage AGA";"TotalCarnageAGA";"2047879";"T\TotalCarnageAGA\TotalCarnageAGA.Slave";"0";"T\TotalCarnageAGA";"2097152";"TotalCarnage";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Tower Of Souls ? 1995 Black Legend.";"1995 Black Magic";"whdload";"0";"Tower Of Souls";"TowerOfSoulsAGA";"2898398";"T\TowerOfSoulsAGA\TowerOfSoulsAGA.Slave";"1572864";"T\TowerOfSoulsAGA";"2093056";"TowerOfSouls";"AGA";"";"";"";"";""
"NoError, ReqAGA, EmulPriv, ClearMem, Examine";"Transarctica ? 1993 Silmarils.";"1993 Silmarils";"whdload";"0";"Transarctica Aga";"TransarcticaAGA";"2318971";"T\TransarcticaAGA\TransarcticaAGA.Slave";"524288";"T\TransarcticaAGA";"1572864";"Transarctica";"AGA";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"Flair Software";"whdload";"0";"Trolls";"TrollsAGA";"1831642";"T\TrollsAGA\TrollsAGA.Slave";"0";"T\TrollsAGA";"2097152";"Trolls";"AGA";"";"";"";"";""
"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Tube Warriors ? 1994 Dynabyte.";"1994 Dynabyte.";"whdload";"0";"Tube Warriors";"TubeWarriorsAGA";"2286432";"T\TubeWarriorsAGA\TubeWarriorsAGA.Slave";"1048576";"T\TubeWarriorsAGA";"2097152";"TubeWarriors";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Tubular Worlds ? 1994 Dongleware";"1994 Dongleware";"whdload";"0";"Tubular Worlds (AGA)";"TubularWorldsAGA";"4672842";"T\TubularWorldsAGA\TubularWorldsAGA.Slave";"380928";"T\TubularWorldsAGA";"1310720";"TubularWorlds";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"T-Zer0 demo ? 1999 clickBOOM";"1999 clickBOOM";"whdload";"0";"T-Zer0 Demo";"TZer0DemoAGA";"29358361";"T\TZer0DemoAGA\TZer0DemoAGA.Slave";"3145728";"T\TZer0DemoAGA";"1851392";"TZer0";"AGA";"";"";"Demo";"";""
"NoError, Req68020, ReqAGA, ClearMem";"T-Zer0 demo ? 1999 clickBOOM";"1999 clickBOOM";"whdload";"0";"T-Zer0 Demo";"TZer0DemoNoMovieAGA";"11015974";"T\TZer0DemoNoMovieAGA\TZer0DemoNoMovieAGA.Slave";"3145728";"T\TZer0DemoNoMovieAGA";"1851392";"TZer0DemoNoMovie";"AGA";"";"";"";"";""
"NoError, EmulTrap, EmulPriv, Examine";"UFO Enemy Unknow (c) Microprose.";"Microprose";"whdload";"0";"UFO AGA/CD32 ";"UFOEnemyUnknownAGA";"3323932";"U\UFOEnemyUnknownAGA\UFOEnemyUnknownAGA.slave";"1572864";"U\UFOEnemyUnknownAGA";"2031616";"UFOEnemyUnknown";"AGA";"";"";"";"";""
"NoError, Req68020, NoKbd, EmulPriv, ClearMem, Examine";"ViroCop (AGA) ? 1995 Graftgold.";"1992 Graftgold";"whdload";"0";"Virocop AGA";"VirocopAGA";"2705226";"V\VirocopAGA\VirocopAGA.slave";"524288";"V\VirocopAGA";"2093056";"Virocop";"AGA";"";"";"";"";""
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Virtual Karting 2 ? 1998 Islona";"1998 Islona";"whdload";"0";"Virtual Karting 2";"VirtualKarting2AGA";"2461684";"V\VirtualKarting2AGA\VirtualKarting2AGA.slave";"1105920";"V\VirtualKarting2AGA";"847872";"VirtualKarting2";"AGA";"";"";"";"";""
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Virtual Karting 2 demo ? 1998 Fabio Bizzetti";"1998 Fabio Bizzetti";"whdload";"0";"Virtual Karting 2 demo";"VirtualKarting2DemoAGA";"1262296";"V\VirtualKarting2DemoAGA\VirtualKarting2DemoAGA.Slave";"1081344";"V\VirtualKarting2DemoAGA";"851968";"VirtualKarting2";"AGA";"";"";"Demo";"";""
