"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"Extension\Extension.slave";"Disk, NoError";"";"Extension";"1993 Pygmy Projects";"491520";"E\Extension_v1.4_PygmyProjects.lha";"Extension";"Extension";"0";"whdload";"454656";"717619";"Extension";"OCS/ECS";"";"";"";"";"";"extension pygmy projects";"Exact";"100";"Extension";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Extension.png";"extension"
"FaceAnotherDay\FaceAnotherDay.Slave";"NoError, EmulTrap, ClearMem";"Face Another Day ? 1991 Razor 1911.";"Face Another Day";"1991 Razor 1911";"0";"F\FaceAnotherDay_v1.0_Razor1911.lha";"FaceAnotherDay";"FaceAnotherDay";"0";"whdload";"524288";"922417";"FaceAnotherDay";"OCS/ECS";"";"";"";"";"";"face another day razor";"Exact";"100";"FaceAnotherDay";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FaceAnotherDay.png";"faceanotherday"
"FaktoryAGA\FaktoryAGA.Slave";"NoError, EmulTrap, ReqAGA, ClearMem";"Faktory ? 1995 Virtual Dreams/Fairlight.";"Faktory";"1995 Virtual Dreams/Fairlight";"2183168";"F\Faktory_v1.1_Fairlight&VirtualDreams_AGA.lha";"FaktoryAGA";"FaktoryAGA";"0";"whdload";"573440";"2193763";"Faktory";"AGA";"";"";"";"";"";"faktory aga virtual dreams fairlight";"Exact";"100";"FaktoryAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FaktoryAGA.png";"faktoryaga"
"FallingUp\FallingUp.Slave";"NoError, EmulTrap, ClearMem";"Falling Up ? 1992 Analog";"Falling Up";"1992 Analog";"856064";"F\FallingUp_v1.1_Analog.lha";"FallingUp";"FallingUp";"0";"whdload";"524288";"921387";"FallingUp";"OCS/ECS";"";"";"";"";"";"falling up analog";"Exact";"100";"FallingUp";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FallingUp.png";"fallingup"
"FantasticArt\FantasticArt.slave";"Disk, NoError, EmulTrap";"The Fantastic Art ? 1990 Crusaders.";"";"";"";"F\FantasticArt_v1.0_Crusaders.lha";"FantasticArt";"FantasticArt";"0";"whdload";"524288";"1833037";"FantasticArt";"OCS/ECS";"";"";"";"";"";"fantastic art";"Exact";"100";"FantasticArt";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FantasticArt.png";"fantasticart"
"FantasticDream\FantasticDream.Slave";"NoError, EmulTrap, ClearMem";"Fantastic Dream ? 1994 Saints.";"Fantastic Dream";"1994 Saints";"0";"F\FantasticDream_v1.0_Saints.lha";"FantasticDream";"FantasticDream";"0";"whdload";"524288";"924699";"FantasticDream";"OCS/ECS";"";"";"";"";"";"fantastic dream saints";"Exact";"100";"FantasticDream";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FantasticDream.png";"fantasticdream"
"FantasticPixVol1\FantasticPixVol1.Slave";"NoError, EmulTrap, ClearMem";"Fantastic Pix Vol.1 ? 1990 Venom.";"Fantastic Pix Vol.1";"1990 Venom";"0";"F\FantasticPixVol1_v1.0_Venom.lha";"FantasticPixVol1";"FantasticPixVol1";"0";"whdload";"524288";"369276";"FantasticPixVol1";"OCS/ECS";"";"";"";"";"";"fantastic pix 1 venom";"Exact";"100";"FantasticPixVol1";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FantasticPixVol1.png";"fantasticpixvol1"
"FasterThanHell\FasterThanHell.Slave";"Disk, NoError, EmulTrap, ClearMem";"Faster Than Hell ? 1992 W.F.M.H.";"Faster Than Hell";"1992 W.F.M.H.";"0";"F\FasterThanHell_v1.0_WFMH.lha";"FasterThanHell";"FasterThanHell";"0";"whdload";"1048576";"909122";"FasterThanHell";"OCS/ECS";"";"";"";"";"";"faster than hell";"Exact";"100";"FasterThanHell";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FasterThanHell.png";"fasterthanhell"
"FelixDontYouWantMe\FelixDontYouWantMe.Slave";"NoError, ClearMem";"Felix - Don't You Want Me ? 1993 Project A.";"Felix - Don";"1993 Project A";"0";"F\FelixDontYouWantMe_v1.0_ProjectA.lha";"FelixDontYouWantMe";"FelixDontYouWantMe";"0";"whdload";"524288";"441253";"FelixDontYouWantMe";"OCS/ECS";"";"";"";"";"";"felix dont you want me don project";"Exact";"100";"FelixDontYouWantMe";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FelixDontYouWantMe.png";"felixdontyouwantme"
"Finlandia\Finlandia.Slave";"NoError, EmulTrap, ClearMem";"Finlandia ? 1992 Dual Crew & Complex.";"Finlanda";"1992 Dual Crew&Complex";"0";"F\Finlandia_v1.0_DualCrew&Complex.lha";"Finlandia";"Finlandia";"0";"whdload";"524288";"2728088";"Finlandia";"OCS/ECS";"";"";"";"";"";"finlandia finlanda dual crew complex";"Exact";"100";"Finlandia";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Finlandia.png";"finlandia"
"FirstDemo\FirstDemo.Slave";"NoError, EmulTrap, ClearMem";"First Demo ? 1989 Exact.";"First Demo";"1989 Exact";"0";"F\FirstDemo_v1.0_Exact.lha";"FirstDemo";"FirstDemo";"0";"whdload";"524288";"108675";"First";"OCS/ECS";"";"";"Demo";"";"";"first demo exact";"Exact";"100";"FirstDemo";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FirstDemo.png";"firstdemo"
"FlowerPower\FlowerPower.Slave";"NoError, EmulTrap";"Flower Power ? 1992 Anarchy - 1 disk";"Flower Power";"1992 Anarchy";"0";"F\FlowerPower_v1.0_Anarchy.lha";"FlowerPower";"FlowerPower";"0";"whdload";"1048576";"921007";"FlowerPower";"OCS/ECS";"";"";"";"";"";"flower power anarchy";"Exact";"100";"FlowerPower";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FlowerPower.png";"flowerpower"
"FollowMe\FollowMe.Slave";"NoError, EmulTrap, ClearMem";"Follow Me ? 1990 Red Sector Inc.";"Follow Me";"1990 Red Sector Inc.";"262144";"F\FollowMe_v1.0_RedSectorInc.lha";"FollowMe";"FollowMe";"0";"whdload";"524288";"276655";"FollowMe";"OCS/ECS";"";"";"";"";"";"follow me red sector inc";"Exact";"100";"FollowMe";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FollowMe.png";"followme"
"FoolsGold\FoolsGold.Slave";"NoError";"Fools Gold ? 1991 Sanity.";"Fools Gold";"1991 by Sanity";"0";"F\FoolsGold_v1.0_Sanity.lha";"FoolsGold";"FoolsGold";"0";"whdload";"524288";"909042";"FoolsGold";"OCS/ECS";"";"";"";"";"";"fools gold by sanity";"Exact";"100";"FoolsGold";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FoolsGold.png";"foolsgold"
"Forgotten\Forgotten.Slave";"Disk, NoError";"Forgotten ? 1992 Mirage (1 disk)";"Forgotten";"1992 Mirage";"524288";"F\Forgotten_v1.0_Mirage.lha";"Forgotten";"Forgotten";"0";"whdload";"524288";"717987";"Forgotten";"OCS/ECS";"";"";"";"";"";"forgotten mirage";"Exact";"100";"Forgotten";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Forgotten.png";"forgotten"
"FourSeasons\FourSeasons.Slave";"NoError, EmulTrap, ClearMem";"The Four Seasons ? 1993 Parasite.";"The Four Seasons";"1993 Parasite";"0";"F\FourSeasons_v1.0_Parasite.lha";"FourSeasons";"FourSeasons";"0";"whdload";"524288";"925266";"FourSeasons";"OCS/ECS";"";"";"";"";"";"four seasons the parasite";"Exact";"100";"FourSeasons";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FourSeasons.png";"fourseasons"
"FractalTunes\FractalTunes.Slave";"NoError, EmulTrap, ClearMem";"Fractal Tunes ? 1991 Midnightsun.";"Fractal Tunes";"1991 Midnightsun";"0";"F\FractalTunes_v1.0_MidnightSun.lha";"FractalTunes";"FractalTunes";"0";"whdload";"524288";"920636";"FractalTunes";"OCS/ECS";"";"";"";"";"";"fractal tunes midnightsun";"Exact";"100";"FractalTunes";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FractalTunes.png";"fractaltunes"
"FridayAtEightAGA\FridayAtEightAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Friday At Eight ? 1994 Polka Brothers";"Friday At Eight";"1994 Polka Brothers";"4096";"F\FridayAtEight_v1.0_PolkaBrothers_AGA.lha";"FridayAtEightAGA";"FridayAtEightAGA";"0";"whdload";"806912";"357423";"FridayAtEight";"AGA";"";"";"";"";"";"friday at eight aga polka brothers";"Exact";"100";"FridayAtEightAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FridayAtEightAGA.png";"fridayateightaga"
"FullMoonAGA\FullMoonAGA.Slave";"NoError, EmulTrap, ReqAGA";"Full Moon ? 1993 Virtual Dreams/Fairlight.";"FullMoon";"1993 Virtual Dreams/Fairlight";"1638400";"F\FullMoon_v1.0_Fairlight&VirtualDreams_AGA.lha";"FullMoonAGA";"FullMoonAGA";"0";"whdload";"1048576";"1590938";"FullMoon";"AGA";"";"";"";"";"";"fullmoon virtual dreams fairlight";"Exact";"100";"FullMoonAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FullMoonAGA.png";"fullmoonaga"
"FutureSynthetix\FutureSynthetix.Slave";"NoError, EmulTrap, ClearMem";"Future Synthetix ? 1990 Anthrox.";"Future Synthetix";"1990 Anthrox";"0";"F\FutureSynthetix_v1.0_Anthrox.lha";"FutureSynthetix";"FutureSynthetix";"0";"whdload";"524288";"416631";"FutureSynthetix";"OCS/ECS";"";"";"";"";"";"future synthetix anthrox";"Exact";"100";"FutureSynthetix";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\FutureSynthetix.png";"futuresynthetix"
"GateToHell\GateToHell.Slave";"NoError, EmulTrap, ClearMem";"Gate to Hell ? 1993 Technology.";"Gate to Hell";"1993 Technology";"524288";"G\GateToHell_v1.0_Technology.lha";"GateToHell";"GateToHell";"0";"whdload";"524288";"1819193";"GateToHell";"OCS/ECS";"";"";"";"";"";"gate to hell technology";"Exact";"100";"GateToHell";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GateToHell.png";"gatetohell"
"Gathering91Slideshow\Gathering91Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '91 Slideshow ? 1991 Rebels.";"Gathering";"1991 Rebels";"0";"G\Gathering91Slideshow_v1.0_Rebels.lha";"Gathering91Slideshow";"Gathering91Slideshow";"0";"whdload";"524288";"812391";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 91 slideshow rebels";"Exact";"100";"Gathering91Slideshow";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Gathering91Slideshow.png";"gathering91slideshow"
"Gathering93Slideshow\Gathering93Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '93 Slideshow ? 1993 Majic 12.";"Gathering ";"1993 Majic 12";"0";"G\Gathering93Slideshow_v1.0_Majic12.lha";"Gathering93Slideshow";"Gathering93Slideshow";"0";"whdload";"524288";"741728";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 1993 partyslides majic 12";"Exact";"100";"Gathering93Slideshow";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Gathering93Slideshow.png";"gathering93slideshow"
"Gen4Demo\Gen4Demo.Slave";"NoError, ClearMem";"Gen4 Demo ? 1990 Dragons.";"Gen4 Demo";"1990 Dragons";"4096";"G\Gen4Demo_v1.1_Dragons.lha";"Gen4Demo";"Gen4Demo";"0";"whdload";"524288";"193252";"Gen4";"OCS/ECS";"";"";"Demo";"";"";"gen 4d emo 4 demo dragons";"Exact";"100";"Gen4Demo";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Gen4Demo.png";"gen4demo"
"Gevalia\Gevalia.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Gevalia ? 1994 Polka Brothers";"Gevalia";"1994 Polka Brothers";"4096";"G\Gevalia_v1.0_PolkaBrothers.lha";"Gevalia";"Gevalia";"0";"whdload";"770048";"371504";"Gevalia";"AGA";"";"";"";"";"";"gevalia polka brothers";"Exact";"100";"Gevalia";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Gevalia.png";"gevalia"
"GigaDemo3\GigaDemo3.Slave";"NoError, EmulTrap, ClearMem";"Gigademo 3 ? 1989 Triangle & The Gang.";"Gigademo 3";"1989 Triangle & The Gang";"0";"G\GigaDemo3_v1.0_Triangle&TheGang.lha";"GigaDemo3";"GigaDemo3";"0";"whdload";"524288";"926367";"Giga";"OCS/ECS";"";"";"Demo3";"";"";"giga demo 3 gigademo triangle the gang";"Exact";"100";"GigaDemo3";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GigaDemo3.png";"gigademo3"
"GladiatorMusic\GladiatorMusic.Slave";"NoError, EmulTrap, ClearMem";"Gladiator Music ? 1990 Cryptoburners.";"Gladiator Music";"1990 Cryptoburners";"0";"G\GladiatorMusic_v1.0_Cryptoburners.lha";"GladiatorMusic";"GladiatorMusic";"0";"whdload";"524288";"723087";"GladiatorMusic";"OCS/ECS";"";"";"";"";"";"gladiator music cryptoburners";"Exact";"100";"GladiatorMusic";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GladiatorMusic.png";"gladiatormusic"
"GlobalTrash\GlobalTrash.Slave";"Disk, NoError";"Global Trash ? 1991 Silents DK.";"Global Trash";"1991 Silents DK";"4096";"G\GlobalTrash_v1.0_Silents.lha";"GlobalTrash";"GlobalTrash";"0";"whdload";"524288";"910922";"GlobalTrash";"OCS/ECS";"";"";"";"";"";"global trash silents dk";"Exact";"100";"GlobalTrash";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GlobalTrash.png";"globaltrash"
"GloomPartyInvitation\GloomPartyInvitation.slave";"NoError, EmulPriv";"Gloom Party Invitation ? 1991 Gloom.";"Gloom Party Invitation";"1991 Gloom";"0";"G\GloomPartyInvitation_v1.0_Gloom.lha";"GloomPartyInvitation";"GloomPartyInvitation";"0";"whdload";"516096";"100107";"GloomPartyInvitation";"OCS/ECS";"";"";"";"";"";"gloom party invitation";"Exact";"100";"GloomPartyInvitation";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GloomPartyInvitation.png";"gloompartyinvitation"
"GlowAGA\GlowAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Glow ? 1996 The Black Lotus";"Glow";"1996 The Black Lotus";"3399680";"G\Glow_v1.0_BlackLotus_AGA.lha";"GlowAGA";"GlowAGA";"0";"whdload";"1085440";"2871502";"Glow";"AGA";"";"";"";"";"";"glow aga the black lotus";"Exact";"100";"GlowAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GlowAGA.png";"glowaga"
"GoaAGA\GoaAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Goa ? 1996 The Black Lotus";"Goa";"1996 The Black Lotus";"3633152";"G\Goa_v1.0_BlackLotus_AGA.lha";"GoaAGA";"GoaAGA";"0";"whdload";"1761280";"3839506";"Goa";"AGA";"";"";"";"";"";"goa aga the black lotus";"Exact";"100";"GoaAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GoaAGA.png";"goaaga"
"GoForTheRecord\GoForTheRecord.Slave";"NoError, EmulTrap, ClearMem";"Go for the Record ? 1993 Quartz.";"Go for the Record";"1993 Quartz";"0";"G\GoForTheRecord_v1.0_Quartz.lha";"GoForTheRecord";"GoForTheRecord";"0";"whdload";"524288";"786667";"GoForTheRecord";"OCS/ECS";"";"";"";"";"";"go for the record quartz";"Exact";"100";"GoForTheRecord";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GoForTheRecord.png";"gofortherecord"
"GrapevineMegamix\GrapevineMegamix.slave";"NoError, EmulTrap, ClearMem";"Grapevine Megamix ? 1991 LSD.";"Grapevine Megamix";"1991 LSD";"524288";"G\GrapevineMegamix_v1.01_LSD.lha";"GrapevineMegamix";"GrapevineMegamix";"0";"whdload";"524288";"924768";"GrapevineMegamix";"OCS/ECS";"";"";"";"";"";"grapevine megamix lsd";"Exact";"100";"GrapevineMegamix";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GrapevineMegamix.png";"grapevinemegamix"
"GreatBytesInFire\GreatBytesInFire.Slave";"NoError, EmulTrap, ClearMem";"Great Bytes in Fire 1992 Cyberiad.";"Great Bytes in Fire";"1992 Cyberiad";"0";"G\GreatBytesInFire_v1.0_Cyberiad.lha";"GreatBytesInFire";"GreatBytesInFire";"0";"whdload";"524288";"627378";"GreatBytesInFire";"OCS/ECS";"";"";"";"";"";"great bytes in fire cyberiad";"Exact";"100";"GreatBytesInFire";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GreatBytesInFire.png";"greatbytesinfire"
"GreatestBits2\GreatestBits2.Slave";"NoError, EmulTrap, ClearMem";"Greatest Bits 2 ? 1990 Pussy.";"Greatest Bits 2";"1990 Pussy";"0";"G\GreatestBits2_v1.0_Pussy.lha";"GreatestBits2";"GreatestBits2";"0";"whdload";"524288";"506757";"GreatestBits2";"OCS/ECS";"";"";"";"";"";"greatest bits 2 pussy";"Exact";"100";"GreatestBits2";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GreatestBits2.png";"greatestbits2"
"GreatestHits\GreatestHits.Slave";"NoError, EmulTrap, ClearMem";"Greatest Hits ? 1990 Cult.";"Greatest Hits";"1990 Cult";"0";"G\GreatestHits_v1.0_Cult.lha";"GreatestHits";"GreatestHits";"0";"whdload";"524288";"813215";"GreatestHits";"OCS/ECS";"";"";"";"";"";"greatest hits cult";"Exact";"100";"GreatestHits";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GreatestHits.png";"greatesthits"
"GroovyJives3\GroovyJives3.slave";"NoError, EmulTrap, ClearMem";"Groovy Jives 3 ? 1991 Relay.";"Groovy Jives 3";"1991 Relay";"0";"G\GroovyJives3_v1.01_Relay.lha";"GroovyJives3";"GroovyJives3";"0";"whdload";"524288";"1003268";"GroovyJives3";"OCS/ECS";"";"";"";"";"";"groovy jives 3 relay";"Exact";"100";"GroovyJives3";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GroovyJives3.png";"groovyjives3"
"Groovy\Groovy.slave";"NoError, EmulTrap, ClearMem";"Groovy ? 1993 Lemon.";"Groovy";"1993 Lemon.";"524288";"G\Groovy_v1.1_Lemon.lha";"Groovy";"Groovy";"0";"whdload";"524288";"916632";"Groovy";"OCS/ECS";"";"";"";"";"";"groovy lemon";"Exact";"100";"Groovy";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Groovy.png";"groovy"
"GuardianDragon2\GuardianDragon2.slave";"Disk, NoError, EmulTrap, NoDivZero";"Guardian Dragon 2 ? 1992 Kefrens.";"";"";"";"G\GuardianDragon2_v1.1_Kefrens.lha";"GuardianDragon2";"GuardianDragon2";"0";"whdload";"1048576";"1815666";"GuardianDragon2";"OCS/ECS";"";"";"";"";"";"guardian dragon 2";"Exact";"100";"GuardianDragon2";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GuardianDragon2.png";"guardiandragon2"
"GuardianDragon\GuardianDragon.slave";"Disk, NoError, EmulTrap";"Guardian Dragon ? 1991 Kefrens.";"";"";"";"G\GuardianDragon_v1.1_Kefrens.lha";"GuardianDragon";"GuardianDragon";"0";"whdload";"1048576";"911502";"GuardianDragon";"OCS/ECS";"";"";"";"";"";"guardian dragon";"Exact";"100";"GuardianDragon";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\GuardianDragon.png";"guardiandragon"
"HailTheEngineer\HailTheEngineer.Slave";"NoError, EmulTrap, ClearMem";"Hail the Engineer ? 1991 Jetset.";"Hail the Engineer";"1991 Jetset";"0";"H\HailTheEngineer_v1.0_Jetset.lha";"HailTheEngineer";"HailTheEngineer";"0";"whdload";"524288";"1175088";"HailTheEngineer";"OCS/ECS";"";"";"";"";"";"hail the engineer jetset";"Exact";"100";"HailTheEngineer";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\HailTheEngineer.png";"hailtheengineer"
"Hallu&DreamsPrvKatharsis\Hallu&DreamsPrvKatharsis.Slave";"NoError, EmulTrap, ClearMem";"Hallucinations and Dreams Preview 1992 Katharsis.";"Hallucinations and Dreams Preview";"1992 Katharsis";"524288";"H\Hallucinations&DreamsPreview_v1.0_Katharsis.lha";"Hallu&DreamsPrvKatharsis";"Hallu&DreamsPrvKatharsis";"0";"whdload";"524288";"752181";"Hallu&DreamsPrvKatharsis";"OCS/ECS";"";"";"";"";"";"hallu dreams prv katharsis hallucinations and preview";"Exact";"100";"Hallu&DreamsPrvKatharsis";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Hallu&DreamsPrvKatharsis.png";"hallu-dreamsprvkatharsis"
"Hallucinations&Dreams\Hallucinations&Dreams.slave";"Disk, NoError, EmulTrap";"Hallucinations and dreams ? 1992 Union.";"Hallucinations & Dreams";"1992 Union";"524288";"H\Hallucinations&Dreams_v1.1_Union.lha";"Hallucinations&Dreams";"Hallucinations&Dreams";"0";"whdload";"524288";"1832781";"Hallucinations&Dreams";"OCS/ECS";"";"";"";"";"";"hallucinations dreams union";"Exact";"100";"Hallucinations&Dreams";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Hallucinations&Dreams.png";"hallucinations-dreams"
"Hammer\Hammer.Slave";"NoError, EmulTrap, ClearMem";"Hammer ? 1990 Amaze.";"Hammer";"1990 Amaze";"0";"H\Hammer_v1.0_Amaze.lha";"Hammer";"Hammer";"0";"whdload";"524288";"329014";"Hammer";"OCS/ECS";"";"";"";"";"";"hammer amaze";"Exact";"100";"Hammer";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Hammer.png";"hammer"
"Hardcore\Hardcore.slave";"NoError, ClearMem";"Hardcore ? 1992 Anarchy";"Hardcore";"1992 Anarchy";"524288";"H\Hardcore_v1.1_Anarchy.lha";"Hardcore";"Hardcore";"0";"whdload";"524288";"535975";"Hardcore";"OCS/ECS";"";"";"";"";"";"hardcore anarchy";"Exact";"100";"Hardcore";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Hardcore.png";"hardcore"
"Hardwired\Hardwired.Slave";"Disk, NoError, EmulTrap";"Hardwired (C) 1991 Crionics & Silents.";"Hardwired";"1991 Crionics/Silents";"4096";"H\Hardwired_v1.1_Crionics&Silents.lha";"Hardwired";"Hardwired";"0";"whdload";"1048576";"1808825";"Hardwired";"OCS/ECS";"";"";"";"";"";"hardwired crionics silents";"Exact";"100";"Hardwired";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Hardwired.png";"hardwired"
"HarmagedonAGA\HarmagedonAGA.Slave";"NoError, ReqAGA, ClearMem";"Harmagedon ? 1993 Infect.";"Harmagedon";"1993 Infect";"0";"H\Harmagedon_v1.0_Infect_AGA.lha";"HarmagedonAGA";"HarmagedonAGA";"0";"whdload";"2097152";"627354";"Harmagedon";"AGA";"";"";"";"";"";"harmagedon aga infect";"Exact";"100";"HarmagedonAGA";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\HarmagedonAGA.png";"harmagedonaga"
"Heliopolis\Heliopolis.Slave";"NoError, ClearMem";"Heliopolis ? 1993 EMT Design.";"Heliopolis";"1993 EMT Design";"0";"H\Heliopolis_v1.0_EMTDesign.lha";"Heliopolis";"Heliopolis";"0";"whdload";"524288";"925462";"Heliopolis";"OCS/ECS";"";"";"";"";"";"heliopolis emt design";"Exact";"100";"Heliopolis";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Heliopolis.png";"heliopolis"
"HereWeAre\HereWeAre.Slave";"NoError, EmulTrap, ClearMem";"Here We Are ? 1991 Awake.";"Here We Are";"1991 Awake";"0";"H\HereWeAre_v1.0_Awake.lha";"HereWeAre";"HereWeAre";"0";"whdload";"524288";"337639";"HereWeAre";"OCS/ECS";"";"";"";"";"";"here we are awake";"Exact";"100";"HereWeAre";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\HereWeAre.png";"hereweare"
"HexadecimalPerfection\HexadecimalPerfection.slave";"NoError, EmulTrap, ClearMem";"Hexadecimal Perfection ? 1992 Action Direct.";"Hexadecimal Perfection";"1992 Action Direct";"524288";"H\HexadecimalPerfection_v1.01_ActionDirect.lha";"HexadecimalPerfection";"HexadecimalPerfection";"0";"whdload";"524288";"1823377";"HexadecimalPerfection";"OCS/ECS";"";"";"";"";"";"hexadecimal perfection action direct";"Exact";"100";"HexadecimalPerfection";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\HexadecimalPerfection.png";"hexadecimalperfection"
"Highway1930\Highway1930.Slave";"NoError, EmulTrap, ClearMem";"Highway 1930 ? 1990 Fraxion.";"Highway 1930";"1990 Fraxion";"0";"H\Highway1930_v1.0_Fraxion.lha";"Highway1930";"Highway1930";"0";"whdload";"524288";"485200";"Highway1930";"OCS/ECS";"";"";"";"";"";"highway 1930 fraxion";"Exact";"100";"Highway1930";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\Highway1930.png";"highway1930"
"HisMastersNoise\HisMastersNoise.slave";"Disk, NoError, EmulTrap";"His Master's Noise ? 1991 Mahoney & Kaktus.";"";"";"";"H\HisMastersNoise_v1.1_Mahoney&Kaktus.lha";"HisMastersNoise";"HisMastersNoise";"0";"whdload";"1048576";"1818838";"HisMastersNoise";"OCS/ECS";"";"";"";"";"";"his masters noise";"Exact";"100";"HisMastersNoise";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\HisMastersNoise.png";"hismastersnoise"
"HitCollection1\HitCollection1.Slave";"NoError, EmulTrap, ClearMem";"Hit Collection 1 ? 1989 Commando.";"Hit Collection 1";"1989 Commando";"0";"H\HitCollection1_v1.0_Commando.lha";"HitCollection1";"HitCollection1";"0";"whdload";"524288";"920217";"HitCollection1";"OCS/ECS";"";"";"";"";"";"hit collection 1 commando";"Exact";"100";"HitCollection1";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Demo\HitCollection1.png";"hitcollection1"
