"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap, ClearMem";"Do the Bartman ? 1991 FreeHand.";"1991 FreeHand";"whdload";"0";"Do The Bartman";"DoTheBartman";"452174";"D\DoTheBartman\DoTheBartman.Slave";"0";"D\DoTheBartman";"524288";"DoTheBartman";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Double Intro ? 1991 Vega.";"1991 Vega";"whdload";"0";"Double Intro";"DoubleIntro";"108623";"D\DoubleIntro\DoubleIntro.Slave";"0";"D\DoubleIntro";"524288";"Double";"OCS/ECS";"";"";"";"Intro";""
"NoError, EmulPriv, Examine";"demo called:";"19?? ALFA FORCE";"whdload";"0";"Dragon Lord demo";"DragonLord";"524646";"D\DragonLord\DragonLord.Slave";"786432";"D\DragonLord";"524288";"DragonLord";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Dream Tripping ? 1993 Digital";"1993 Digital";"whdload";"0";"Dream Tripping";"DreamTrippin";"1024099";"D\DreamTrippin\DreamTrippin.Slave";"4096";"D\DreamTrippin";"524288";"DreamTrippin";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Drums and Reverbs ? 1992 Chryseis.";"1992 Chryseis";"whdload";"0";"Drums & Reverbs";"Drums&Reverbs";"1820226";"D\Drums&Reverbs\Drums&Reverbs.Slave";"0";"D\Drums&Reverbs";"524288";"Drums&Reverbs";"OCS/ECS";"";"";"";"";""
"NoError";"";"1990 Paradox";"whdload";"0";"Drunk Desert Demo";"DrunkDesertDemo";"118217";"D\DrunkDesertDemo\DrunkDesertDemo.Slave";"0";"D\DrunkDesertDemo";"524288";"DrunkDesert";"OCS/ECS";"";"";"Demo";"";""
"NoError, EmulTrap, ClearMem";"Dynamo ? 1994 Orion.";"1994 Orion";"whdload";"0";"Dynamo";"Dynamo";"1821615";"D\Dynamo\Dynamo.Slave";"0";"D\Dynamo";"524288";"Dynamo";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Dyspepsia ? 1993 Analogy.";"1993 Analogy";"whdload";"0";"Dyspepsia";"Dyspepsia";"919909";"D\Dyspepsia\Dyspepsia.Slave";"524288";"D\Dyspepsia";"524288";"Dyspepsia";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Eargasm Tunes ? 1989 The Silents.";"1989 The Silents";"whdload";"0";"Eargasm Tunes";"EargasmTunes";"1386421";"E\EargasmTunes\EargasmTunes.Slave";"0";"E\EargasmTunes";"524288";"EargasmTunes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Earwig ? 1993 Infect.";"1993 Infect";"whdload";"0";"Earwig";"Earwig";"912315";"E\Earwig\Earwig.Slave";"524288";"E\Earwig";"524288";"Earwig";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"E.C.E.S. Slideshow ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"ECES Slideshow";"ECESSlideshow";"919123";"E\ECESSlideshow\ECESSlideshow.slave";"0";"E\ECESSlideshow";"524288";"ECESSlideshow";"AGA";"";"";"";"";""
"NoError, ClearMem";"Ecliptica ?1992 TRSI";"1992 TRSI";"whdload";"0";"Ecliptica";"Ecliptica";"756019";"E\Ecliptica\Ecliptica.Slave";"454656";"E\Ecliptica";"1048576";"Ecliptica";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Electric Sound 3 ? 1990 Goonies.";"1990 Goonies";"whdload";"0";"Electric Sound 3";"ElectricSound3";"921085";"E\ElectricSound3\ElectricSound3.Slave";"0";"E\ElectricSound3";"524288";"ElectricSound3";"OCS/ECS";"";"";"";"";""
"NoError";"Electrons at work ? 1998 The Electronic Knights.";"1998 by TEK";"whdload";"0";"Electrons at work";"ElectronsAtWork";"910481";"E\ElectronsAtWork\ElectronsAtWork.Slave";"524288";"E\ElectronsAtWork";"524288";"ElectronsAtWork";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Elysium, ?1991 Sanity";"1991 Sanity";"whdload";"0";"-< E L Y S I U M >-";"Elysium";"301726";"E\Elysium\Elysium.Slave";"0";"E\Elysium";"589824";"Elysium";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Emptyhead ? 1993 (damn) Rednex.";"1993 Rednex";"whdload";"0";"Empty Head";"EmptyheadAGA";"922052";"E\EmptyheadAGA\EmptyheadAGA.Slave";"2138112";"E\EmptyheadAGA";"1069056";"Emptyhead";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"End of Maloy ? 1990 The Silents.";"1990 The Silents";"whdload";"0";"End of Maloy";"EndOfMaloy";"411531";"E\EndOfMaloy\EndOfMaloy.Slave";"0";"E\EndOfMaloy";"524288";"EndOfMaloy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"End Of The Misery ? 1993 Sagazity";"1993 Sagazity";"whdload";"0";"End of the misery";"EndOfTheMisery";"1821735";"E\EndOfTheMisery\EndOfTheMisery.Slave";"524288";"E\EndOfTheMisery";"524288";"EndOfTheMisery";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"The Engine ? 1997 Ramses";"1997 Ramses";"whdload";"0";"The Engine";"EngineAGA";"4222835";"E\EngineAGA\EngineAGA.Slave";"6758400";"E\EngineAGA";"659456";"Engine";"AGA";"";"";"";"";""
"Disk, NoError, EmulTrap";"Enigma, 1991 Phenomena (1 disk).";"";"whdload";"0";"";"Enigma";"910990";"E\Enigma\Enigma.slave";"";"E\Enigma";"524288";"Enigma";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Enjoy The Silents ? 1992 TSL - 1 disk";"1992 The Silents";"whdload";"0";"Enjoy the Silents";"EnjoyTheSilents";"911720";"E\EnjoyTheSilents\EnjoyTheSilents.Slave";"0";"E\EnjoyTheSilents";"1048576";"EnjoyTheSilents";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Epilepsia 1992 Amnesia.";"1992 Amnesia";"whdload";"0";"Epilepsia";"Epilepsia";"920325";"E\Epilepsia\Epilepsia.Slave";"524288";"E\Epilepsia";"524288";"Epilepsia";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Epilepsia 2 1992 Amnesia.";"1992 Amnesia";"whdload";"0";"Epilepsia 2";"Epilepsia2";"918413";"E\Epilepsia2\Epilepsia2.Slave";"0";"E\Epilepsia2";"524288";"Epilepsia2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Erazorhead ? 1991 Razor 1911.";"1991 Razor 1911";"whdload";"0";"Erazorhead";"Erazorhead";"157685";"E\Erazorhead\Erazorhead.Slave";"0";"E\Erazorhead";"524288";"Erazorhead";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Triple Breasted Whore of Eroticon6 ? 1991 LSD.";"1991 LSD";"whdload";"0";"Triple Breasted Whore of Eroticon 6";"Eroticon6";"923550";"E\Eroticon6\Eroticon6.slave";"524288";"E\Eroticon6";"524288";"Eroticon6";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Essential Beats Volume 3 ? 1994 Quote.";"1994 Quote";"whdload";"0";"Essential Beats 3";"EssentialBeats3";"897643";"E\EssentialBeats3\EssentialBeats3.Slave";"0";"E\EssentialBeats3";"524288";"EssentialBeats3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Essential Classics ? 1993 Nova.";"1993 Nova";"whdload";"0";"Essential Classics";"EssentialClassics";"920126";"E\EssentialClassics\EssentialClassics.Slave";"0";"E\EssentialClassics";"524288";"EssentialClassics";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Estprobal Mastic ? 1992 Imagine.";"1992 Imagine";"whdload";"0";"Estprobal Mastic";"EstprobalMastic";"950574";"E\EstprobalMastic\EstprobalMastic.Slave";"0";"E\EstprobalMastic";"524288";"EstprobalMastic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Exage ? 1990 Burning Independence.";"1990 Burning Independence";"whdload";"0";"Exage";"Exage";"921183";"E\Exage\Exage.Slave";"0";"E\Exage";"524288";"Exage";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Excess ? 1993 Reflex.";"1993 Reflex";"whdload";"0";"Excess";"Excess";"919080";"E\Excess\Excess.Slave";"589824";"E\Excess";"524288";"Excess";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Experiment ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Experiment";"Experiment";"111554";"E\Experiment\Experiment.Slave";"0";"E\Experiment";"524288";"Experiment";"OCS/ECS";"";"";"";"";""
"Disk, NoError, Req68020, ReqAGA";"Explorer ? 1994 Delight.";"";"whdload";"0";"";"ExplorerAGA";"908502";"E\ExplorerAGA\ExplorerAGA.slave";"";"E\ExplorerAGA";"2097152";"Explorer";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Expressions ? 1989 Timecircle.";"1989 Timecircle";"whdload";"0";"Expressions";"Expressions";"919109";"E\Expressions\Expressions.Slave";"0";"E\Expressions";"524288";"Expressions";"OCS/ECS";"";"";"";"";""
"NoError";"Extemporized ? 1993 Digital - 1 disk";"1993 Digital";"whdload";"0";"Extemporized";"Extemporized";"911565";"E\Extemporized\Extemporized.Slave";"0";"E\Extemporized";"528384";"Extemporized";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"";"1993 Pygmy Projects";"whdload";"0";"Extension";"Extension";"717619";"E\Extension\Extension.slave";"491520";"E\Extension";"454656";"Extension";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Face Another Day ? 1991 Razor 1911.";"1991 Razor 1911";"whdload";"0";"Face Another Day";"FaceAnotherDay";"922417";"F\FaceAnotherDay\FaceAnotherDay.Slave";"0";"F\FaceAnotherDay";"524288";"FaceAnotherDay";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"Faktory ? 1995 Virtual Dreams/Fairlight.";"1995 Virtual Dreams/Fairlight";"whdload";"0";"Faktory";"FaktoryAGA";"2193763";"F\FaktoryAGA\FaktoryAGA.Slave";"2183168";"F\FaktoryAGA";"573440";"Faktory";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Falling Up ? 1992 Analog";"1992 Analog";"whdload";"0";"Falling Up";"FallingUp";"920777";"F\FallingUp\FallingUp.Slave";"856064";"F\FallingUp";"524288";"FallingUp";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"The Fantastic Art ? 1990 Crusaders.";"";"whdload";"0";"";"FantasticArt";"1832417";"F\FantasticArt\FantasticArt.slave";"";"F\FantasticArt";"524288";"FantasticArt";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Fantastic Dream ? 1994 Saints.";"1994 Saints";"whdload";"0";"Fantastic Dream";"FantasticDream";"924101";"F\FantasticDream\FantasticDream.Slave";"0";"F\FantasticDream";"524288";"FantasticDream";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Fantastic Pix Vol.1 ? 1990 Venom.";"1990 Venom";"whdload";"0";"Fantastic Pix Vol.1";"FantasticPixVol1";"369276";"F\FantasticPixVol1\FantasticPixVol1.Slave";"0";"F\FantasticPixVol1";"524288";"FantasticPixVol1";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, ClearMem";"Faster Than Hell ? 1992 W.F.M.H.";"1992 W.F.M.H.";"whdload";"0";"Faster Than Hell";"FasterThanHell";"908508";"F\FasterThanHell\FasterThanHell.Slave";"0";"F\FasterThanHell";"1048576";"FasterThanHell";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Finlandia ? 1992 Dual Crew & Complex.";"1992 Dual Crew&Complex";"whdload";"0";"Finlanda";"Finlandia";"2727490";"F\Finlandia\Finlandia.Slave";"0";"F\Finlandia";"524288";"Finlandia";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"First Demo ? 1989 Exact.";"1989 Exact";"whdload";"0";"First Demo";"FirstDemo";"108675";"F\FirstDemo\FirstDemo.Slave";"0";"F\FirstDemo";"524288";"First";"OCS/ECS";"";"";"Demo";"";""
"NoError, EmulTrap";"Flower Power ? 1992 Anarchy - 1 disk";"1992 Anarchy";"whdload";"0";"Flower Power";"FlowerPower";"920397";"F\FlowerPower\FlowerPower.Slave";"0";"F\FlowerPower";"1048576";"FlowerPower";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Follow Me ? 1990 Red Sector Inc.";"1990 Red Sector Inc.";"whdload";"0";"Follow Me";"FollowMe";"276045";"F\FollowMe\FollowMe.Slave";"262144";"F\FollowMe";"524288";"FollowMe";"OCS/ECS";"";"";"";"";""
"NoError";"Fools Gold ? 1991 Sanity.";"1991 by Sanity";"whdload";"0";"Fools Gold";"FoolsGold";"908428";"F\FoolsGold\FoolsGold.Slave";"0";"F\FoolsGold";"524288";"FoolsGold";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Forgotten ? 1992 Mirage (1 disk)";"1992 Mirage";"whdload";"0";"Forgotten";"Forgotten";"717373";"F\Forgotten\Forgotten.Slave";"524288";"F\Forgotten";"524288";"Forgotten";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Fractal Tunes ? 1991 Midnightsun.";"1991 Midnightsun";"whdload";"0";"Fractal Tunes";"FractalTunes";"920636";"F\FractalTunes\FractalTunes.Slave";"0";"F\FractalTunes";"524288";"FractalTunes";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Friday At Eight ? 1994 Polka Brothers";"1994 Polka Brothers";"whdload";"0";"Friday At Eight";"FridayAtEightAGA";"357423";"F\FridayAtEightAGA\FridayAtEightAGA.Slave";"4096";"F\FridayAtEightAGA";"806912";"FridayAtEight";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA";"Full Moon ? 1993 Virtual Dreams/Fairlight.";"1993 Virtual Dreams/Fairlight";"whdload";"0";"FullMoon";"FullMoonAGA";"1590938";"F\FullMoonAGA\FullMoonAGA.Slave";"1638400";"F\FullMoonAGA";"1048576";"FullMoon";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Future Synthetix ? 1990 Anthrox.";"1990 Anthrox";"whdload";"0";"Future Synthetix";"FutureSynthetix";"416631";"F\FutureSynthetix\FutureSynthetix.Slave";"0";"F\FutureSynthetix";"524288";"FutureSynthetix";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gate to Hell ? 1993 Technology.";"1993 Technology";"whdload";"0";"Gate to Hell";"GateToHell";"1819193";"G\GateToHell\GateToHell.Slave";"524288";"G\GateToHell";"524288";"GateToHell";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gathering '91 Slideshow ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Gathering";"Gathering91Slideshow";"812391";"G\Gathering91Slideshow\Gathering91Slideshow.Slave";"0";"G\Gathering91Slideshow";"524288";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gathering '93 Slideshow ? 1993 Majic 12.";"1993 Majic 12";"whdload";"0";"Gathering ";"Gathering93Slideshow";"741728";"G\Gathering93Slideshow\Gathering93Slideshow.Slave";"0";"G\Gathering93Slideshow";"524288";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Gen4 Demo ? 1990 Dragons.";"1990 Dragons";"whdload";"0";"Gen4 Demo";"Gen4Demo";"192638";"G\Gen4Demo\Gen4Demo.Slave";"4096";"G\Gen4Demo";"524288";"Gen4";"OCS/ECS";"";"";"Demo";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Gevalia ? 1994 Polka Brothers";"1994 Polka Brothers";"whdload";"0";"Gevalia";"Gevalia";"371504";"G\Gevalia\Gevalia.Slave";"4096";"G\Gevalia";"770048";"Gevalia";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gigademo 3 ? 1989 Triangle & The Gang.";"1989 Triangle & The Gang";"whdload";"0";"Gigademo 3";"GigaDemo3";"926367";"G\GigaDemo3\GigaDemo3.Slave";"0";"G\GigaDemo3";"524288";"Giga";"OCS/ECS";"";"";"Demo3";"";""
"NoError, EmulTrap, ClearMem";"Gladiator Music ? 1990 Cryptoburners.";"1990 Cryptoburners";"whdload";"0";"Gladiator Music";"GladiatorMusic";"723087";"G\GladiatorMusic\GladiatorMusic.Slave";"0";"G\GladiatorMusic";"524288";"GladiatorMusic";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Global Trash ? 1991 Silents DK.";"1991 Silents DK";"whdload";"0";"Global Trash";"GlobalTrash";"910308";"G\GlobalTrash\GlobalTrash.Slave";"4096";"G\GlobalTrash";"524288";"GlobalTrash";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv";"Gloom Party Invitation ? 1991 Gloom.";"1991 Gloom";"whdload";"0";"Gloom Party Invitation";"GloomPartyInvitation";"99524";"G\GloomPartyInvitation\GloomPartyInvitation.slave";"0";"G\GloomPartyInvitation";"516096";"GloomPartyInvitation";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Glow ? 1996 The Black Lotus";"1996 The Black Lotus";"whdload";"0";"Glow";"GlowAGA";"2871502";"G\GlowAGA\GlowAGA.slave";"3399680";"G\GlowAGA";"1085440";"Glow";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Goa ? 1996 The Black Lotus";"1996 The Black Lotus";"whdload";"0";"Goa";"GoaAGA";"3839506";"G\GoaAGA\GoaAGA.Slave";"3633152";"G\GoaAGA";"1761280";"Goa";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Grapevine Megamix ? 1991 LSD.";"1991 LSD";"whdload";"0";"Grapevine Megamix";"GrapevineMegamix";"924768";"G\GrapevineMegamix\GrapevineMegamix.slave";"524288";"G\GrapevineMegamix";"524288";"GrapevineMegamix";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Great Bytes in Fire 1992 Cyberiad.";"1992 Cyberiad";"whdload";"0";"Great Bytes in Fire";"GreatBytesInFire";"627378";"G\GreatBytesInFire\GreatBytesInFire.Slave";"0";"G\GreatBytesInFire";"524288";"GreatBytesInFire";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Greatest Hits ? 1990 Cult.";"1990 Cult";"whdload";"0";"Greatest Hits";"GreatestHits";"813215";"G\GreatestHits\GreatestHits.Slave";"0";"G\GreatestHits";"524288";"GreatestHits";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Groovy ? 1993 Lemon.";"1993 Lemon.";"whdload";"0";"Groovy";"Groovy";"916632";"G\Groovy\Groovy.slave";"524288";"G\Groovy";"524288";"Groovy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Groovy Jives 3 ? 1991 Relay.";"1991 Relay";"whdload";"0";"Groovy Jives 3";"GroovyJives3";"1003268";"G\GroovyJives3\GroovyJives3.slave";"0";"G\GroovyJives3";"524288";"GroovyJives3";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Guardian Dragon ? 1991 Kefrens.";"";"whdload";"0";"";"GuardianDragon";"910888";"G\GuardianDragon\GuardianDragon.slave";"";"G\GuardianDragon";"1048576";"GuardianDragon";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoDivZero";"Guardian Dragon 2 ? 1992 Kefrens.";"";"whdload";"0";"";"GuardianDragon2";"1815052";"G\GuardianDragon2\GuardianDragon2.slave";"";"G\GuardianDragon2";"1048576";"GuardianDragon2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hail the Engineer ? 1991 Jetset.";"1991 Jetset";"whdload";"0";"Hail the Engineer";"HailTheEngineer";"1175088";"H\HailTheEngineer\HailTheEngineer.Slave";"0";"H\HailTheEngineer";"524288";"HailTheEngineer";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hallucinations and Dreams Preview 1992 Katharsis.";"1992 Katharsis";"whdload";"0";"Hallucinations and Dreams Preview";"Hallu&DreamsPrvKatharsis";"752181";"H\Hallu&DreamsPrvKatharsis\Hallu&DreamsPrvKatharsis.Slave";"524288";"H\Hallu&DreamsPrvKatharsis";"524288";"Hallu&DreamsPrvKatharsis";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Hallucinations and dreams ? 1992 Union.";"1992 Union";"whdload";"0";"Hallucinations & Dreams";"Hallucinations&Dreams";"1807333";"H\Hallucinations&Dreams\Hallucinations&Dreams.Slave";"0";"H\Hallucinations&Dreams";"1048576";"Hallucinations&Dreams";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hammer ? 1990 Amaze.";"1990 Amaze";"whdload";"0";"Hammer";"Hammer";"329014";"H\Hammer\Hammer.Slave";"0";"H\Hammer";"524288";"Hammer";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Hardcore ? 1992 Anarchy";"1992 Anarchy";"whdload";"0";"Hardcore";"Hardcore";"535959";"H\Hardcore\Hardcore.slave";"524288";"H\Hardcore";"524288";"Hardcore";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Hardwired (C) 1991 Crionics & Silents.";"1991 Crionics/Silents";"whdload";"0";"Hardwired";"Hardwired";"1808211";"H\Hardwired\Hardwired.Slave";"4096";"H\Hardwired";"1048576";"Hardwired";"OCS/ECS";"";"";"";"";""
"NoError, ReqAGA, ClearMem";"Harmagedon ? 1993 Infect.";"1993 Infect";"whdload";"0";"Harmagedon";"HarmagedonAGA";"627354";"H\HarmagedonAGA\HarmagedonAGA.Slave";"0";"H\HarmagedonAGA";"2097152";"Harmagedon";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Here We Are ? 1991 Awake.";"1991 Awake";"whdload";"0";"Here We Are";"HereWeAre";"337639";"H\HereWeAre\HereWeAre.Slave";"0";"H\HereWeAre";"524288";"HereWeAre";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hexadecimal Perfection ? 1992 Action Direct.";"1992 Action Direct";"whdload";"0";"Hexadecimal Perfection";"HexadecimalPerfection";"1823377";"H\HexadecimalPerfection\HexadecimalPerfection.slave";"524288";"H\HexadecimalPerfection";"524288";"HexadecimalPerfection";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Highway 1930 ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Highway 1930";"Highway1930";"485200";"H\Highway1930\Highway1930.Slave";"0";"H\Highway1930";"524288";"Highway1930";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"His Master's Noise ? 1991 Mahoney & Kaktus.";"";"whdload";"0";"";"HisMastersNoise";"1818218";"H\HisMastersNoise\HisMastersNoise.slave";"";"H\HisMastersNoise";"1048576";"HisMastersNoise";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hit Collection 1 ? 1989 Commando.";"1989 Commando";"whdload";"0";"Hit Collection 1";"HitCollection1";"920217";"H\HitCollection1\HitCollection1.Slave";"0";"H\HitCollection1";"524288";"HitCollection1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo (a.k.a. Hit Fido) ? 1991 KGB.";"1991 KGB";"whdload";"0";"Megademo";"HitFido";"1822970";"H\HitFido\HitFido.Slave";"0";"H\HitFido";"524288";"HitFido";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hit the Road ? 1989 Flash Production.";"1989 Flash Production";"whdload";"0";"Hit the Road";"HitTheRoad";"1726508";"H\HitTheRoad\HitTheRoad.Slave";"0";"H\HitTheRoad";"524288";"HitTheRoad";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hollywood Poker Slideshow ? 1987 The Light Circle.";"1987 The Light Circle";"whdload";"0";"Hollywood Poker Slideshow";"HollywoodPokerSlide";"681600";"H\HollywoodPokerSlide\HollywoodPokerSlide.Slave";"0";"H\HollywoodPokerSlide";"524288";"HollywoodPokerSlide";"OCS/ECS";"";"";"";"";""
"NoError";"The Honey Comb ? 1995 TRSI - 2 disks";"1995 TRSI";"whdload";"0";"The Honey Comb";"HoneyComb";"1822334";"H\HoneyComb\HoneyComb.Slave";"0";"H\HoneyComb";"1048576";"HoneyComb";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv, Examine";"HotMusic 1 ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Hot Music #1";"HotMusic1";"842873";"H\HotMusic1\HotMusic1.Slave";"262144";"H\HotMusic1";"524288";"HotMusic1";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv, Examine";"HotMusic 3 ? 1991 Ram Jam.";"Ram Jam 1991";"whdload";"0";"Hot Music #3";"HotMusic3";"849742";"H\HotMusic3\HotMusic3.Slave";"262144";"H\HotMusic3";"589824";"HotMusic3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hot Music 4 ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Hot Music 4";"HotMusic4";"915116";"H\HotMusic4\HotMusic4.Slave";"0";"H\HotMusic4";"524288";"HotMusic4";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"House Music Disk ? 1990 Vision.";"1990 Vision";"whdload";"0";"House Music Disk";"HouseMusic";"951382";"H\HouseMusic\HouseMusic.Slave";"0";"H\HouseMusic";"524288";"HouseMusic";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"How To Skin A Cat ? 199? Melon Dezign.";"";"whdload";"0";"";"How2SkinACat";"920043";"H\How2SkinACat\How2SkinACat.slave";"";"H\How2SkinACat";"1048576";"How2SkinACat";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Human Target 1992 Melon Dezign.";"1992 Melon Dezign";"whdload";"0";"Human Target";"HumanTarget";"341733";"H\HumanTarget\HumanTarget.Slave";"0";"H\HumanTarget";"524288";"HumanTarget";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Hunt for 7th October, ?1990 Cryptoburners";"1990 C R Y P T O B U R N E R S";"whdload";"0";"- Hunt for 7th October -";"HuntFor7thOctober";"367293";"H\HuntFor7thOctober\HuntFor7thOctober.Slave";"0";"H\HuntFor7thOctober";"524288";"HuntFor7thOctober";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hymn 633 ? 1993 Damage.";"1993 Damage";"whdload";"0";"Hymn 633";"Hymn633";"920426";"H\Hymn633\Hymn633.slave";"0";"H\Hymn633";"524288";"Hymn633";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hymns from the Bible III ? 1989 Arcane.";"1989 Arcane";"whdload";"0";"Hymns from the Bible III";"HymnsFromTheBible3";"921725";"H\HymnsFromTheBible3\HymnsFromTheBible3.Slave";"0";"H\HymnsFromTheBible3";"524288";"HymnsFromTheBible3";"OCS/ECS";"";"";"";"";""
