ArchiveFile;SlaveFile;SlaveOutputFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
CrystalDragon_v1.2_De.zip;CrystalDragonDe\CrystalDragonDe.Slave;CrystalDragon_v1.2_De.zip_CrystalDragonDe.Slave.txt;Crystal Dragon;1994 Magnetic Fields;4272;16;NoError, EmulTrap, EmulPriv, ClearMem, Examine;589824;0;59;1310720
CrystalDragon_v1.3_1830.lha;CrystalDragon\CrystalDragon.Slave;CrystalDragon_v1.3_1830.lha_CrystalDragon.Slave.txt;Crystal Dragon;1994 Magnetic Fields;4972;16;NoError, EmulTrap, EmulPriv, ClearMem, Examine;557056;0;59;1310720
CrystalDragon_v1.3_De.lha;CrystalDragonDe\CrystalDragonDe.slave;CrystalDragon_v1.3_De.lha_CrystalDragonDe.slave.txt;Crystal Dragon;1994 Magnetic Fields;4972;16;NoError, EmulTrap, EmulPriv, ClearMem, Examine;557056;0;59;1310720
CrystalHammer_v1.1_V1.zip;CrystalHammerV1\CrystalHammerV1.Slave;CrystalHammer_v1.1_V1.zip_CrystalHammerV1.Slave.txt;Crystal Hammer;1987 Hannover/reLINE Software;1592;14;NoError, ClearMem;524288;0;59;4096
CrystalHammer_v1.1_V2.zip;CrystalHammerV2\CrystalHammerV2.Slave;CrystalHammer_v1.1_V2.zip_CrystalHammerV2.Slave.txt;Crystal Hammer;1987 Hannover/reLINE Software;1592;14;NoError, ClearMem;524288;0;59;4096
CrystalKingdomDizzy_v1.0.zip;CrystalKingdomDizzy\CrystalKingdomDizzy.slave;CrystalKingdomDizzy_v1.0.zip_CrystalKingdomDizzy.slave.txt;;;440;5;Disk, NoError, EmulTrap;1048576;58;59;
CrystalPalace_v1.0.zip;CrystalPalace\CrystalPalace.slave;CrystalPalace_v1.0.zip_CrystalPalace.slave.txt;Crystal Palace;1991 Amiga Fun;344;10;NoError, NoKbd;524288;0;59;0
CrystalsOfArborea_v1.2.zip;CrystalsOfArborea\CrystalsOfArborea.Slave;CrystalsOfArborea_v1.2.zip_CrystalsOfArborea.Slave.txt;Crystals Of Arborea;1990 Silmarils;5164;16;NoError, EmulPriv, Examine;524288;0;59;262144
CrystalsOfArborea_v1.2_Fast.zip;CrystalsOfArboreaFast\CrystalsOfArboreaFast.Slave;CrystalsOfArborea_v1.2_Fast.zip_CrystalsOfArboreaFast.Slave.txt;Crystals Of Arborea (0.5Mo fast memory);1990 Silmarils;5208;16;NoError, EmulPriv, Examine;524288;0;59;786432
CrystalsOfArborea_v1.2_Fr_2386.zip;CrystalsOfArboreaFr\CrystalsOfArboreaFr.Slave;CrystalsOfArborea_v1.2_Fr_2386.zip_CrystalsOfArboreaFr.Slave.txt;Crystals Of Arborea;1990 Silmarils;5164;16;NoError, EmulPriv, Examine;524288;0;59;262144
CrystalsOfArborea_v1.2_Fr_Fast_2386.zip;CrystalsOfArboreaFrFast\CrystalsOfArboreaFrFast.Slave;CrystalsOfArborea_v1.2_Fr_Fast_2386.zip_CrystalsOfArboreaFrFast.Slave.txt;Crystals Of Arborea (0.5Mo fast memory);1990 Silmarils;5208;16;NoError, EmulPriv, Examine;524288;0;59;786432
Cubix_v1.0.zip;Cubix\Cubix.Slave;Cubix_v1.0.zip_Cubix.Slave.txt;Cubix;1991 Media GMBH;1100;10;Disk, NoKbd;524288;5b;59;131072
Cubulus_v1.0_1857.zip;Cubulus\Cubulus.Slave;Cubulus_v1.0_1857.zip_Cubulus.Slave.txt;Cubulus ;1991 Software 2000;4372;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;524288
CurseOfEnchantia_v1.3_Chip_Files_0283.zip;CurseOfEnchantiaChipFiles\CurseOfEnchantiaChipFiles.Slave;CurseOfEnchantia_v1.3_Chip_Files_0283.zip_CurseOfEnchantiaChipFiles.Slave.txt;Curse Of Enchantia;1992 Core Design ;1180;13;NoError, EmulTrap, ClearMem;1048576;5f;5d;0
CurseOfEnchantia_v1.3_Chip_Image_0283.zip;CurseOfEnchantiaChipImage\CurseOfEnchantiaChipImage.Slave;CurseOfEnchantia_v1.3_Chip_Image_0283.zip_CurseOfEnchantiaChipImage.Slave.txt;Curse Of Enchantia;1992 Core Design ;1180;13;NoError, EmulTrap, ClearMem;1048576;5f;5d;0
CurseOfEnchantia_v1.3_Fast_Files_0283.zip;CurseOfEnchantiaFastFiles\CurseOfEnchantiaFastFiles.Slave;CurseOfEnchantia_v1.3_Fast_Files_0283.zip_CurseOfEnchantiaFastFiles.Slave.txt;Curse Of Enchantia (Fast);1992 Core Design ;1184;13;NoError, EmulTrap, ClearMem;524288;5f;5d;524288
CurseOfEnchantia_v1.3_Fast_Image_0283.zip;CurseOfEnchantiaFastImage\CurseOfEnchantiaFastImage.Slave;CurseOfEnchantia_v1.3_Fast_Image_0283.zip_CurseOfEnchantiaFastImage.Slave.txt;Curse Of Enchantia (Fast);1992 Core Design ;1184;13;NoError, EmulTrap, ClearMem;524288;5f;5d;524288
CurseOfEnchantia_v1.4_0283.zip;CurseOfEnchantia\CurseOfEnchantia.Slave;CurseOfEnchantia_v1.4_0283.zip_CurseOfEnchantia.Slave.txt;Curse Of Enchantia;1992 Core Design ;1208;13;NoError, EmulTrap, ClearMem;1048576;5f;5d;0
CurseOfRA_v2.1.zip;CurseOfRA\CurseOfRA.slave;CurseOfRA_v2.1.zip_CurseOfRA.slave.txt;Curse Of Ra;1990 Rainbow Arts/Cyberstyle;1092;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;524288
CurseOfTheAzureBonds_v1.0_0982.zip;CurseOfTheAzureBonds\CurseOfTheAzureBonds.Slave;CurseOfTheAzureBonds_v1.0_0982.zip_CurseOfTheAzureBonds.Slave.txt;Curse Of The Azure Bonds;1990 SSI;3988;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
Custodian_v1.0_0312.zip;Custodian\Custodian.Slave;Custodian_v1.0_0312.zip_Custodian.Slave.txt;Custodian;1989 Hewson;384;10;Disk, NoError, NoDivZero;524288;0;5d;0
CyberAssault_v1.1.zip;CyberAssault\CyberAssault.Slave;CyberAssault_v1.1.zip_CyberAssault.Slave.txt;Cyber Assault;1991 Trojan;1220;14;NoError, EmulTrap, NoKbd, ClearMem;524288;0;5d;0
Cyberball_v1.0_1446.zip;Cyberball\Cyberball.slave;Cyberball_v1.0_1446.zip_Cyberball.slave.txt;Cyberball;1990 Domark;496;10;NoError, EmulTrap;524288;0;0;0
Cyberblast_v0.9_1383.zip;Cyberblast\Cyberblast.slave;Cyberblast_v0.9_1383.zip_Cyberblast.slave.txt;;;440;5;Disk, NoError, EmulTrap;524288;46;5f;
Cybercon3_v1.7_0243.zip;Cybercon3\Cybercon3.Slave;Cybercon3_v1.7_0243.zip_Cybercon3.Slave.txt;Cybercon 3;1991 U.S.Gold;1372;10;Disk, NoError;524288;0;46;65536
CyberEmpires_v1.1.zip;CyberEmpires\CyberEmpires.Slave;CyberEmpires_v1.1.zip_CyberEmpires.Slave.txt;;;860;9;Disk, NoError, EmulTrap;1048576;0;5a;0
Cybernetix_v1.0.zip;Cybernetix\Cybernetix.Slave;Cybernetix_v1.0.zip_Cybernetix.Slave.txt;Cybernetix;1992 Vision;620;10;NoError;524288;0;5d;0
Cybernoid2_v1.1_0003.zip;Cybernoid2\Cybernoid2.slave;Cybernoid2_v1.1_0003.zip_Cybernoid2.slave.txt;Cybernoid 2;1989 Hewson;492;10;NoError, EmulTrap;524288;0;59;0
Cybernoid2_v1.2_0003.zip;Cybernoid2\Cybernoid2.Slave;Cybernoid2_v1.2_0003.zip_Cybernoid2.Slave.txt;Cybernoid 2;Hewson 1989;1388;10;NoError, EmulTrap;524288;0;5d;0
Cybernoid2_v1.3_0003.zip;Cybernoid2\Cybernoid2.Slave;Cybernoid2_v1.3_0003.zip_Cybernoid2.Slave.txt;Cybernoid 2;Hewson 1989;2376;15;NoError, EmulTrap, NoDivZero;524288;0;5d;0
Cybernoid_v1.0_1088.zip;Cybernoid\Cybernoid.slave;Cybernoid_v1.0_1088.zip_Cybernoid.slave.txt;Cybernoid;1988 Hewson;332;10;NoError, EmulTrap;524288;0;59;0
Cybernoid_v1.2_1088.zip;Cybernoid\Cybernoid.Slave;Cybernoid_v1.2_1088.zip_Cybernoid.Slave.txt;Cybernoid;Hewson 1988;1100;10;NoError, EmulTrap;524288;0;5d;0
Cybernoid_v1.3_1088.zip;Cybernoid\Cybernoid.Slave;Cybernoid_v1.3_1088.zip_Cybernoid.Slave.txt;Cybernoid;Hewson 1988;2312;15;NoError, EmulTrap;524288;0;5d;0
Cyberpunks_v1.2_0365.zip;Cyberpunks\Cyberpunks.Slave;Cyberpunks_v1.2_0365.zip_Cyberpunks.Slave.txt;Cyberpunks;1993 Mutation Software & Core Design Ltd.;2188;10;Disk, NoError, NoKbd;524288;0;59;524288
CyberWorld_v1.0_2603.lha;CyberWorld\CyberWorld.Slave;CyberWorld_v1.0_2603.lha_CyberWorld.Slave.txt;The Paranoia Complex/Cyberworld;1989 Magic Bytes;1296;10;NoError, EmulTrap, ClearMem;524288;58;59;0
Cyberzerk_v1.0.zip;Cyberzerk\Cyberzerk.slave;Cyberzerk_v1.0.zip_Cyberzerk.slave.txt;Cyberzerk;1993 Boeder Games;1492;10;NoError, EmulTrap;524288;0;0;0
Cycles_v1.0_1018.zip;Cycles\Cycles.Slave;Cycles_v1.0_1018.zip_Cycles.Slave.txt;The Cycles;1989 Accolade;3796;16;NoError, EmulPriv, Examine;655360;0;59;262144
Cygnus8_v1.0.lha;Cygnus8\Cygnus8.Slave;Cygnus8_v1.0.lha_Cygnus8.Slave.txt;Cygnus 8;1996 Applaud Software;4452;16;NoError, EmulPriv, ClearMem, Examine;1048576;0;5d;786432
Cytadela_v1.1_Pl.zip;CytadelaPl\CytadelaPl.slave;Cytadela_v1.1_Pl.zip_CytadelaPl.slave.txt;Citadel;1995 VD;1724;13;NoError, EmulTrap, ClearMem;524288;0;0;593920
Cytadela_v1.2_Pl.lha;CytadelaPl\CytadelaPl.slave;Cytadela_v1.2_Pl.lha_CytadelaPl.slave.txt;Citadel;1995 VD;1764;17;NoError, EmulTrap, ClearMem;524288;0;0;593920
Cytron_v1.02_0110.zip;Cytron\Cytron.slave;Cytron_v1.02_0110.zip_Cytron.slave.txt;;;816;4;Disk, NoError, EmulTrap;1048576;0;5d;
DalekAttack_v1.2_1998.zip;DalekAttack\DalekAttack.Slave;DalekAttack_v1.2_1998.zip_DalekAttack.Slave.txt;Dalek Attack;1992 Alternative;652;13;NoError, EmulTrap, NoDivZero, ClearMem;1048576;0;59;0
DaleyThompsonsOlympicChallenge_v1.0_1Disk_0957.zip;DaleyThompsonsOC1Disk\DaleyThompsonsOC1Disk.Slave;DaleyThompsonsOlympicChallenge_v1.0_1Disk_0957.zip_DaleyThompsonsOC1Disk.Slave.txt;Daley Thompson;1988 Ocean;1496;13;NoError, EmulTrap, ClearMem;524288;0;5d;4096
DaleyThompsonsOlympicChallenge_v1.0_2Disk_0313.zip;DaleyThompsonsOC2Disk\DaleyThompsonsOC2Disk.Slave;DaleyThompsonsOlympicChallenge_v1.0_2Disk_0313.zip_DaleyThompsonsOC2Disk.Slave.txt;Daley Thompson;1988 Ocean;1496;13;NoError, EmulTrap, ClearMem;524288;0;5d;4096
DamagePreview_v1.0.zip;DamagePreview\DamagePreview.Slave;DamagePreview_v1.0.zip_DamagePreview.Slave.txt;Damage - Preview -;1996 Suomi-Peli;1044;14;NoError, ClearMem;450560;0;5d;753664
Damage_v1.0.zip;Damage\Damage.Slave;Damage_v1.0.zip_Damage.Slave.txt;Damage;1996 Suomi-Peli;2732;14;NoError, EmulTrap, ClearMem;524288;0;5d;1056768
Damage_v1.1.zip;Damage\Damage.Slave;Damage_v1.1.zip_Damage.Slave.txt;Damage;1996 Suomi-Peli;3572;14;NoError, EmulTrap, ClearMem;524288;0;5d;1056768
Damocles_v1.3_0643.zip;Damocles\Damocles.slave;Damocles_v1.3_0643.zip_Damocles.slave.txt;Mercenary 2 - Damocles;1990 Novagen;1204;10;Disk, NoError;524288;0;41;0
DanDare3_v1.0_2257.zip;DanDare3\DanDare3.slave;DanDare3_v1.0_2257.zip_DanDare3.slave.txt;;;288;7;NoError, EmulTrap;524288;0;59;
DangerousStreets_v1.2_AGA_1020.zip;DangerousStreetsAGA\DangerousStreetsAGA.slave;DangerousStreets_v1.2_AGA_1020.zip_DangerousStreetsAGA.slave.txt;Dangerous Streets;1993 Flair;1956;11;NoError, EmulTrap, ReqAGA, ClearMem;2097152;0;59;262144
Darius+_v1.0.zip;Darius+\Darius+.slave;Darius+_v1.0.zip_Darius+.slave.txt;Darius +;1989 The Edge/Taito;1568;14;NoError, EmulTrap, EmulPriv;524288;0;59;786432
DarkCentury_v1.0_0244.zip;DarkCentury\DarkCentury.Slave;DarkCentury_v1.0_0244.zip_DarkCentury.Slave.txt;Dark Century;1990 Titus;1872;16;NoError, EmulPriv, Examine;1048576;0;59;262144
DarkFusion_v1.0_2163.zip;DarkFusion\DarkFusion.Slave;DarkFusion_v1.0_2163.zip_DarkFusion.Slave.txt;Dark Fusion;1989 Esprit Software Programs Ltd/Gremlin;1128;10;NoError, EmulTrap;524288;0;59;0
Darkman_v1.0_1564.zip;Darkman\Darkman.Slave;Darkman_v1.0_1564.zip_Darkman.Slave.txt;;;1048;9;Disk, NoError, EmulTrap;524288;0;5a;0
Darkmere_v1.1_0453.zip;Darkmere\Darkmere.Slave;Darkmere_v1.1_0453.zip_Darkmere.Slave.txt;Darkmere;1992/93 Core Design;1492;10;NoError, EmulTrap, ClearMem;1048576;0;59;0
DarkQueenOfKrynn_v1.0.zip;DarkQueenOfKrynn\DarkQueenOfKrynn.Slave;DarkQueenOfKrynn_v1.0.zip_DarkQueenOfKrynn.Slave.txt;The Dark Queen of Krynn;1992 SSI;4572;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
DarkSeed_v1.03_2141.zip;DarkSeed\DarkSeed.Slave;DarkSeed_v1.03_2141.zip_DarkSeed.Slave.txt;DarkSeed;1992 CyberDreams;3984;15;NoError, EmulPriv, Examine;589824;0;59;786432
DarkSeed_v1.03_CD32.zip;DarkSeedCD32\DarkSeedCD32.Slave;DarkSeed_v1.03_CD32.zip_DarkSeedCD32.Slave.txt;DarkSeed CD??;1992-94 CyberDreams;13316;15;NoError, EmulPriv, Examine;1048576;0;5d;1572864
DarkSeed_v1.03_De.zip;DarkSeedDe\DarkSeedDe.Slave;DarkSeed_v1.03_De.zip_DarkSeedDe.Slave.txt;DarkSeed;1992 CyberDreams;3984;15;NoError, EmulPriv, Examine;589824;0;59;786432
DarkSeed_v1.03_Es.zip;DarkSeedEs\DarkSeedEs.Slave;DarkSeed_v1.03_Es.zip_DarkSeedEs.Slave.txt;DarkSeed;1992 CyberDreams;3984;15;NoError, EmulPriv, Examine;589824;0;59;786432
DarkSeed_v1.03_Fr.zip;DarkSeedFr\DarkSeedFr.Slave;DarkSeed_v1.03_Fr.zip_DarkSeedFr.Slave.txt;DarkSeed;1992 CyberDreams;3984;15;NoError, EmulPriv, Examine;589824;0;59;786432
DarkSide_v1.1_1099.zip;DarkSide\DarkSide.Slave;DarkSide_v1.1_1099.zip_DarkSide.Slave.txt;Dark Side;1989 Incentive Software/Domark;4076;15;NoError, EmulPriv, Examine;524288;0;59;266240
DarkSpyre_v1.0_0111.zip;DarkSpyre\DarkSpyre.Slave;DarkSpyre_v1.0_0111.zip_DarkSpyre.Slave.txt;DarkSpyre;1991 Electronic Zoo;768;10;NoError, EmulTrap;524288;58;5f;0
DasBoot_v1.0.zip;DasBoot\DasBoot.Slave;DasBoot_v1.0.zip_DasBoot.Slave.txt;Das Boot;1990 Three-Sixty;3936;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
Datastorm_v1.0_1555.zip;Datastorm\DataStorm.slave;Datastorm_v1.0_1555.zip_DataStorm.slave.txt;DataStorm;1989 Visionary Design Technologies Inc;676;13;NoError, EmulTrap, ClearMem;1048576;0;5d;0
Datastorm_v1.2_1555.zip;Datastorm\Datastorm.Slave;Datastorm_v1.2_1555.zip_Datastorm.Slave.txt;DataStorm;1989 Visionary Design Technologies Inc;1612;13;NoError, EmulTrap, NoKbd, ClearMem;524288;0;5d;0
DawnPatrol_v1.0_1614.zip;DawnPatrol\DawnPatrol.Slave;DawnPatrol_v1.0_1614.zip_DawnPatrol.Slave.txt;Dawn Patrol;1994 Rowan Software Ltd.;4616;16;NoError, EmulTrap, NoDivZero, EmulPriv, Examine, EmulIllegal;524288;0;5d;1310720
DawnPatrol_v1.0_De_0314.zip;DawnPatrolDe\DawnPatrolDe.Slave;DawnPatrol_v1.0_De_0314.zip_DawnPatrolDe.Slave.txt;Dawn Patrol;1994 Rowan Software Ltd.;4616;16;NoError, EmulTrap, NoDivZero, EmulPriv, Examine, EmulIllegal;524288;0;5d;1310720
DayOfThePharaoh_v1.0_2052.zip;DayOfThePharaoh\DayOfThePharaoh.Slave;DayOfThePharaoh_v1.0_2052.zip_DayOfThePharaoh.Slave.txt;Day of the Pharaoh;1989 Rainbow Arts;4184;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
DaysOfThunder_v1.0_0285.zip;DaysOfThunder\DaysOfThunder.slave;DaysOfThunder_v1.0_0285.zip_DaysOfThunder.slave.txt;Days of Thunder;1990 Mindscape;316;10;NoError, EmulTrap, EmulTrapV;524288;0;59;0
Deathbringer_v1.0_Empire.zip;DeathbringerEmpire\DeathbringerEmpire.Slave;Deathbringer_v1.0_Empire.zip_DeathbringerEmpire.Slave.txt;Death Bringer;1991 Empire;1612;14;NoError, EmulPriv;655360;0;59;786432
DeathBringer_v1.0_Spotlight_0316.zip;DeathBringerSpotlight\DeathBringerSpotlight.Slave;DeathBringer_v1.0_Spotlight_0316.zip_DeathBringerSpotlight.Slave.txt;-) DeathBringer (-;1989 Spotlight Software;1856;15;NoError, EmulPriv;524288;0;59;262144
DeathKnightsOfKrynn_v1.1_0987.zip;DeathKnightsOfKrynn\DeathKnightsOfKrynn.Slave;DeathKnightsOfKrynn_v1.1_0987.zip_DeathKnightsOfKrynn.Slave.txt;Death Knights Of Krynn;1991 SSI;4276;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
DeathKnightsOfKrynn_v1.1_De.zip;DeathKnightsOfKrynnDe\DeathKnightsOfKrynnDe.Slave;DeathKnightsOfKrynn_v1.1_De.zip_DeathKnightsOfKrynnDe.Slave.txt;Death Knights Of Krynn;1991 SSI;4276;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
DeathMask_v1.1_1326.zip;DeathMask\DeathMask.Slave;DeathMask_v1.1_1326.zip_DeathMask.Slave.txt;Death Mask ECS;1995 Alternative;932;10;Disk, NoError, EmulTrap, NoKbd;1048576;58;59;0
DeathMask_v1.1_AGA_1326.zip;DeathMaskAGA\DeathMaskAGA.Slave;DeathMask_v1.1_AGA_1326.zip_DeathMaskAGA.Slave.txt;Death Mask AGA;1995 Alternative;920;10;Disk, NoError, EmulTrap, ReqAGA, NoKbd;2097152;58;59;0
DeathOrGlory_v1.0_De.zip;DeathOrGloryDe\DeathOrGloryDe.Slave;DeathOrGlory_v1.0_De.zip_DeathOrGloryDe.Slave.txt;Death or Glory;1994 Software 2000;524;10;Disk, NoError;524288;58;59;524288
DeathSword_v1.0.zip;DeathSword\DeathSword.Slave;DeathSword_v1.0.zip_DeathSword.Slave.txt;Death Sword;1988 Palace/Epyx;5560;16;NoError, EmulPriv, Examine;524288;0;5d;262144
DeathTrap_v1.0_1021.zip;DeathTrap\DeathTrap.Slave;DeathTrap_v1.0_1021.zip_DeathTrap.Slave.txt;Death Trap;1990 Anco;1188;10;NoError, EmulTrap;524288;0;59;0
DebutPlanetSimulation_v1.1.lha;DebutPlanetSimulation\DebutPlanetSimulation.Slave;DebutPlanetSimulation_v1.1.lha_DebutPlanetSimulation.Slave.txt;D?but: Planet Simulation;1990 Pandora;1808;17;NoError, ClearMem;438272;0;5d;311296
Deconstruction_v1.0.zip;Deconstruction\Deconstruction.Slave;Deconstruction_v1.0.zip_Deconstruction.Slave.txt;Deconstruction;1994-98 Brain Logo;4516;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;2097152;0;59;524288
Deconstruction_v1.0_AGA.zip;DeconstructionAGA\DeconstructionAGA.Slave;Deconstruction_v1.0_AGA.zip_DeconstructionAGA.Slave.txt;Deconstruction;1994-98 Brain Logo;4516;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;2097152;0;59;524288
DeepCore_v1.1.zip;DeepCore\DeepCore.slave;DeepCore_v1.1.zip_DeepCore.slave.txt;Deep Core;1993 ICE;2120;10;Disk, NoError, EmulTrap;1044480;0;5f;0
DeepSpace_v1.2.zip;DeepSpace\DeepSpace.slave;DeepSpace_v1.2.zip_DeepSpace.slave.txt;Deep Space;1986 Psygnosis;756;10;NoError, EmulTrap;528384;0;59;0
Deep_v1.0.zip;Deep\Deep.Slave;Deep_v1.0.zip_Deep.Slave.txt;The Deep;1988 Cream Corp/US Gold;1080;10;NoError, EmulTrap, NoKbd;524288;0;59;4096
Defender2_v1.0.zip;Defender2\Defender2.Slave;Defender2_v1.0.zip_Defender2.Slave.txt;Defender 2;1990 Arc;1628;10;NoError, EmulTrap, NoKbd;524288;0;59;4096
DefenderOfTheCrown2_v1.0_CD32.zip;DefenderOfTheCrown2CD32\DefenderOfTheCrown2CD32.slave;DefenderOfTheCrown2_v1.0_CD32.zip_DefenderOfTheCrown2CD32.slave.txt;Defender Of The Crown 2 CDTV;1993 Commodore Electronics;4472;16;NoError, EmulPriv, Examine;1048576;0;5d;1048576
DefenderOfTheCrown2_v1.1_CD32.zip;DefenderOfTheCrown2CD32\DefenderOfTheCrown2CD32.slave;DefenderOfTheCrown2_v1.1_CD32.zip_DefenderOfTheCrown2CD32.slave.txt;Defender Of The Crown 2 CD??/CDTV;1993 Commodore Electronics;5540;16;NoError, Req68020, EmulPriv, Examine;1048576;0;5d;1048576
DefenderOfTheCrown_v3.0b_0317.zip;DefenderOfTheCrown\DefenderOfTheCrown.Slave;DefenderOfTheCrown_v3.0b_0317.zip_DefenderOfTheCrown.Slave.txt;Defender Of The Crown;1986 Cinemaware/Master Designer Software;4720;16;NoError, EmulPriv, Examine;524288;0;5d;786432
DefenderOfTheCrown_v3.0b_CDTV.zip;DefenderOfTheCrownCDTV\DefenderOfTheCrownCDTV.Slave;DefenderOfTheCrown_v3.0b_CDTV.zip_DefenderOfTheCrownCDTV.Slave.txt;Defender Of The Crown CDTV;1985-1989 Master Designer Software;4712;16;NoError, EmulPriv, Examine;524288;0;5d;786432
DefenderOfTheCrown_v3.1_0317.zip;DefenderOfTheCrown\DefenderOfTheCrown.Slave;DefenderOfTheCrown_v3.1_0317.zip_DefenderOfTheCrown.Slave.txt;Defender Of The Crown;1986 Cinemaware/Master Designer Software;5096;16;NoError, EmulPriv, Examine;524288;0;5d;524288
DefenderOfTheCrown_v3.1_CDTV.zip;DefenderOfTheCrownCDTV\DefenderOfTheCrownCDTV.Slave;DefenderOfTheCrown_v3.1_CDTV.zip_DefenderOfTheCrownCDTV.Slave.txt;Defender Of The Crown CDTV;1985-1989 Master Designer Software;4712;16;NoError, EmulPriv, Examine;524288;0;5d;786432
DefendersOfTheEarth_v1.1_0456.zip;DefendersOfTheEarth\DefendersOfTheEarth.Slave;DefendersOfTheEarth_v1.1_0456.zip_DefendersOfTheEarth.Slave.txt;Defenders Of The Earth (DOE);Enigma Variations;2668;10;Disk, NoError, EmulTrap, NoKbd;524288;58;5f;0
Defender_v1.0_Ratsoft.zip;DefenderRatsoft\DefenderRatsoft.slave;Defender_v1.0_Ratsoft.zip_DefenderRatsoft.slave.txt;Defender;1994 Giles.F.McArdell;4812;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;524288
DefenseurDeLaCouronne2_v1.0_CD32_Fr.zip;DefenseurCouronne2CD32Fr\DefenseurCouronne2CD32Fr.slave;DefenseurDeLaCouronne2_v1.0_CD32_Fr.zip_DefenseurCouronne2CD32Fr.slave.txt;Defender Of The Crown 2 CDTV;1993 Commodore Electronics;4472;16;NoError, EmulPriv, Examine;1048576;0;5d;1048576
DefensorDeLaCorona2_v1.0_CD32_Es.zip;DefensorDeLaCorona2CD32Es\DefensorDeLaCorona2CD32Es.slave;DefensorDeLaCorona2_v1.0_CD32_Es.zip_DefensorDeLaCorona2CD32Es.slave.txt;Defender Of The Crown 2 CDTV;1993 Commodore Electronics;4472;16;NoError, EmulPriv, Examine;1048576;0;5d;1048576
Deflektor_v1.11_1087.zip;Deflektor\Deflektor.slave;Deflektor_v1.11_1087.zip_Deflektor.slave.txt;Deflektor;1988 Gremlin;796;10;Disk, NoError, EmulTrap;524288;5c;5d;0
DejaVu2LostInLasVegas_v1.0.zip;DejaVu2LostInLasVegas\DejaVu2LostInLasVegas.Slave;DejaVu2LostInLasVegas_v1.0.zip_DejaVu2LostInLasVegas.Slave.txt;D?j? Vu II: Lost in Las Vegas!!;1989 Mindscape;4368;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;327680
DejaVuANightmareComesTrue_v1.0_1832.zip;DejaVuANightmareComesTrue\DejaVuANightmareComesTrue.Slave;DejaVuANightmareComesTrue_v1.0_1832.zip_DejaVuANightmareComesTrue.Slave.txt;D?j? Vu: A Nightmare Comes True!!;1986 Mindscape;4312;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
Deliverance_v1.2_1500.zip;Deliverance\Deliverance.Slave;Deliverance_v1.2_1500.zip_Deliverance.Slave.txt;Deliverance;1990 21st Century Entertainment;1324;13;NoError, EmulTrap, ClearMem;1048576;0;59;0
DeluxeGalaga_v1.1.zip;DeluxeGalaga\DeluxeGalaga.Slave;DeluxeGalaga_v1.1.zip_DeluxeGalaga.Slave.txt;Deluxe Galaga (ECS) v2.6;1995 Edgar M.Vigdal.;4888;16;NoError, EmulPriv, Examine;1048576;0;59;786432
DeluxeGalaga_v1.1_AGA.zip;DeluxeGalagaAGA\DeluxeGalagaAGA.Slave;DeluxeGalaga_v1.1_AGA.zip_DeluxeGalagaAGA.Slave.txt;Deluxe Galaga (AGA) v2.6;1995 Edgar M.Vigdal.;4860;16;NoError, Req68020, EmulPriv, Examine;2097152;0;59;1048576
DeluxePacman_v1.0.zip;DeluxePacman\DeluxePacman.Slave;DeluxePacman_v1.0.zip_DeluxePacman.Slave.txt;Deluxe Pacman (ECS) v1.6;1995 Edgar M.Vigdal.;5016;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;786432
DeluxePacman_v1.0_AGA.zip;DeluxePacmanAGA\DeluxePacmanAGA.Slave;DeluxePacman_v1.0_AGA.zip_DeluxePacmanAGA.Slave.txt;Deluxe Pacman (AGA) v1.6;1995 Edgar M.Vigdal.;4944;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;1048576;0;59;1048576
DeluxeStripPoker2&DataDisks_v1.0.zip;DeluxeStripPoker2&DDisks\DeluxeStripPoker2&DDisks.Slave;DeluxeStripPoker2&DataDisks_v1.0.zip_DeluxeStripPoker2&DDisks.Slave.txt;Strip Poker 3;1991 Artworx;4020;16;NoError, EmulPriv, Examine;524288;0;59;786432
DeluxeStripPoker2_v1.0.zip;DeluxeStripPoker2\DeluxeStripPoker2.Slave;DeluxeStripPoker2_v1.0.zip_DeluxeStripPoker2.Slave.txt;Strip Poker 3;1991 Artworx;4020;16;NoError, EmulPriv, Examine;524288;0;59;786432
