"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"DigitalConcert6\DigitalConcert6.Slave";"NoError, ClearMem";"Digital Concert #6 ? 1991 Flash Production";"Digital Concert #6";"1991 Flash Production";"4096";"D\DigitalConcert6_v1.1_FlashProduction.lha";"DigitalConcert6";"DigitalConcert6";"0";"whdload";"524288";"926866";"DigitalConcert6";"OCS/ECS";"";"";"";"";"";"digital concert 6 flash production"
"DigitalConcert\DigitalConcert.Slave";"NoError, ClearMem";"Digital Concert #1 ? 1989 Flash Production";"Digital Concert #1";"1989 Flash Production";"4096";"D\DigitalConcert_v1.0_FlashProduction.lha";"DigitalConcert";"DigitalConcert";"0";"whdload";"524288";"841620";"DigitalConcert";"OCS/ECS";"";"";"";"";"";"digital concert 1 flash production"
"DigitalInnovation\DigitalInnovation.slave";"Disk, NoError, EmulTrap";"Digital Innovation by Anarchy (c) 1991 - 1 disk.";"Digital Innovation";"1991 Anarchy";"0";"D\DigitalInnovation_v1.0_Anarchy.lha";"DigitalInnovation";"DigitalInnovation";"0";"whdload";"524288";"907049";"DigitalInnovation";"OCS/ECS";"";"";"";"";"";"digital innovation anarchy"
"DigitalMusicArt\DigitalMusicArt.Slave";"NoError, EmulTrap, ClearMem";"Digital Music Art ? 1992 Wildfire.";"Digital Music Art";"1992 Wildfire";"0";"D\DigitalMusicArt_v1.0_Wildfire.lha";"DigitalMusicArt";"DigitalMusicArt";"0";"whdload";"524288";"389333";"DigitalMusicArt";"OCS/ECS";"";"";"";"";"";"digital music art wildfire"
"DigitalNoises\DigitalNoises.Slave";"NoError, EmulTrap, ClearMem";"Digital Noises ? 1991 Ram Jam.";"Digital Noises";"1991 Ram Jam";"0";"D\DigitalNoises_v1.0_RamJam.lha";"DigitalNoises";"DigitalNoises";"0";"whdload";"524288";"762411";"DigitalNoises";"OCS/ECS";"";"";"";"";"";"digital noises ram jam"
"DigitalSounds1\DigitalSounds1.Slave";"NoError, EmulTrap, ClearMem";"Digital Sounds Volume 1 ? 1990 The Warfalcons.";"Digital Sounds Volume 1";"1990 Warfalcons";"0";"D\DigitalSounds1_v1.0_Warfalcons.lha";"DigitalSounds1";"DigitalSounds1";"0";"whdload";"524288";"927046";"DigitalSounds1";"OCS/ECS";"";"";"";"";"";"digital sounds 1 volume warfalcons"
"DirtAGA\DirtAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Dirt ? 1994 Mystic - 1 disk";"Dirt";"1994 Mystic";"4096";"D\Dirt_v1.4_Mystic_AGA.lha";"DirtAGA";"DirtAGA";"0";"whdload";"786432";"374854";"Dirt";"AGA";"";"";"";"";"";"dirt aga mystic"
"DiscoFever\DiscoFever.Slave";"NoError, EmulTrap, ClearMem";"Disco Fever ? 1990 Ipec Elite.";"Disco Fever";"1990 Ipec Elite";"0";"D\DiscoFever_v1.0_IpecElite.lha";"DiscoFever";"DiscoFever";"0";"whdload";"524288";"640968";"DiscoFever";"OCS/ECS";"";"";"";"";"";"disco fever ipec elite"
"DivineInspiration\DivineInspiration.Slave";"NoError, EmulTrap, ClearMem";"Divine Inspiration ? 1991 Goldfire.";"Divine Inspiration";"1991 Goldfire";"0";"D\DivineInspiration_v1.0_Goldfire.lha";"DivineInspiration";"DivineInspiration";"0";"whdload";"524288";"856659";"DivineInspiration";"OCS/ECS";"";"";"";"";"";"divine inspiration goldfire"
"DizzyTunes2\DizzyTunes2.Slave";"NoError, EmulTrap, ClearMem";"Dizzy Tunes 2 ? 1994 Noiseless & Spaceballs.";"Dizzy Tunes 2";"1994 Noiseless & Spaceballs";"0";"D\DizzyTunes2_v1.0_Noiseless&Spaceballs.lha";"DizzyTunes2";"DizzyTunes2";"0";"whdload";"1048576";"2746813";"DizzyTunes2";"OCS/ECS";"";"";"";"";"";"dizzy tunes 2 noiseless spaceballs"
"DizzyTunes\DizzyTunes.Slave";"NoError, EmulTrap, ClearMem";"Dizzy Tunes ? 1992 Silents & Noiseless";"Dizzy Tunes";"1992 Silents & Noiseless";"4096";"D\DizzyTunes_v1.0_Silents&Noiseless.lha";"DizzyTunes";"DizzyTunes";"0";"whdload";"524288";"925315";"DizzyTunes";"OCS/ECS";"";"";"";"";"";"dizzy tunes silents noiseless"
"DogsCogsAGA\DogsCogsAGA.Slave";"NoError, EmulTrap, ReqAGA, ClearMem";"The Dog's Cogs ? 1995 Nerve Axis.";"The Dog";"1995 Nerve Axis";"0";"D\DogsCogs_v1.1_NerveAxis_AGA.lha";"DogsCogsAGA";"DogsCogsAGA";"0";"whdload";"2097152";"2112902";"DogsCogs";"AGA";"";"";"";"";"";"dogs cogs aga the dog nerve axis"
"DonMartinMusicDisk\DonMartinMusicDisk.Slave";"NoError, EmulTrap, ClearMem";"Don Martin Music Disk ? 1990 Hypnosis.";"Don Martin Music Disk";"1990 Hypnosis";"0";"D\DonMartinMusicDisk_v1.0_Hypnosis.lha";"DonMartinMusicDisk";"DonMartinMusicDisk";"0";"whdload";"524288";"730120";"DonMartinMusicDisk";"OCS/ECS";"";"";"";"";"";"don martin music disk hypnosis"
"DontPanic\DontPanic.Slave";"NoError, EmulTrap, ClearMem";"Don't Panic ? 1992 LSD.";"Don";"1992 LSD";"196608";"D\DontPanic_v1.0_LSD.lha";"DontPanic";"DontPanic";"0";"whdload";"524288";"1253243";"DontPanic";"OCS/ECS";"";"";"";"";"";"dont panic don lsd"
"DOS\DOS.slave";"NoError";"D.O.S. ? 1992 Andromeda - 1 disk";"D.O.S.";"1992 Andromeda";"0";"D\DOS_v1.1_Andromeda.lha";"DOS";"DOS";"0";"whdload";"524288";"757254";"DOS";"OCS/ECS";"";"";"";"";"";"dos andromeda"
"DoTheBartman\DoTheBartman.Slave";"NoError, EmulTrap, ClearMem";"Do the Bartman ? 1991 FreeHand.";"Do The Bartman";"1991 FreeHand";"0";"D\DoTheBartman_v1.0_FreeHand.lha";"DoTheBartman";"DoTheBartman";"0";"whdload";"524288";"452174";"DoTheBartman";"OCS/ECS";"";"";"";"";"";"do the bartman free hand"
"DoubleIntro\DoubleIntro.Slave";"NoError, EmulTrap, ClearMem";"Double Intro ? 1991 Vega.";"Double Intro";"1991 Vega";"0";"D\DoubleIntro_v1.0_Vega.lha";"DoubleIntro";"DoubleIntro";"0";"whdload";"524288";"108623";"Double";"OCS/ECS";"";"";"";"Intro";"";"double intro part1 vega"
"DragonLord\DragonLord.Slave";"NoError, EmulPriv, Examine";"demo called:";"Dragon Lord demo";"19?? ALFA FORCE";"786432";"D\DragonLord_v1.0_AlfaForce.lha";"DragonLord";"DragonLord";"0";"whdload";"524288";"525260";"DragonLord";"OCS/ECS";"";"";"";"";"";"dragon lord alfaforce"
"DreamTrippin\DreamTrippin.Slave";"NoError, EmulTrap, ClearMem";"Dream Tripping ? 1993 Digital";"Dream Tripping";"1993 Digital";"4096";"D\DreamTrippin_v1.0_Digital.lha";"DreamTrippin";"DreamTrippin";"0";"whdload";"524288";"1024713";"DreamTrippin";"OCS/ECS";"";"";"";"";"";"dream trippin tripping digital"
"Drums&Pipes\Drums&Pipes.Slave";"NoError, EmulTrap, ClearMem";"Drums and Pipes ? 1991 TRSI.";"Drums & Pipes";"1991 TRSI";"0";"D\Drums&Pipes_v1.0_TRSI.lha";"Drums&Pipes";"Drums&Pipes";"0";"whdload";"524288";"920370";"Drums&Pipes";"OCS/ECS";"";"";"";"";"";"drums pipes trsi"
"Drums&Reverbs\Drums&Reverbs.Slave";"NoError, EmulTrap, ClearMem";"Drums and Reverbs ? 1992 Chryseis.";"Drums & Reverbs";"1992 Chryseis";"0";"D\Drums&Reverbs_v1.0_Chryseis.lha";"Drums&Reverbs";"Drums&Reverbs";"0";"whdload";"524288";"1820226";"Drums&Reverbs";"OCS/ECS";"";"";"";"";"";"drums reverbs chryseis"
"DrunkDesertDemo\DrunkDesertDemo.Slave";"NoError";"";"Drunk Desert Demo";"1990 Paradox";"0";"D\DrunkDesertDemo_v1.0_Paradox.lha";"DrunkDesertDemo";"DrunkDesertDemo";"0";"whdload";"524288";"118217";"DrunkDesert";"OCS/ECS";"";"";"Demo";"";"";"drunk desert demo paradox"
"Dynamo\Dynamo.Slave";"NoError, EmulTrap, ClearMem";"Dynamo ? 1994 Orion.";"Dynamo";"1994 Orion";"0";"D\Dynamo_v1.0_Orion.lha";"Dynamo";"Dynamo";"0";"whdload";"524288";"1821615";"Dynamo";"OCS/ECS";"";"";"";"";"";"dynamo orion"
"Dyspepsia\Dyspepsia.Slave";"NoError, EmulTrap, ClearMem";"Dyspepsia ? 1993 Analogy.";"Dyspepsia";"1993 Analogy";"524288";"D\Dyspepsia_v1.0_Analogy.lha";"Dyspepsia";"Dyspepsia";"0";"whdload";"524288";"919909";"Dyspepsia";"OCS/ECS";"";"";"";"";"";"dyspepsia analogy"
"EargasmTunes\EargasmTunes.Slave";"NoError, EmulTrap, ClearMem";"Eargasm Tunes ? 1989 The Silents.";"Eargasm Tunes";"1989 The Silents";"0";"E\EargasmTunes_v1.00a_Silents.lha";"EargasmTunes";"EargasmTunes";"0";"whdload";"524288";"1386421";"EargasmTunes";"OCS/ECS";"";"";"";"";"";"eargasm tunes the silents"
"Earwig\Earwig.Slave";"NoError, EmulTrap";"Earwig ? 1993 Infect.";"Earwig";"1993 Infect";"524288";"E\Earwig_v1.0_Infect.lha";"Earwig";"Earwig";"0";"whdload";"524288";"912935";"Earwig";"OCS/ECS";"";"";"";"";"";"earwig infect"
"ECESSlideshow\ECESSlideshow.slave";"NoError, EmulTrap, ReqAGA, ClearMem";"E.C.E.S. Slideshow ? 1991 Rebels.";"ECES Slideshow";"1991 Rebels";"0";"E\ECESSlideshow_v1.02_Rebels.lha";"ECESSlideshow";"ECESSlideshow";"0";"whdload";"524288";"919123";"ECESSlideshow";"AGA";"";"";"";"";"";"ecesslideshow eces slideshow rebels"
"Ecliptica\Ecliptica.Slave";"NoError, ClearMem";"Ecliptica ?1992 TRSI";"Ecliptica";"1992 TRSI";"454656";"E\Ecliptica_v1.0_Tristar&RedSectorInc.lha";"Ecliptica";"Ecliptica";"0";"whdload";"1048576";"756617";"Ecliptica";"OCS/ECS";"";"";"";"";"";"ecliptica trsi"
"ElectricSound3\ElectricSound3.Slave";"NoError, EmulTrap, ClearMem";"Electric Sound 3 ? 1990 Goonies.";"Electric Sound 3";"1990 Goonies";"0";"E\ElectricSound3_v1.0_Goonies.lha";"ElectricSound3";"ElectricSound3";"0";"whdload";"524288";"921085";"ElectricSound3";"OCS/ECS";"";"";"";"";"";"electric sound 3 goonies"
"ElectronsAtWork\ElectronsAtWork.Slave";"NoError";"Electrons at work ? 1998 The Electronic Knights.";"Electrons at work";"1998 by TEK";"524288";"E\ElectronsAtWork_v1.1_ElectronicKnights.lha";"ElectronsAtWork";"ElectronsAtWork";"0";"whdload";"524288";"911095";"ElectronsAtWork";"OCS/ECS";"";"";"";"";"";"electrons at work by tek"
"Elysium\Elysium.Slave";"Disk, NoError, EmulTrap";"Elysium, ?1991 Sanity";"-< E L Y S I U M >-";"1991 Sanity";"0";"E\Elysium_v1.0_Sanity.lha";"Elysium";"Elysium";"0";"whdload";"589824";"302336";"Elysium";"OCS/ECS";"";"";"";"";"";"elysium 1 sanity"
"EmptyheadAGA\EmptyheadAGA.Slave";"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Emptyhead ? 1993 (damn) Rednex.";"Empty Head";"1993 Rednex";"2138112";"E\Emptyhead_v1.3_Rednex_AGA.lha";"EmptyheadAGA";"EmptyheadAGA";"0";"whdload";"1069056";"922052";"Emptyhead";"AGA";"";"";"";"";"";"emptyhead aga empty head rednex"
"EndOfMaloy\EndOfMaloy.Slave";"NoError, EmulTrap, ClearMem";"End of Maloy ? 1990 The Silents.";"End of Maloy";"1990 The Silents";"0";"E\EndOfMaloy_v1.0_Silents.lha";"EndOfMaloy";"EndOfMaloy";"0";"whdload";"524288";"411531";"EndOfMaloy";"OCS/ECS";"";"";"";"";"";"end of maloy the silents"
"EndOfTheMisery\EndOfTheMisery.Slave";"NoError, EmulTrap, ClearMem";"End Of The Misery ? 1993 Sagazity";"End of the misery";"1993 Sagazity";"524288";"E\EndOfMisery_v1.0_Sagazity.lha";"EndOfTheMisery";"EndOfTheMisery";"0";"whdload";"524288";"1822355";"EndOfTheMisery";"OCS/ECS";"";"";"";"";"";"end of the misery sagazity"
"EngineAGA\EngineAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"The Engine ? 1997 Ramses";"The Engine";"1997 Ramses";"6758400";"E\Engine_v1.0_Ramses_AGA.lha";"EngineAGA";"EngineAGA";"0";"whdload";"659456";"4222835";"Engine";"AGA";"";"";"";"";"";"engine aga the ramses"
"Enigma\Enigma.slave";"NoError, ClearMem";"Enigma, 1991 Phenomena (1 disk).";"Enigma";"1991 Phenomena";"0";"E\Enigma_v1.3_Phenomena.lha";"Enigma";"Enigma";"0";"whdload";"524288";"912390";"Enigma";"OCS/ECS";"";"";"";"";"";"enigma phenomena"
"EnjoyTheSilents\EnjoyTheSilents.Slave";"Disk, NoError, EmulTrap";"Enjoy The Silents ? 1992 TSL - 1 disk";"Enjoy the Silents";"1992 The Silents";"0";"E\EnjoyTheSilents_v1.0_Silents.lha";"EnjoyTheSilents";"EnjoyTheSilents";"0";"whdload";"1048576";"912334";"EnjoyTheSilents";"OCS/ECS";"";"";"";"";"";"enjoy the silents"
"Epilepsia2\Epilepsia2.Slave";"NoError, EmulTrap, ClearMem";"Epilepsia 2 1992 Amnesia.";"Epilepsia 2";"1992 Amnesia";"0";"E\Epilepsia2_v1.0_Amnesia.lha";"Epilepsia2";"Epilepsia2";"0";"whdload";"524288";"918413";"Epilepsia2";"OCS/ECS";"";"";"";"";"";"epilepsia 2 amnesia"
"Epilepsia\Epilepsia.Slave";"NoError, EmulTrap, ClearMem";"Epilepsia 1992 Amnesia.";"Epilepsia";"1992 Amnesia";"524288";"E\Epilepsia_v1.0_Amnesia.lha";"Epilepsia";"Epilepsia";"0";"whdload";"524288";"920325";"Epilepsia";"OCS/ECS";"";"";"";"";"";"epilepsia amnesia"
"Erazorhead\Erazorhead.Slave";"NoError, EmulTrap, ClearMem";"Erazorhead ? 1991 Razor 1911.";"Erazorhead";"1991 Razor 1911";"0";"E\Erazorhead_v1.0_Razor1911.lha";"Erazorhead";"Erazorhead";"0";"whdload";"524288";"157685";"Erazorhead";"OCS/ECS";"";"";"";"";"";"erazorhead razor"
"EssentialBeats3\EssentialBeats3.Slave";"NoError, EmulTrap, ClearMem";"Essential Beats Volume 3 ? 1994 Quote.";"Essential Beats 3";"1994 Quote";"0";"E\EssentialBeats3_v1.0_Quote.lha";"EssentialBeats3";"EssentialBeats3";"0";"whdload";"524288";"897643";"EssentialBeats3";"OCS/ECS";"";"";"";"";"";"essential beats 3 quote"
"EssentialClassics\EssentialClassics.Slave";"NoError, EmulTrap, ClearMem";"Essential Classics ? 1993 Nova.";"Essential Classics";"1993 Nova";"0";"E\EssentialClassics_v1.0_Nova.lha";"EssentialClassics";"EssentialClassics";"0";"whdload";"524288";"920126";"EssentialClassics";"OCS/ECS";"";"";"";"";"";"essential classics nova"
"EstprobalMastic\EstprobalMastic.Slave";"NoError, EmulTrap, ClearMem";"Estprobal Mastic ? 1992 Imagine.";"Estprobal Mastic";"1992 Imagine";"0";"E\EstprobalMastic_v1.0_Imagine.lha";"EstprobalMastic";"EstprobalMastic";"0";"whdload";"524288";"950574";"EstprobalMastic";"OCS/ECS";"";"";"";"";"";"estprobal mastic imagine"
"Exage\Exage.Slave";"NoError, EmulTrap";"Exage ? 1990 Burning Independence.";"Exage";"1990 Burning Independence";"0";"E\Exage_v1.0_BurningIndependence.lha";"Exage";"Exage";"0";"whdload";"524288";"921758";"Exage";"OCS/ECS";"";"";"";"";"";"exage burning independence"
"Excess\Excess.Slave";"NoError, EmulTrap, ClearMem";"Excess ? 1993 Reflex.";"Excess";"1993 Reflex";"589824";"E\Excess_v1.0_Reflex.lha";"Excess";"Excess";"0";"whdload";"524288";"919080";"Excess";"OCS/ECS";"";"";"";"";"";"excess reflex"
"Experiment\Experiment.Slave";"NoError, EmulTrap, ClearMem";"Experiment ? 1991 Ram Jam.";"Experiment";"1991 Ram Jam";"0";"E\Experiment_v1.0_RamJam.lha";"Experiment";"Experiment";"0";"whdload";"524288";"111554";"Experiment";"OCS/ECS";"";"";"";"";"";"experiment ram jam"
"ExplorerAGA\ExplorerAGA.slave";"Disk, NoError, Req68020, ReqAGA";"Explorer ? 1994 Delight.";"";"";"";"E\Explorer_v1.0_Delight_AGA.lha";"ExplorerAGA";"ExplorerAGA";"0";"whdload";"2097152";"908502";"Explorer";"AGA";"";"";"";"";"";"explorer delight"
"Expressions\Expressions.Slave";"NoError, EmulTrap, ClearMem";"Expressions ? 1989 Timecircle.";"Expressions";"1989 Timecircle";"0";"E\Expressions_v1.0_Timecircle.lha";"Expressions";"Expressions";"0";"whdload";"524288";"919684";"Expressions";"OCS/ECS";"";"";"";"";"";"expressions timecircle"
"Extemporized\Extemporized.Slave";"NoError";"Extemporized ? 1993 Digital - 1 disk";"Extemporized";"1993 Digital";"0";"E\Extemporized_v1.0_Digital.lha";"Extemporized";"Extemporized";"0";"whdload";"528384";"912179";"Extemporized";"OCS/ECS";"";"";"";"";"";"extemporized digital"
"Extension\Extension.slave";"Disk, NoError";"";"Extension";"1993 Pygmy Projects";"491520";"E\Extension_v1.4_PygmyProjects.lha";"Extension";"Extension";"0";"whdload";"454656";"717619";"Extension";"OCS/ECS";"";"";"";"";"";"extension pygmy projects"
"FaceAnotherDay\FaceAnotherDay.Slave";"NoError, EmulTrap, ClearMem";"Face Another Day ? 1991 Razor 1911.";"Face Another Day";"1991 Razor 1911";"0";"F\FaceAnotherDay_v1.0_Razor1911.lha";"FaceAnotherDay";"FaceAnotherDay";"0";"whdload";"524288";"922417";"FaceAnotherDay";"OCS/ECS";"";"";"";"";"";"face another day razor"
"FaktoryAGA\FaktoryAGA.Slave";"NoError, EmulTrap, ReqAGA, ClearMem";"Faktory ? 1995 Virtual Dreams/Fairlight.";"Faktory";"1995 Virtual Dreams/Fairlight";"2183168";"F\Faktory_v1.1_Fairlight&VirtualDreams_AGA.lha";"FaktoryAGA";"FaktoryAGA";"0";"whdload";"573440";"2193763";"Faktory";"AGA";"";"";"";"";"";"faktory aga virtual dreams fairlight"
"FallingUp\FallingUp.Slave";"NoError, EmulTrap, ClearMem";"Falling Up ? 1992 Analog";"Falling Up";"1992 Analog";"856064";"F\FallingUp_v1.1_Analog.lha";"FallingUp";"FallingUp";"0";"whdload";"524288";"921387";"FallingUp";"OCS/ECS";"";"";"";"";"";"falling up analog"
"FantasticArt\FantasticArt.slave";"Disk, NoError, EmulTrap";"The Fantastic Art ? 1990 Crusaders.";"";"";"";"F\FantasticArt_v1.0_Crusaders.lha";"FantasticArt";"FantasticArt";"0";"whdload";"524288";"1833037";"FantasticArt";"OCS/ECS";"";"";"";"";"";"fantastic art"
"FantasticDream\FantasticDream.Slave";"NoError, EmulTrap, ClearMem";"Fantastic Dream ? 1994 Saints.";"Fantastic Dream";"1994 Saints";"0";"F\FantasticDream_v1.0_Saints.lha";"FantasticDream";"FantasticDream";"0";"whdload";"524288";"924699";"FantasticDream";"OCS/ECS";"";"";"";"";"";"fantastic dream saints"
"FantasticPixVol1\FantasticPixVol1.Slave";"NoError, EmulTrap, ClearMem";"Fantastic Pix Vol.1 ? 1990 Venom.";"Fantastic Pix Vol.1";"1990 Venom";"0";"F\FantasticPixVol1_v1.0_Venom.lha";"FantasticPixVol1";"FantasticPixVol1";"0";"whdload";"524288";"369276";"FantasticPixVol1";"OCS/ECS";"";"";"";"";"";"fantastic pix 1 venom"
"FasterThanHell\FasterThanHell.Slave";"Disk, NoError, EmulTrap, ClearMem";"Faster Than Hell ? 1992 W.F.M.H.";"Faster Than Hell";"1992 W.F.M.H.";"0";"F\FasterThanHell_v1.0_WFMH.lha";"FasterThanHell";"FasterThanHell";"0";"whdload";"1048576";"909122";"FasterThanHell";"OCS/ECS";"";"";"";"";"";"faster than hell"
"Finlandia\Finlandia.Slave";"NoError, EmulTrap, ClearMem";"Finlandia ? 1992 Dual Crew & Complex.";"Finlanda";"1992 Dual Crew&Complex";"0";"F\Finlandia_v1.0_DualCrew&Complex.lha";"Finlandia";"Finlandia";"0";"whdload";"524288";"2728088";"Finlandia";"OCS/ECS";"";"";"";"";"";"finlandia finlanda dual crew complex"
"FirstDemo\FirstDemo.Slave";"NoError, EmulTrap, ClearMem";"First Demo ? 1989 Exact.";"First Demo";"1989 Exact";"0";"F\FirstDemo_v1.0_Exact.lha";"FirstDemo";"FirstDemo";"0";"whdload";"524288";"108675";"First";"OCS/ECS";"";"";"Demo";"";"";"first demo exact"
"FlowerPower\FlowerPower.Slave";"NoError, EmulTrap";"Flower Power ? 1992 Anarchy - 1 disk";"Flower Power";"1992 Anarchy";"0";"F\FlowerPower_v1.0_Anarchy.lha";"FlowerPower";"FlowerPower";"0";"whdload";"1048576";"921007";"FlowerPower";"OCS/ECS";"";"";"";"";"";"flower power anarchy"
"FollowMe\FollowMe.Slave";"NoError, EmulTrap, ClearMem";"Follow Me ? 1990 Red Sector Inc.";"Follow Me";"1990 Red Sector Inc.";"262144";"F\FollowMe_v1.0_RedSectorInc.lha";"FollowMe";"FollowMe";"0";"whdload";"524288";"276655";"FollowMe";"OCS/ECS";"";"";"";"";"";"follow me red sector inc"
"FoolsGold\FoolsGold.Slave";"NoError";"Fools Gold ? 1991 Sanity.";"Fools Gold";"1991 by Sanity";"0";"F\FoolsGold_v1.0_Sanity.lha";"FoolsGold";"FoolsGold";"0";"whdload";"524288";"909042";"FoolsGold";"OCS/ECS";"";"";"";"";"";"fools gold by sanity"
"Forgotten\Forgotten.Slave";"Disk, NoError";"Forgotten ? 1992 Mirage (1 disk)";"Forgotten";"1992 Mirage";"524288";"F\Forgotten_v1.0_Mirage.lha";"Forgotten";"Forgotten";"0";"whdload";"524288";"717987";"Forgotten";"OCS/ECS";"";"";"";"";"";"forgotten mirage"
"FractalTunes\FractalTunes.Slave";"NoError, EmulTrap, ClearMem";"Fractal Tunes ? 1991 Midnightsun.";"Fractal Tunes";"1991 Midnightsun";"0";"F\FractalTunes_v1.0_MidnightSun.lha";"FractalTunes";"FractalTunes";"0";"whdload";"524288";"920636";"FractalTunes";"OCS/ECS";"";"";"";"";"";"fractal tunes midnightsun"
"FridayAtEightAGA\FridayAtEightAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Friday At Eight ? 1994 Polka Brothers";"Friday At Eight";"1994 Polka Brothers";"4096";"F\FridayAtEight_v1.0_PolkaBrothers_AGA.lha";"FridayAtEightAGA";"FridayAtEightAGA";"0";"whdload";"806912";"357423";"FridayAtEight";"AGA";"";"";"";"";"";"friday at eight aga polka brothers"
"FullMoonAGA\FullMoonAGA.Slave";"NoError, EmulTrap, ReqAGA";"Full Moon ? 1993 Virtual Dreams/Fairlight.";"FullMoon";"1993 Virtual Dreams/Fairlight";"1638400";"F\FullMoon_v1.0_Fairlight&VirtualDreams_AGA.lha";"FullMoonAGA";"FullMoonAGA";"0";"whdload";"1048576";"1590938";"FullMoon";"AGA";"";"";"";"";"";"fullmoon virtual dreams fairlight"
"FutureSynthetix\FutureSynthetix.Slave";"NoError, EmulTrap, ClearMem";"Future Synthetix ? 1990 Anthrox.";"Future Synthetix";"1990 Anthrox";"0";"F\FutureSynthetix_v1.0_Anthrox.lha";"FutureSynthetix";"FutureSynthetix";"0";"whdload";"524288";"416631";"FutureSynthetix";"OCS/ECS";"";"";"";"";"";"future synthetix anthrox"
"GateToHell\GateToHell.Slave";"NoError, EmulTrap, ClearMem";"Gate to Hell ? 1993 Technology.";"Gate to Hell";"1993 Technology";"524288";"G\GateToHell_v1.0_Technology.lha";"GateToHell";"GateToHell";"0";"whdload";"524288";"1819193";"GateToHell";"OCS/ECS";"";"";"";"";"";"gate to hell technology"
"Gathering91Slideshow\Gathering91Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '91 Slideshow ? 1991 Rebels.";"Gathering";"1991 Rebels";"0";"G\Gathering91Slideshow_v1.0_Rebels.lha";"Gathering91Slideshow";"Gathering91Slideshow";"0";"whdload";"524288";"812391";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 91 slideshow rebels"
"Gathering93Slideshow\Gathering93Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '93 Slideshow ? 1993 Majic 12.";"Gathering ";"1993 Majic 12";"0";"G\Gathering93Slideshow_v1.0_Majic12.lha";"Gathering93Slideshow";"Gathering93Slideshow";"0";"whdload";"524288";"741728";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 1993 partyslides majic 12"
"Gen4Demo\Gen4Demo.Slave";"NoError, ClearMem";"Gen4 Demo ? 1990 Dragons.";"Gen4 Demo";"1990 Dragons";"4096";"G\Gen4Demo_v1.1_Dragons.lha";"Gen4Demo";"Gen4Demo";"0";"whdload";"524288";"193252";"Gen4";"OCS/ECS";"";"";"Demo";"";"";"gen 4d emo 4 demo dragons"
"Gevalia\Gevalia.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Gevalia ? 1994 Polka Brothers";"Gevalia";"1994 Polka Brothers";"4096";"G\Gevalia_v1.0_PolkaBrothers.lha";"Gevalia";"Gevalia";"0";"whdload";"770048";"371504";"Gevalia";"AGA";"";"";"";"";"";"gevalia polka brothers"
"GigaDemo3\GigaDemo3.Slave";"NoError, EmulTrap, ClearMem";"Gigademo 3 ? 1989 Triangle & The Gang.";"Gigademo 3";"1989 Triangle & The Gang";"0";"G\GigaDemo3_v1.0_Triangle&TheGang.lha";"GigaDemo3";"GigaDemo3";"0";"whdload";"524288";"926367";"Giga";"OCS/ECS";"";"";"Demo3";"";"";"giga demo 3 gigademo triangle the gang"
"GladiatorMusic\GladiatorMusic.Slave";"NoError, EmulTrap, ClearMem";"Gladiator Music ? 1990 Cryptoburners.";"Gladiator Music";"1990 Cryptoburners";"0";"G\GladiatorMusic_v1.0_Cryptoburners.lha";"GladiatorMusic";"GladiatorMusic";"0";"whdload";"524288";"723087";"GladiatorMusic";"OCS/ECS";"";"";"";"";"";"gladiator music cryptoburners"
"GlobalTrash\GlobalTrash.Slave";"Disk, NoError";"Global Trash ? 1991 Silents DK.";"Global Trash";"1991 Silents DK";"4096";"G\GlobalTrash_v1.0_Silents.lha";"GlobalTrash";"GlobalTrash";"0";"whdload";"524288";"910922";"GlobalTrash";"OCS/ECS";"";"";"";"";"";"global trash silents dk"
"GloomPartyInvitation\GloomPartyInvitation.slave";"NoError, EmulPriv";"Gloom Party Invitation ? 1991 Gloom.";"Gloom Party Invitation";"1991 Gloom";"0";"G\GloomPartyInvitation_v1.0_Gloom.lha";"GloomPartyInvitation";"GloomPartyInvitation";"0";"whdload";"516096";"100107";"GloomPartyInvitation";"OCS/ECS";"";"";"";"";"";"gloom party invitation"
"GlowAGA\GlowAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Glow ? 1996 The Black Lotus";"Glow";"1996 The Black Lotus";"3399680";"G\Glow_v1.0_BlackLotus_AGA.lha";"GlowAGA";"GlowAGA";"0";"whdload";"1085440";"2871502";"Glow";"AGA";"";"";"";"";"";"glow aga the black lotus"
