"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap, ClearMem";"Cyber Sounds 1991 Bastards.";"1991 Bastards";"whdload";"0";"Cyber Sounds";"CyberSounds";"920121";"C\CyberSounds\CyberSounds.Slave";"0";"C\CyberSounds";"524288";"CyberSounds";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Dance Trance ? 1992 Interactive.";"1992 Interactive";"whdload";"0";"Dance Trance";"DanceTrance";"919039";"D\DanceTrance\DanceTrance.Slave";"0";"D\DanceTrance";"524288";"DanceTrance";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Danish Know-How ? 1990 Flash Production.";"1990 Flash Production";"whdload";"0";"Danish Know-How";"DanishKnowHow";"542430";"D\DanishKnowHow\DanishKnowHow.Slave";"0";"D\DanishKnowHow";"524288";"DanishKnowHow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Darkroom ? 1994 Stellar.";"1994 Stellar";"whdload";"0";"Darkroom";"Darkroom";"60493";"D\Darkroom\Darkroom.Slave";"0";"D\Darkroom";"524288";"Darkroom";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Darktro ? 1992 Darkness.";"1992 Darkness";"whdload";"0";"Darktro";"Darktro";"72794";"D\Darktro\Darktro.Slave";"0";"D\Darktro";"524288";"Darktro";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Day Of Reckoning ? 1992 Digital";"1992 Digital";"whdload";"0";"The Day Of Reckoning";"DayOfReckoning";"843044";"D\DayOfReckoning\DayOfReckoning.Slave";"4096";"D\DayOfReckoning";"524288";"DayOfReckoning";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Deadly Jammin 2 ? 1989 Deathstar.";"1989 Deathstar";"whdload";"0";"Deadly Jammin II";"DeadlyJammin2";"912669";"D\DeadlyJammin2\DeadlyJammin2.Slave";"0";"D\DeadlyJammin2";"524288";"DeadlyJammin2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Decibel Overload ? 1992 Cue-X.";"1992 Cue-X";"whdload";"0";"Decibel Overload";"DecibelOverload";"920268";"D\DecibelOverload\DecibelOverload.Slave";"0";"D\DecibelOverload";"524288";"DecibelOverload";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Deepcore ? 1992 Balance.";"1992 Balance";"whdload";"0";"Deepcore";"Deepcore";"528089";"D\Deepcore\Deepcore.Slave";"0";"D\Deepcore";"524288";"Deepcore";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Deformations ? 1992 Deform.";"";"whdload";"0";"";"Deformations";"917495";"D\Deformations\Deformations.slave";"";"D\Deformations";"524288";"Deformations";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Deja Vu by Anarchy (c) 1992 - 1 disk.";"1992 Anarchy";"whdload";"0";"Deja Vu";"DejaVu";"677653";"D\DejaVu\DejaVu.slave";"4096";"D\DejaVu";"524288";"DejaVu";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Delicate Sounds ? 1990 Razor 1911.";"1990 Razor 1911";"whdload";"0";"Delicate Sounds";"DelicateSounds";"913460";"D\DelicateSounds\DelicateSounds.Slave";"0";"D\DelicateSounds";"524288";"DelicateSounds";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Delirium ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Delirium";"Delirium";"162979";"D\Delirium\Delirium.Slave";"0";"D\Delirium";"524288";"Delirium";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Delirium ? 1992 Deform.";"1992 Deform";"whdload";"0";"Delirium";"DeliriumDeform";"797260";"D\DeliriumDeform\DeliriumDeform.Slave";"0";"D\DeliriumDeform";"524288";"DeliriumDeform";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Delirium ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Delirium";"DeliriumFraxion";"162986";"D\DeliriumFraxion\DeliriumFraxion.Slave";"0";"D\DeliriumFraxion";"524288";"DeliriumFraxion";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demodisk 1 1989 Apology.";"1989 Apology";"whdload";"0";"Demodisk 1";"DemoDiskOne";"641801";"D\DemoDiskOne\DemodiskOne.Slave";"0";"D\DemoDiskOne";"524288";"DemoDiskOne";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demo Disk ? 1988 Quest.";"1988 Quest";"whdload";"0";"Demo Disk";"DemoDiskQuest";"716185";"D\DemoDiskQuest\DemoDiskQuest.Slave";"0";"D\DemoDiskQuest";"524288";"DemoDiskQuest";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demo Disk ? 1989 Subway.";"1989 Subway";"whdload";"0";"Demo Disk";"DemoDiskSubway";"888140";"D\DemoDiskSubway\DemoDiskSubway.Slave";"0";"D\DemoDiskSubway";"524288";"DemoDiskSubway";"OCS/ECS";"";"";"";"";""
"NoError";"";"Mute101";"whdload";"0";"Demo";"DemoMute101";"69253";"D\DemoMute101\DemoMute101.Slave";"0";"D\DemoMute101";"524288";"DemoMute101";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"the famous Demons Are Forever ? 1988 D.O.C.";"1988 D.O.C.";"whdload";"0";"Demons Are Forever";"DemonsAreForever";"157941";"D\DemonsAreForever\DemonsAreForever.Slave";"4096";"D\DemonsAreForever";"524288";"DemonsAreForever";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demon's Rage 1993 Nerve Axis.";"1993 Nerve Axis";"whdload";"0";"Demon";"DemonsRage";"447897";"D\DemonsRage\DemonsRage.slave";"0";"D\DemonsRage";"524288";"DemonsRage";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd, ClearMem";"Despair ? 1991 LSD";"1991 LSD";"whdload";"0";"Despair";"Despair";"212739";"D\Despair\Despair.Slave";"8192";"D\Despair";"524288";"Despair";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Det Kniber ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Det Kniber";"DetKniber";"418479";"D\DetKniber\DetKniber.slave";"0";"D\DetKniber";"524288";"DetKniber";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Devil's Key (MD4) ? 1990 Alcatraz (3 disks)";"1990 Alcatraz";"whdload";"0";"Devil";"DevilsKey";"2716379";"D\DevilsKey\DevilsKey.slave";"0";"D\DevilsKey";"524288";"DevilsKey";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Diggy Piggys ? 1990 Channel 42 & Silents.";"1990 Channel 42 & Silents";"whdload";"0";"Diggy Piggys Slideshow";"DiggyPiggys";"1630982";"D\DiggyPiggys\DiggyPiggys.Slave";"0";"D\DiggyPiggys";"524288";"DiggyPiggys";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Complexity ? 1992 Crass.";"1992 Crass";"whdload";"0";"Digital Complexity";"DigitalComplexityCrass";"417938";"D\DigitalComplexityCrass\DigitalComplexityCrass.Slave";"0";"D\DigitalComplexityCrass";"524288";"DigitalComplexityCrass";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #1 ? 1989 Flash Production";"1989 Flash Production";"whdload";"0";"Digital Concert #1";"DigitalConcert";"841010";"D\DigitalConcert\DigitalConcert.Slave";"4096";"D\DigitalConcert";"524288";"DigitalConcert";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #2 ? 1989 Flash Production";"1989 Flash Production";"whdload";"0";"Digital Concert #2";"DigitalConcert2";"904446";"D\DigitalConcert2\DigitalConcert2.Slave";"4096";"D\DigitalConcert2";"524288";"DigitalConcert2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #3 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #3";"DigitalConcert3";"914404";"D\DigitalConcert3\DigitalConcert3.Slave";"4096";"D\DigitalConcert3";"524288";"DigitalConcert3";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd, ClearMem";"Digital Concert #4 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #4";"DigitalConcert4";"925007";"D\DigitalConcert4\DigitalConcert4.Slave";"4096";"D\DigitalConcert4";"524288";"DigitalConcert4";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #5 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #5";"DigitalConcert5";"873938";"D\DigitalConcert5\DigitalConcert5.Slave";"4096";"D\DigitalConcert5";"524288";"DigitalConcert5";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #6 ? 1991 Flash Production";"1991 Flash Production";"whdload";"0";"Digital Concert #6";"DigitalConcert6";"926268";"D\DigitalConcert6\DigitalConcert6.Slave";"4096";"D\DigitalConcert6";"524288";"DigitalConcert6";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Digital Innovation by Anarchy (c) 1991 - 1 disk.";"1991 Anarchy";"whdload";"0";"Digital Innovation";"DigitalInnovation";"906435";"D\DigitalInnovation\DigitalInnovation.slave";"0";"D\DigitalInnovation";"524288";"DigitalInnovation";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Music Art ? 1992 Wildfire.";"1992 Wildfire";"whdload";"0";"Digital Music Art";"DigitalMusicArt";"389333";"D\DigitalMusicArt\DigitalMusicArt.Slave";"0";"D\DigitalMusicArt";"524288";"DigitalMusicArt";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Noises ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Digital Noises";"DigitalNoises";"762411";"D\DigitalNoises\DigitalNoises.Slave";"0";"D\DigitalNoises";"524288";"DigitalNoises";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Sounds Volume 1 ? 1990 The Warfalcons.";"1990 Warfalcons";"whdload";"0";"Digital Sounds Volume 1";"DigitalSounds1";"926448";"D\DigitalSounds1\DigitalSounds1.Slave";"0";"D\DigitalSounds1";"524288";"DigitalSounds1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Disco Fever ? 1990 Ipec Elite.";"1990 Ipec Elite";"whdload";"0";"Disco Fever";"DiscoFever";"640968";"D\DiscoFever\DiscoFever.Slave";"0";"D\DiscoFever";"524288";"DiscoFever";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Divine Inspiration ? 1991 Goldfire.";"1991 Goldfire";"whdload";"0";"Divine Inspiration";"DivineInspiration";"856659";"D\DivineInspiration\DivineInspiration.Slave";"0";"D\DivineInspiration";"524288";"DivineInspiration";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Dizzy Tunes ? 1992 Silents & Noiseless";"1992 Silents & Noiseless";"whdload";"0";"Dizzy Tunes";"DizzyTunes";"924701";"D\DizzyTunes\DizzyTunes.Slave";"4096";"D\DizzyTunes";"524288";"DizzyTunes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Don Martin Music Disk ? 1990 Hypnosis.";"1990 Hypnosis";"whdload";"0";"Don Martin Music Disk";"DonMartinMusicDisk";"730120";"D\DonMartinMusicDisk\DonMartinMusicDisk.Slave";"0";"D\DonMartinMusicDisk";"524288";"DonMartinMusicDisk";"OCS/ECS";"";"";"";"";""
"NoError";"D.O.S. ? 1992 Andromeda - 1 disk";"1992 Andromeda";"whdload";"0";"D.O.S.";"DOS";"750165";"D\DOS\DOS.Slave";"0";"D\DOS";"524288";"DOS";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Do the Bartman ? 1991 FreeHand.";"1991 FreeHand";"whdload";"0";"Do The Bartman";"DoTheBartman";"452174";"D\DoTheBartman\DoTheBartman.Slave";"0";"D\DoTheBartman";"524288";"DoTheBartman";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Double Intro ? 1991 Vega.";"1991 Vega";"whdload";"0";"Double Intro";"DoubleIntro";"108623";"D\DoubleIntro\DoubleIntro.Slave";"0";"D\DoubleIntro";"524288";"Double";"OCS/ECS";"";"";"";"Intro";""
"NoError, EmulTrap, ClearMem";"Dream Tripping ? 1993 Digital";"1993 Digital";"whdload";"0";"Dream Tripping";"DreamTrippin";"1024099";"D\DreamTrippin\DreamTrippin.Slave";"4096";"D\DreamTrippin";"524288";"DreamTrippin";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Drums and Reverbs ? 1992 Chryseis.";"1992 Chryseis";"whdload";"0";"Drums & Reverbs";"Drums&Reverbs";"1820226";"D\Drums&Reverbs\Drums&Reverbs.Slave";"0";"D\Drums&Reverbs";"524288";"Drums&Reverbs";"OCS/ECS";"";"";"";"";""
"NoError";"";"1990 Paradox";"whdload";"0";"Drunk Desert Demo";"DrunkDesertDemo";"118217";"D\DrunkDesertDemo\DrunkDesertDemo.Slave";"0";"D\DrunkDesertDemo";"524288";"DrunkDesert";"OCS/ECS";"";"";"Demo";"";""
"NoError, EmulTrap, ClearMem";"Dynamo ? 1994 Orion.";"1994 Orion";"whdload";"0";"Dynamo";"Dynamo";"1821615";"D\Dynamo\Dynamo.Slave";"0";"D\Dynamo";"524288";"Dynamo";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Eargasm Tunes ? 1989 The Silents.";"1989 The Silents";"whdload";"0";"Eargasm Tunes";"EargasmTunes";"1386421";"E\EargasmTunes\EargasmTunes.Slave";"0";"E\EargasmTunes";"524288";"EargasmTunes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Electric Sound 3 ? 1990 Goonies.";"1990 Goonies";"whdload";"0";"Electric Sound 3";"ElectricSound3";"921085";"E\ElectricSound3\ElectricSound3.Slave";"0";"E\ElectricSound3";"524288";"ElectricSound3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"End of Maloy ? 1990 The Silents.";"1990 The Silents";"whdload";"0";"End of Maloy";"EndOfMaloy";"411531";"E\EndOfMaloy\EndOfMaloy.Slave";"0";"E\EndOfMaloy";"524288";"EndOfMaloy";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Enigma, 1991 Phenomena (1 disk).";"";"whdload";"0";"";"Enigma";"910990";"E\Enigma\Enigma.slave";"";"E\Enigma";"524288";"Enigma";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Epilepsia 2 1992 Amnesia.";"1992 Amnesia";"whdload";"0";"Epilepsia 2";"Epilepsia2";"918413";"E\Epilepsia2\Epilepsia2.Slave";"0";"E\Epilepsia2";"524288";"Epilepsia2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Erazorhead ? 1991 Razor 1911.";"1991 Razor 1911";"whdload";"0";"Erazorhead";"Erazorhead";"157685";"E\Erazorhead\Erazorhead.Slave";"0";"E\Erazorhead";"524288";"Erazorhead";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Essential Beats Volume 3 ? 1994 Quote.";"1994 Quote";"whdload";"0";"Essential Beats 3";"EssentialBeats3";"897643";"E\EssentialBeats3\EssentialBeats3.Slave";"0";"E\EssentialBeats3";"524288";"EssentialBeats3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Essential Classics ? 1993 Nova.";"1993 Nova";"whdload";"0";"Essential Classics";"EssentialClassics";"920126";"E\EssentialClassics\EssentialClassics.Slave";"0";"E\EssentialClassics";"524288";"EssentialClassics";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Estprobal Mastic ? 1992 Imagine.";"1992 Imagine";"whdload";"0";"Estprobal Mastic";"EstprobalMastic";"950574";"E\EstprobalMastic\EstprobalMastic.Slave";"0";"E\EstprobalMastic";"524288";"EstprobalMastic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Exage ? 1990 Burning Independence.";"1990 Burning Independence";"whdload";"0";"Exage";"Exage";"921183";"E\Exage\Exage.Slave";"0";"E\Exage";"524288";"Exage";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Experiment ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Experiment";"Experiment";"111554";"E\Experiment\Experiment.Slave";"0";"E\Experiment";"524288";"Experiment";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Expressions ? 1989 Timecircle.";"1989 Timecircle";"whdload";"0";"Expressions";"Expressions";"919109";"E\Expressions\Expressions.Slave";"0";"E\Expressions";"524288";"Expressions";"OCS/ECS";"";"";"";"";""
"NoError";"Extemporized ? 1993 Digital - 1 disk";"1993 Digital";"whdload";"0";"Extemporized";"Extemporized";"911565";"E\Extemporized\Extemporized.Slave";"0";"E\Extemporized";"528384";"Extemporized";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Face Another Day ? 1991 Razor 1911.";"1991 Razor 1911";"whdload";"0";"Face Another Day";"FaceAnotherDay";"922417";"F\FaceAnotherDay\FaceAnotherDay.Slave";"0";"F\FaceAnotherDay";"524288";"FaceAnotherDay";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"The Fantastic Art ? 1990 Crusaders.";"";"whdload";"0";"";"FantasticArt";"1832417";"F\FantasticArt\FantasticArt.slave";"";"F\FantasticArt";"524288";"FantasticArt";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Fantastic Dream ? 1994 Saints.";"1994 Saints";"whdload";"0";"Fantastic Dream";"FantasticDream";"924101";"F\FantasticDream\FantasticDream.Slave";"0";"F\FantasticDream";"524288";"FantasticDream";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Fantastic Pix Vol.1 ? 1990 Venom.";"1990 Venom";"whdload";"0";"Fantastic Pix Vol.1";"FantasticPixVol1";"369276";"F\FantasticPixVol1\FantasticPixVol1.Slave";"0";"F\FantasticPixVol1";"524288";"FantasticPixVol1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Finlandia ? 1992 Dual Crew & Complex.";"1992 Dual Crew&Complex";"whdload";"0";"Finlanda";"Finlandia";"2727490";"F\Finlandia\Finlandia.Slave";"0";"F\Finlandia";"524288";"Finlandia";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"First Demo ? 1989 Exact.";"1989 Exact";"whdload";"0";"First Demo";"FirstDemo";"108675";"F\FirstDemo\FirstDemo.Slave";"0";"F\FirstDemo";"524288";"First";"OCS/ECS";"";"";"Demo";"";""
"NoError";"Fools Gold ? 1991 Sanity.";"1991 by Sanity";"whdload";"0";"Fools Gold";"FoolsGold";"908428";"F\FoolsGold\FoolsGold.Slave";"0";"F\FoolsGold";"524288";"FoolsGold";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Fractal Tunes ? 1991 Midnightsun.";"1991 Midnightsun";"whdload";"0";"Fractal Tunes";"FractalTunes";"920636";"F\FractalTunes\FractalTunes.Slave";"0";"F\FractalTunes";"524288";"FractalTunes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Future Synthetix ? 1990 Anthrox.";"1990 Anthrox";"whdload";"0";"Future Synthetix";"FutureSynthetix";"416631";"F\FutureSynthetix\FutureSynthetix.Slave";"0";"F\FutureSynthetix";"524288";"FutureSynthetix";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gathering '91 Slideshow ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Gathering";"Gathering91Slideshow";"812391";"G\Gathering91Slideshow\Gathering91Slideshow.Slave";"0";"G\Gathering91Slideshow";"524288";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gathering '93 Slideshow ? 1993 Majic 12.";"1993 Majic 12";"whdload";"0";"Gathering ";"Gathering93Slideshow";"741728";"G\Gathering93Slideshow\Gathering93Slideshow.Slave";"0";"G\Gathering93Slideshow";"524288";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Gen4 Demo ? 1990 Dragons.";"1990 Dragons";"whdload";"0";"Gen4 Demo";"Gen4Demo";"192638";"G\Gen4Demo\Gen4Demo.Slave";"4096";"G\Gen4Demo";"524288";"Gen4";"OCS/ECS";"";"";"Demo";"";""
"NoError, EmulTrap, ClearMem";"Gigademo 3 ? 1989 Triangle & The Gang.";"1989 Triangle & The Gang";"whdload";"0";"Gigademo 3";"GigaDemo3";"926367";"G\GigaDemo3\GigaDemo3.Slave";"0";"G\GigaDemo3";"524288";"Giga";"OCS/ECS";"";"";"Demo3";"";""
"NoError, EmulTrap, ClearMem";"Gladiator Music ? 1990 Cryptoburners.";"1990 Cryptoburners";"whdload";"0";"Gladiator Music";"GladiatorMusic";"723087";"G\GladiatorMusic\GladiatorMusic.Slave";"0";"G\GladiatorMusic";"524288";"GladiatorMusic";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Global Trash ? 1991 Silents DK.";"1991 Silents DK";"whdload";"0";"Global Trash";"GlobalTrash";"910308";"G\GlobalTrash\GlobalTrash.Slave";"4096";"G\GlobalTrash";"524288";"GlobalTrash";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv";"Gloom Party Invitation ? 1991 Gloom.";"1991 Gloom";"whdload";"0";"Gloom Party Invitation";"GloomPartyInvitation";"99524";"G\GloomPartyInvitation\GloomPartyInvitation.slave";"0";"G\GloomPartyInvitation";"516096";"GloomPartyInvitation";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Great Bytes in Fire 1992 Cyberiad.";"1992 Cyberiad";"whdload";"0";"Great Bytes in Fire";"GreatBytesInFire";"627378";"G\GreatBytesInFire\GreatBytesInFire.Slave";"0";"G\GreatBytesInFire";"524288";"GreatBytesInFire";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Greatest Hits ? 1990 Cult.";"1990 Cult";"whdload";"0";"Greatest Hits";"GreatestHits";"813215";"G\GreatestHits\GreatestHits.Slave";"0";"G\GreatestHits";"524288";"GreatestHits";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Groovy Jives 3 ? 1991 Relay.";"1991 Relay";"whdload";"0";"Groovy Jives 3";"GroovyJives3";"1003268";"G\GroovyJives3\GroovyJives3.slave";"0";"G\GroovyJives3";"524288";"GroovyJives3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hail the Engineer ? 1991 Jetset.";"1991 Jetset";"whdload";"0";"Hail the Engineer";"HailTheEngineer";"1175088";"H\HailTheEngineer\HailTheEngineer.Slave";"0";"H\HailTheEngineer";"524288";"HailTheEngineer";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hammer ? 1990 Amaze.";"1990 Amaze";"whdload";"0";"Hammer";"Hammer";"329014";"H\Hammer\Hammer.Slave";"0";"H\Hammer";"524288";"Hammer";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Here We Are ? 1991 Awake.";"1991 Awake";"whdload";"0";"Here We Are";"HereWeAre";"337639";"H\HereWeAre\HereWeAre.Slave";"0";"H\HereWeAre";"524288";"HereWeAre";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Highway 1930 ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Highway 1930";"Highway1930";"485200";"H\Highway1930\Highway1930.Slave";"0";"H\Highway1930";"524288";"Highway1930";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hit Collection 1 ? 1989 Commando.";"1989 Commando";"whdload";"0";"Hit Collection 1";"HitCollection1";"920217";"H\HitCollection1\HitCollection1.Slave";"0";"H\HitCollection1";"524288";"HitCollection1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo (a.k.a. Hit Fido) ? 1991 KGB.";"1991 KGB";"whdload";"0";"Megademo";"HitFido";"1822970";"H\HitFido\HitFido.Slave";"0";"H\HitFido";"524288";"HitFido";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hit the Road ? 1989 Flash Production.";"1989 Flash Production";"whdload";"0";"Hit the Road";"HitTheRoad";"1726508";"H\HitTheRoad\HitTheRoad.Slave";"0";"H\HitTheRoad";"524288";"HitTheRoad";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hollywood Poker Slideshow ? 1987 The Light Circle.";"1987 The Light Circle";"whdload";"0";"Hollywood Poker Slideshow";"HollywoodPokerSlide";"681600";"H\HollywoodPokerSlide\HollywoodPokerSlide.Slave";"0";"H\HollywoodPokerSlide";"524288";"HollywoodPokerSlide";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hot Music 4 ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Hot Music 4";"HotMusic4";"915116";"H\HotMusic4\HotMusic4.Slave";"0";"H\HotMusic4";"524288";"HotMusic4";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"House Music Disk ? 1990 Vision.";"1990 Vision";"whdload";"0";"House Music Disk";"HouseMusic";"951382";"H\HouseMusic\HouseMusic.Slave";"0";"H\HouseMusic";"524288";"HouseMusic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Human Target 1992 Melon Dezign.";"1992 Melon Dezign";"whdload";"0";"Human Target";"HumanTarget";"341733";"H\HumanTarget\HumanTarget.Slave";"0";"H\HumanTarget";"524288";"HumanTarget";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Hunt for 7th October, ?1990 Cryptoburners";"1990 C R Y P T O B U R N E R S";"whdload";"0";"- Hunt for 7th October -";"HuntFor7thOctober";"367293";"H\HuntFor7thOctober\HuntFor7thOctober.Slave";"0";"H\HuntFor7thOctober";"524288";"HuntFor7thOctober";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hymn 633 ? 1993 Damage.";"1993 Damage";"whdload";"0";"Hymn 633";"Hymn633";"920426";"H\Hymn633\Hymn633.slave";"0";"H\Hymn633";"524288";"Hymn633";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hymns from the Bible III ? 1989 Arcane.";"1989 Arcane";"whdload";"0";"Hymns from the Bible III";"HymnsFromTheBible3";"921725";"H\HymnsFromTheBible3\HymnsFromTheBible3.Slave";"0";"H\HymnsFromTheBible3";"524288";"HymnsFromTheBible3";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Ice ? 1991 Silents (1 disk)";"1991 Silents";"whdload";"0";"Ice";"Ice";"907667";"I\Ice\Ice.slave";"0";"I\Ice";"528384";"Ice";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Infinite Dreams ? 1992 Lunatics.";"1992 Lunatics";"whdload";"0";"Infinite Dreams";"InfiniteDreamsLunatics";"2722368";"I\InfiniteDreamsLunatics\InfiniteDreamsLunatics.Slave";"0";"I\InfiniteDreamsLunatics";"524288";"InfiniteDreamsLunatics";"OCS/ECS";"";"";"";"";""
