"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"Elysium\Elysium.Slave";"Disk, NoError, EmulTrap";"Elysium, ?1991 Sanity";"-< E L Y S I U M >-";"1991 Sanity";"0";"E\Elysium_v1.0_Sanity.lha";"Elysium";"Elysium";"0";"whdload";"589824";"302336";"Elysium";"OCS/ECS";"";"";"";"";""
"EmptyheadAGA\EmptyheadAGA.Slave";"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Emptyhead ? 1993 (damn) Rednex.";"Empty Head";"1993 Rednex";"2138112";"E\Emptyhead_v1.3_Rednex_AGA.lha";"EmptyheadAGA";"EmptyheadAGA";"0";"whdload";"1069056";"922052";"Emptyhead";"AGA";"";"";"";"";""
"EndOfMaloy\EndOfMaloy.Slave";"NoError, EmulTrap, ClearMem";"End of Maloy ? 1990 The Silents.";"End of Maloy";"1990 The Silents";"0";"E\EndOfMaloy_v1.0_Silents.lha";"EndOfMaloy";"EndOfMaloy";"0";"whdload";"524288";"411531";"EndOfMaloy";"OCS/ECS";"";"";"";"";""
"EndOfTheMisery\EndOfTheMisery.Slave";"NoError, EmulTrap, ClearMem";"End Of The Misery ? 1993 Sagazity";"End of the misery";"1993 Sagazity";"524288";"E\EndOfMisery_v1.0_Sagazity.lha";"EndOfTheMisery";"EndOfTheMisery";"0";"whdload";"524288";"1822355";"EndOfTheMisery";"OCS/ECS";"";"";"";"";""
"EngineAGA\EngineAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"The Engine ? 1997 Ramses";"The Engine";"1997 Ramses";"6758400";"E\Engine_v1.0_Ramses_AGA.lha";"EngineAGA";"EngineAGA";"0";"whdload";"659456";"4222835";"Engine";"AGA";"";"";"";"";""
"Enigma\Enigma.slave";"NoError, ClearMem";"Enigma, 1991 Phenomena (1 disk).";"Enigma";"1991 Phenomena";"0";"E\Enigma_v1.3_Phenomena.lha";"Enigma";"Enigma";"0";"whdload";"524288";"912390";"Enigma";"OCS/ECS";"";"";"";"";""
"EnjoyTheSilents\EnjoyTheSilents.Slave";"Disk, NoError, EmulTrap";"Enjoy The Silents ? 1992 TSL - 1 disk";"Enjoy the Silents";"1992 The Silents";"0";"E\EnjoyTheSilents_v1.0_Silents.lha";"EnjoyTheSilents";"EnjoyTheSilents";"0";"whdload";"1048576";"912334";"EnjoyTheSilents";"OCS/ECS";"";"";"";"";""
"Epilepsia2\Epilepsia2.Slave";"NoError, EmulTrap, ClearMem";"Epilepsia 2 1992 Amnesia.";"Epilepsia 2";"1992 Amnesia";"0";"E\Epilepsia2_v1.0_Amnesia.lha";"Epilepsia2";"Epilepsia2";"0";"whdload";"524288";"918413";"Epilepsia2";"OCS/ECS";"";"";"";"";""
"Epilepsia\Epilepsia.Slave";"NoError, EmulTrap, ClearMem";"Epilepsia 1992 Amnesia.";"Epilepsia";"1992 Amnesia";"524288";"E\Epilepsia_v1.0_Amnesia.lha";"Epilepsia";"Epilepsia";"0";"whdload";"524288";"920325";"Epilepsia";"OCS/ECS";"";"";"";"";""
"Erazorhead\Erazorhead.Slave";"NoError, EmulTrap, ClearMem";"Erazorhead ? 1991 Razor 1911.";"Erazorhead";"1991 Razor 1911";"0";"E\Erazorhead_v1.0_Razor1911.lha";"Erazorhead";"Erazorhead";"0";"whdload";"524288";"157685";"Erazorhead";"OCS/ECS";"";"";"";"";""
"EssentialBeats3\EssentialBeats3.Slave";"NoError, EmulTrap, ClearMem";"Essential Beats Volume 3 ? 1994 Quote.";"Essential Beats 3";"1994 Quote";"0";"E\EssentialBeats3_v1.0_Quote.lha";"EssentialBeats3";"EssentialBeats3";"0";"whdload";"524288";"897643";"EssentialBeats3";"OCS/ECS";"";"";"";"";""
"EssentialClassics\EssentialClassics.Slave";"NoError, EmulTrap, ClearMem";"Essential Classics ? 1993 Nova.";"Essential Classics";"1993 Nova";"0";"E\EssentialClassics_v1.0_Nova.lha";"EssentialClassics";"EssentialClassics";"0";"whdload";"524288";"920126";"EssentialClassics";"OCS/ECS";"";"";"";"";""
"EstprobalMastic\EstprobalMastic.Slave";"NoError, EmulTrap, ClearMem";"Estprobal Mastic ? 1992 Imagine.";"Estprobal Mastic";"1992 Imagine";"0";"E\EstprobalMastic_v1.0_Imagine.lha";"EstprobalMastic";"EstprobalMastic";"0";"whdload";"524288";"950574";"EstprobalMastic";"OCS/ECS";"";"";"";"";""
"EvolutionDesire\EvolutionDesire.Slave";"NoError, EmulTrap, ClearMem";"Evolution ? 1991 Desire.";"Evolution";"1991 Desire";"524288";"E\Evolution_v1.0_Desire.lha";"EvolutionDesire";"EvolutionDesire";"0";"whdload";"524288";"921482";"EvolutionDesire";"OCS/ECS";"";"";"";"";""
"Exage\Exage.Slave";"NoError, EmulTrap";"Exage ? 1990 Burning Independence.";"Exage";"1990 Burning Independence";"0";"E\Exage_v1.0_BurningIndependence.lha";"Exage";"Exage";"0";"whdload";"524288";"921758";"Exage";"OCS/ECS";"";"";"";"";""
"Excess\Excess.Slave";"NoError, EmulTrap, ClearMem";"Excess ? 1993 Reflex.";"Excess";"1993 Reflex";"589824";"E\Excess_v1.0_Reflex.lha";"Excess";"Excess";"0";"whdload";"524288";"919080";"Excess";"OCS/ECS";"";"";"";"";""
"Exile\Exile.Slave";"NoError, EmulTrap, ClearMem";"Exile ? 1994 Desire.";"Exile";"1994 Desire";"524288";"E\Exile_v1.0_Desire.lha";"Exile";"Exile";"0";"whdload";"524288";"918881";"Exile";"OCS/ECS";"";"";"";"";""
"Experiment\Experiment.Slave";"NoError, EmulTrap, ClearMem";"Experiment ? 1991 Ram Jam.";"Experiment";"1991 Ram Jam";"0";"E\Experiment_v1.0_RamJam.lha";"Experiment";"Experiment";"0";"whdload";"524288";"111554";"Experiment";"OCS/ECS";"";"";"";"";""
"ExplorerAGA\ExplorerAGA.slave";"Disk, NoError, Req68020, ReqAGA";"Explorer ? 1994 Delight.";"";"";"";"E\Explorer_v1.0_Delight_AGA.lha";"ExplorerAGA";"ExplorerAGA";"0";"whdload";"2097152";"908502";"Explorer";"AGA";"";"";"";"";""
"Expressions\Expressions.Slave";"NoError, EmulTrap, ClearMem";"Expressions ? 1989 Timecircle.";"Expressions";"1989 Timecircle";"0";"E\Expressions_v1.0_Timecircle.lha";"Expressions";"Expressions";"0";"whdload";"524288";"919684";"Expressions";"OCS/ECS";"";"";"";"";""
"Extemporized\Extemporized.Slave";"NoError";"Extemporized ? 1993 Digital - 1 disk";"Extemporized";"1993 Digital";"0";"E\Extemporized_v1.0_Digital.lha";"Extemporized";"Extemporized";"0";"whdload";"528384";"912179";"Extemporized";"OCS/ECS";"";"";"";"";""
"Extension\Extension.slave";"Disk, NoError";"";"Extension";"1993 Pygmy Projects";"491520";"E\Extension_v1.4_PygmyProjects.lha";"Extension";"Extension";"0";"whdload";"454656";"717619";"Extension";"OCS/ECS";"";"";"";"";""
"FaceAnotherDay\FaceAnotherDay.Slave";"NoError, EmulTrap, ClearMem";"Face Another Day ? 1991 Razor 1911.";"Face Another Day";"1991 Razor 1911";"0";"F\FaceAnotherDay_v1.0_Razor1911.lha";"FaceAnotherDay";"FaceAnotherDay";"0";"whdload";"524288";"922417";"FaceAnotherDay";"OCS/ECS";"";"";"";"";""
"FaktoryAGA\FaktoryAGA.Slave";"NoError, EmulTrap, ReqAGA, ClearMem";"Faktory ? 1995 Virtual Dreams/Fairlight.";"Faktory";"1995 Virtual Dreams/Fairlight";"2183168";"F\Faktory_v1.1_Fairlight&VirtualDreams_AGA.lha";"FaktoryAGA";"FaktoryAGA";"0";"whdload";"573440";"2193763";"Faktory";"AGA";"";"";"";"";""
"FallingUp\FallingUp.Slave";"NoError, EmulTrap, ClearMem";"Falling Up ? 1992 Analog";"Falling Up";"1992 Analog";"856064";"F\FallingUp_v1.1_Analog.lha";"FallingUp";"FallingUp";"0";"whdload";"524288";"921387";"FallingUp";"OCS/ECS";"";"";"";"";""
"FantasticArt\FantasticArt.slave";"Disk, NoError, EmulTrap";"The Fantastic Art ? 1990 Crusaders.";"";"";"";"F\FantasticArt_v1.0_Crusaders.lha";"FantasticArt";"FantasticArt";"0";"whdload";"524288";"1833037";"FantasticArt";"OCS/ECS";"";"";"";"";""
"FantasticDream\FantasticDream.Slave";"NoError, EmulTrap, ClearMem";"Fantastic Dream ? 1994 Saints.";"Fantastic Dream";"1994 Saints";"0";"F\FantasticDream_v1.0_Saints.lha";"FantasticDream";"FantasticDream";"0";"whdload";"524288";"924699";"FantasticDream";"OCS/ECS";"";"";"";"";""
"FantasticPixVol1\FantasticPixVol1.Slave";"NoError, EmulTrap, ClearMem";"Fantastic Pix Vol.1 ? 1990 Venom.";"Fantastic Pix Vol.1";"1990 Venom";"0";"F\FantasticPixVol1_v1.0_Venom.lha";"FantasticPixVol1";"FantasticPixVol1";"0";"whdload";"524288";"369276";"FantasticPixVol1";"OCS/ECS";"";"";"";"";""
"FasterThanHell\FasterThanHell.Slave";"Disk, NoError, EmulTrap, ClearMem";"Faster Than Hell ? 1992 W.F.M.H.";"Faster Than Hell";"1992 W.F.M.H.";"0";"F\FasterThanHell_v1.0_WFMH.lha";"FasterThanHell";"FasterThanHell";"0";"whdload";"1048576";"909122";"FasterThanHell";"OCS/ECS";"";"";"";"";""
"Finlandia\Finlandia.Slave";"NoError, EmulTrap, ClearMem";"Finlandia ? 1992 Dual Crew & Complex.";"Finlanda";"1992 Dual Crew&Complex";"0";"F\Finlandia_v1.0_DualCrew&Complex.lha";"Finlandia";"Finlandia";"0";"whdload";"524288";"2728088";"Finlandia";"OCS/ECS";"";"";"";"";""
"FirstDemo\FirstDemo.Slave";"NoError, EmulTrap, ClearMem";"First Demo ? 1989 Exact.";"First Demo";"1989 Exact";"0";"F\FirstDemo_v1.0_Exact.lha";"FirstDemo";"FirstDemo";"0";"whdload";"524288";"108675";"First";"OCS/ECS";"";"";"Demo";"";""
"FlowerPower\FlowerPower.Slave";"NoError, EmulTrap";"Flower Power ? 1992 Anarchy - 1 disk";"Flower Power";"1992 Anarchy";"0";"F\FlowerPower_v1.0_Anarchy.lha";"FlowerPower";"FlowerPower";"0";"whdload";"1048576";"921007";"FlowerPower";"OCS/ECS";"";"";"";"";""
"FollowMe\FollowMe.Slave";"NoError, EmulTrap, ClearMem";"Follow Me ? 1990 Red Sector Inc.";"Follow Me";"1990 Red Sector Inc.";"262144";"F\FollowMe_v1.0_RedSectorInc.lha";"FollowMe";"FollowMe";"0";"whdload";"524288";"276655";"FollowMe";"OCS/ECS";"";"";"";"";""
"FoolsGold\FoolsGold.Slave";"NoError";"Fools Gold ? 1991 Sanity.";"Fools Gold";"1991 by Sanity";"0";"F\FoolsGold_v1.0_Sanity.lha";"FoolsGold";"FoolsGold";"0";"whdload";"524288";"909042";"FoolsGold";"OCS/ECS";"";"";"";"";""
"Forgotten\Forgotten.Slave";"Disk, NoError";"Forgotten ? 1992 Mirage (1 disk)";"Forgotten";"1992 Mirage";"524288";"F\Forgotten_v1.0_Mirage.lha";"Forgotten";"Forgotten";"0";"whdload";"524288";"717987";"Forgotten";"OCS/ECS";"";"";"";"";""
"FractalTunes\FractalTunes.Slave";"NoError, EmulTrap, ClearMem";"Fractal Tunes ? 1991 Midnightsun.";"Fractal Tunes";"1991 Midnightsun";"0";"F\FractalTunes_v1.0_MidnightSun.lha";"FractalTunes";"FractalTunes";"0";"whdload";"524288";"920636";"FractalTunes";"OCS/ECS";"";"";"";"";""
"FridayAtEightAGA\FridayAtEightAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Friday At Eight ? 1994 Polka Brothers";"Friday At Eight";"1994 Polka Brothers";"4096";"F\FridayAtEight_v1.0_PolkaBrothers_AGA.lha";"FridayAtEightAGA";"FridayAtEightAGA";"0";"whdload";"806912";"357423";"FridayAtEight";"AGA";"";"";"";"";""
"FullMoonAGA\FullMoonAGA.Slave";"NoError, EmulTrap, ReqAGA";"Full Moon ? 1993 Virtual Dreams/Fairlight.";"FullMoon";"1993 Virtual Dreams/Fairlight";"1638400";"F\FullMoon_v1.0_Fairlight&VirtualDreams_AGA.lha";"FullMoonAGA";"FullMoonAGA";"0";"whdload";"1048576";"1590938";"FullMoon";"AGA";"";"";"";"";""
"FutureSynthetix\FutureSynthetix.Slave";"NoError, EmulTrap, ClearMem";"Future Synthetix ? 1990 Anthrox.";"Future Synthetix";"1990 Anthrox";"0";"F\FutureSynthetix_v1.0_Anthrox.lha";"FutureSynthetix";"FutureSynthetix";"0";"whdload";"524288";"416631";"FutureSynthetix";"OCS/ECS";"";"";"";"";""
"GateToHell\GateToHell.Slave";"NoError, EmulTrap, ClearMem";"Gate to Hell ? 1993 Technology.";"Gate to Hell";"1993 Technology";"524288";"G\GateToHell_v1.0_Technology.lha";"GateToHell";"GateToHell";"0";"whdload";"524288";"1819193";"GateToHell";"OCS/ECS";"";"";"";"";""
"Gathering91Slideshow\Gathering91Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '91 Slideshow ? 1991 Rebels.";"Gathering";"1991 Rebels";"0";"G\Gathering91Slideshow_v1.0_Rebels.lha";"Gathering91Slideshow";"Gathering91Slideshow";"0";"whdload";"524288";"812391";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";""
"Gathering93Slideshow\Gathering93Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '93 Slideshow ? 1993 Majic 12.";"Gathering ";"1993 Majic 12";"0";"G\Gathering93Slideshow_v1.0_Majic12.lha";"Gathering93Slideshow";"Gathering93Slideshow";"0";"whdload";"524288";"741728";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";""
"Gen4Demo\Gen4Demo.Slave";"NoError, ClearMem";"Gen4 Demo ? 1990 Dragons.";"Gen4 Demo";"1990 Dragons";"4096";"G\Gen4Demo_v1.1_Dragons.lha";"Gen4Demo";"Gen4Demo";"0";"whdload";"524288";"193252";"Gen4";"OCS/ECS";"";"";"Demo";"";""
"Gevalia\Gevalia.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Gevalia ? 1994 Polka Brothers";"Gevalia";"1994 Polka Brothers";"4096";"G\Gevalia_v1.0_PolkaBrothers.lha";"Gevalia";"Gevalia";"0";"whdload";"770048";"371504";"Gevalia";"AGA";"";"";"";"";""
"GigaDemo3\GigaDemo3.Slave";"NoError, EmulTrap, ClearMem";"Gigademo 3 ? 1989 Triangle & The Gang.";"Gigademo 3";"1989 Triangle & The Gang";"0";"G\GigaDemo3_v1.0_Triangle&TheGang.lha";"GigaDemo3";"GigaDemo3";"0";"whdload";"524288";"926367";"Giga";"OCS/ECS";"";"";"Demo3";"";""
"GladiatorMusic\GladiatorMusic.Slave";"NoError, EmulTrap, ClearMem";"Gladiator Music ? 1990 Cryptoburners.";"Gladiator Music";"1990 Cryptoburners";"0";"G\GladiatorMusic_v1.0_Cryptoburners.lha";"GladiatorMusic";"GladiatorMusic";"0";"whdload";"524288";"723087";"GladiatorMusic";"OCS/ECS";"";"";"";"";""
"GlobalTrash\GlobalTrash.Slave";"Disk, NoError";"Global Trash ? 1991 Silents DK.";"Global Trash";"1991 Silents DK";"4096";"G\GlobalTrash_v1.0_Silents.lha";"GlobalTrash";"GlobalTrash";"0";"whdload";"524288";"910922";"GlobalTrash";"OCS/ECS";"";"";"";"";""
"GloomPartyInvitation\GloomPartyInvitation.slave";"NoError, EmulPriv";"Gloom Party Invitation ? 1991 Gloom.";"Gloom Party Invitation";"1991 Gloom";"0";"G\GloomPartyInvitation_v1.0_Gloom.lha";"GloomPartyInvitation";"GloomPartyInvitation";"0";"whdload";"516096";"100107";"GloomPartyInvitation";"OCS/ECS";"";"";"";"";""
"GlowAGA\GlowAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Glow ? 1996 The Black Lotus";"Glow";"1996 The Black Lotus";"3399680";"G\Glow_v1.0_BlackLotus_AGA.lha";"GlowAGA";"GlowAGA";"0";"whdload";"1085440";"2871502";"Glow";"AGA";"";"";"";"";""
"GoaAGA\GoaAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Goa ? 1996 The Black Lotus";"Goa";"1996 The Black Lotus";"3633152";"G\Goa_v1.0_BlackLotus_AGA.lha";"GoaAGA";"GoaAGA";"0";"whdload";"1761280";"3839506";"Goa";"AGA";"";"";"";"";""
"GrapevineMegamix\GrapevineMegamix.slave";"NoError, EmulTrap, ClearMem";"Grapevine Megamix ? 1991 LSD.";"Grapevine Megamix";"1991 LSD";"524288";"G\GrapevineMegamix_v1.01_LSD.lha";"GrapevineMegamix";"GrapevineMegamix";"0";"whdload";"524288";"924768";"GrapevineMegamix";"OCS/ECS";"";"";"";"";""
"GreatBytesInFire\GreatBytesInFire.Slave";"NoError, EmulTrap, ClearMem";"Great Bytes in Fire 1992 Cyberiad.";"Great Bytes in Fire";"1992 Cyberiad";"0";"G\GreatBytesInFire_v1.0_Cyberiad.lha";"GreatBytesInFire";"GreatBytesInFire";"0";"whdload";"524288";"627378";"GreatBytesInFire";"OCS/ECS";"";"";"";"";""
"GreatestHits\GreatestHits.Slave";"NoError, EmulTrap, ClearMem";"Greatest Hits ? 1990 Cult.";"Greatest Hits";"1990 Cult";"0";"G\GreatestHits_v1.0_Cult.lha";"GreatestHits";"GreatestHits";"0";"whdload";"524288";"813215";"GreatestHits";"OCS/ECS";"";"";"";"";""
"GroovyJives3\GroovyJives3.slave";"NoError, EmulTrap, ClearMem";"Groovy Jives 3 ? 1991 Relay.";"Groovy Jives 3";"1991 Relay";"0";"G\GroovyJives3_v1.01_Relay.lha";"GroovyJives3";"GroovyJives3";"0";"whdload";"524288";"1003268";"GroovyJives3";"OCS/ECS";"";"";"";"";""
"Groovy\Groovy.slave";"NoError, EmulTrap, ClearMem";"Groovy ? 1993 Lemon.";"Groovy";"1993 Lemon.";"524288";"G\Groovy_v1.1_Lemon.lha";"Groovy";"Groovy";"0";"whdload";"524288";"916632";"Groovy";"OCS/ECS";"";"";"";"";""
"GuardianDragon2\GuardianDragon2.slave";"Disk, NoError, EmulTrap, NoDivZero";"Guardian Dragon 2 ? 1992 Kefrens.";"";"";"";"G\GuardianDragon2_v1.1_Kefrens.lha";"GuardianDragon2";"GuardianDragon2";"0";"whdload";"1048576";"1815666";"GuardianDragon2";"OCS/ECS";"";"";"";"";""
"GuardianDragon\GuardianDragon.slave";"Disk, NoError, EmulTrap";"Guardian Dragon ? 1991 Kefrens.";"";"";"";"G\GuardianDragon_v1.1_Kefrens.lha";"GuardianDragon";"GuardianDragon";"0";"whdload";"1048576";"911502";"GuardianDragon";"OCS/ECS";"";"";"";"";""
"HailTheEngineer\HailTheEngineer.Slave";"NoError, EmulTrap, ClearMem";"Hail the Engineer ? 1991 Jetset.";"Hail the Engineer";"1991 Jetset";"0";"H\HailTheEngineer_v1.0_Jetset.lha";"HailTheEngineer";"HailTheEngineer";"0";"whdload";"524288";"1175088";"HailTheEngineer";"OCS/ECS";"";"";"";"";""
"Hallu&DreamsPrvKatharsis\Hallu&DreamsPrvKatharsis.Slave";"NoError, EmulTrap, ClearMem";"Hallucinations and Dreams Preview 1992 Katharsis.";"Hallucinations and Dreams Preview";"1992 Katharsis";"524288";"H\Hallucinations&DreamsPreview_v1.0_Katharsis.lha";"Hallu&DreamsPrvKatharsis";"Hallu&DreamsPrvKatharsis";"0";"whdload";"524288";"752181";"Hallu&DreamsPrvKatharsis";"OCS/ECS";"";"";"";"";""
"Hallucinations&Dreams\Hallucinations&Dreams.slave";"Disk, NoError, EmulTrap";"Hallucinations and dreams ? 1992 Union.";"Hallucinations & Dreams";"1992 Union";"524288";"H\Hallucinations&Dreams_v1.1_Union.lha";"Hallucinations&Dreams";"Hallucinations&Dreams";"0";"whdload";"524288";"1832781";"Hallucinations&Dreams";"OCS/ECS";"";"";"";"";""
"Hammer\Hammer.Slave";"NoError, EmulTrap, ClearMem";"Hammer ? 1990 Amaze.";"Hammer";"1990 Amaze";"0";"H\Hammer_v1.0_Amaze.lha";"Hammer";"Hammer";"0";"whdload";"524288";"329014";"Hammer";"OCS/ECS";"";"";"";"";""
"Hardcore\Hardcore.slave";"NoError, ClearMem";"Hardcore ? 1992 Anarchy";"Hardcore";"1992 Anarchy";"524288";"H\Hardcore_v1.1_Anarchy.lha";"Hardcore";"Hardcore";"0";"whdload";"524288";"535975";"Hardcore";"OCS/ECS";"";"";"";"";""
"Hardwired\Hardwired.Slave";"Disk, NoError, EmulTrap";"Hardwired (C) 1991 Crionics & Silents.";"Hardwired";"1991 Crionics/Silents";"4096";"H\Hardwired_v1.1_Crionics&Silents.lha";"Hardwired";"Hardwired";"0";"whdload";"1048576";"1808825";"Hardwired";"OCS/ECS";"";"";"";"";""
"HarmagedonAGA\HarmagedonAGA.Slave";"NoError, ReqAGA, ClearMem";"Harmagedon ? 1993 Infect.";"Harmagedon";"1993 Infect";"0";"H\Harmagedon_v1.0_Infect_AGA.lha";"HarmagedonAGA";"HarmagedonAGA";"0";"whdload";"2097152";"627354";"Harmagedon";"AGA";"";"";"";"";""
"HereWeAre\HereWeAre.Slave";"NoError, EmulTrap, ClearMem";"Here We Are ? 1991 Awake.";"Here We Are";"1991 Awake";"0";"H\HereWeAre_v1.0_Awake.lha";"HereWeAre";"HereWeAre";"0";"whdload";"524288";"337639";"HereWeAre";"OCS/ECS";"";"";"";"";""
"HexadecimalPerfection\HexadecimalPerfection.slave";"NoError, EmulTrap, ClearMem";"Hexadecimal Perfection ? 1992 Action Direct.";"Hexadecimal Perfection";"1992 Action Direct";"524288";"H\HexadecimalPerfection_v1.01_ActionDirect.lha";"HexadecimalPerfection";"HexadecimalPerfection";"0";"whdload";"524288";"1823377";"HexadecimalPerfection";"OCS/ECS";"";"";"";"";""
"Highway1930\Highway1930.Slave";"NoError, EmulTrap, ClearMem";"Highway 1930 ? 1990 Fraxion.";"Highway 1930";"1990 Fraxion";"0";"H\Highway1930_v1.0_Fraxion.lha";"Highway1930";"Highway1930";"0";"whdload";"524288";"485200";"Highway1930";"OCS/ECS";"";"";"";"";""
"HisMastersNoise\HisMastersNoise.slave";"Disk, NoError, EmulTrap";"His Master's Noise ? 1991 Mahoney & Kaktus.";"";"";"";"H\HisMastersNoise_v1.1_Mahoney&Kaktus.lha";"HisMastersNoise";"HisMastersNoise";"0";"whdload";"1048576";"1818838";"HisMastersNoise";"OCS/ECS";"";"";"";"";""
"HitCollection1\HitCollection1.Slave";"NoError, EmulTrap, ClearMem";"Hit Collection 1 ? 1989 Commando.";"Hit Collection 1";"1989 Commando";"0";"H\HitCollection1_v1.0_Commando.lha";"HitCollection1";"HitCollection1";"0";"whdload";"524288";"920217";"HitCollection1";"OCS/ECS";"";"";"";"";""
"HitFido\HitFido.Slave";"NoError, EmulTrap, ClearMem";"Megademo (a.k.a. Hit Fido) ? 1991 KGB.";"Megademo";"1991 KGB";"0";"H\HitFido_v1.0_KGB.lha";"HitFido";"HitFido";"0";"whdload";"524288";"1822970";"HitFido";"OCS/ECS";"";"";"";"";""
"HitTheRoad\HitTheRoad.Slave";"NoError, EmulTrap, ClearMem";"Hit the Road ? 1989 Flash Production.";"Hit the Road";"1989 Flash Production";"0";"H\HitTheRoad_v1.0_FlashProduction.lha";"HitTheRoad";"HitTheRoad";"0";"whdload";"524288";"1726508";"HitTheRoad";"OCS/ECS";"";"";"";"";""
"HollywoodPokerSlide\HollywoodPokerSlide.Slave";"NoError, EmulTrap, ClearMem";"Hollywood Poker Slideshow ? 1987 The Light Circle.";"Hollywood Poker Slideshow";"1987 The Light Circle";"0";"H\HollywoodPokerSlide_v1.0_TheLightCircle.lha";"HollywoodPokerSlide";"HollywoodPokerSlide";"0";"whdload";"524288";"681600";"HollywoodPokerSlide";"OCS/ECS";"";"";"";"";""
"HoneyComb\HoneyComb.Slave";"NoError";"The Honey Comb ? 1995 TRSI - 2 disks";"The Honey Comb";"1995 TRSI";"0";"H\HoneyComb_v1.0_Tristar&RedSectorInc.lha";"HoneyComb";"HoneyComb";"0";"whdload";"1048576";"1822944";"HoneyComb";"OCS/ECS";"";"";"";"";""
"HotMusic1\HotMusic1.Slave";"NoError, EmulPriv, Examine";"HotMusic 1 ? 1991 Ram Jam.";"Hot Music #1";"1991 Ram Jam";"262144";"H\HotMusic1_v1.0_RamJam.lha";"HotMusic1";"HotMusic1";"0";"whdload";"524288";"842873";"HotMusic1";"OCS/ECS";"";"";"";"";""
"HotMusic3\HotMusic3.Slave";"NoError, EmulPriv, Examine";"HotMusic 3 ? 1991 Ram Jam.";"Hot Music #3";"Ram Jam 1991";"262144";"H\HotMusic3_v1.0_RamJam.lha";"HotMusic3";"HotMusic3";"0";"whdload";"589824";"849742";"HotMusic3";"OCS/ECS";"";"";"";"";""
"HotMusic4\HotMusic4.Slave";"NoError, EmulTrap, ClearMem";"Hot Music 4 ? 1991 Ram Jam.";"Hot Music 4";"1991 Ram Jam";"0";"H\HotMusic4_v1.0_RamJam.lha";"HotMusic4";"HotMusic4";"0";"whdload";"524288";"915116";"HotMusic4";"OCS/ECS";"";"";"";"";""
"HouseMusic\HouseMusic.Slave";"NoError, ClearMem";"House Music Disk ? 1990 Vision.";"House Music Disk";"1990 Vision";"0";"H\HouseMusic_v1.0_Vision.lha";"HouseMusic";"HouseMusic";"0";"whdload";"524288";"951574";"HouseMusic";"OCS/ECS";"";"";"";"";""
"How2SkinACat\How2SkinACat.slave";"Disk, NoError, EmulTrap";"How To Skin A Cat ? 199? Melon Dezign.";"";"";"";"H\How2SkinACat_v1.1_MelonDezign.lha";"How2SkinACat";"How2SkinACat";"0";"whdload";"1048576";"920649";"How2SkinACat";"OCS/ECS";"";"";"";"";""
"HumanTarget\HumanTarget.Slave";"NoError, EmulTrap, ClearMem";"Human Target 1992 Melon Dezign.";"Human Target";"1992 Melon Dezign";"0";"H\HumanTarget_v1.0_MelonDezign.lha";"HumanTarget";"HumanTarget";"0";"whdload";"524288";"341733";"HumanTarget";"OCS/ECS";"";"";"";"";""
"HuntFor7thOctober\HuntFor7thOctober.Slave";"Disk, NoError, EmulTrap";"Hunt for 7th October, ?1990 Cryptoburners";"- Hunt for 7th October -";"1990 C R Y P T O B U R N E R S";"0";"H\HuntFor7thOctober_v1.0_Cryptoburners.lha";"HuntFor7thOctober";"HuntFor7thOctober";"0";"whdload";"524288";"367907";"HuntFor7thOctober";"OCS/ECS";"";"";"";"";""
"Hymn633\Hymn633.slave";"NoError, EmulTrap, ClearMem";"Hymn 633 ? 1993 Damage.";"Hymn 633";"1993 Damage";"0";"H\Hymn633_v1.02_Damage.lha";"Hymn633";"Hymn633";"0";"whdload";"524288";"920426";"Hymn633";"OCS/ECS";"";"";"";"";""
"HymnsFromTheBible3\HymnsFromTheBible3.Slave";"NoError, EmulTrap, ClearMem";"Hymns from the Bible III ? 1989 Arcane.";"Hymns from the Bible III";"1989 Arcane";"0";"H\HymnsFromTheBible3_v1.0_Arcane.lha";"HymnsFromTheBible3";"HymnsFromTheBible3";"0";"whdload";"524288";"921725";"HymnsFromTheBible3";"OCS/ECS";"";"";"";"";""
"Ice\Ice.slave";"Disk, NoError";"Ice ? 1991 Silents (1 disk)";"Ice";"1991 Silents";"0";"I\Ice_v1.0_Silents.lha";"Ice";"Ice";"0";"whdload";"528384";"908277";"Ice";"OCS/ECS";"";"";"";"";""
